,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X600741.SH,X000100.SZ,X600066.SH,X002236.SZ,X600031.SH,X600118.SH,X002506.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X600177.SH,X000338.SZ,X002074.SZ,X300124.SZ,X300003.SZ,X002085.SZ,X600089.SH,X002294.SZ,X002456.SZ,X002465.SZ,X600867.SH,X600498.SH,X002426.SZ,X000050.SZ,X601877.SH,X002049.SZ,X002007.SZ,X000869.SZ,X300001.SZ,X600699.SH,X002180.SZ,X000977.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.130789640253094,0,0,0.373791307319049,0,0,0,0,-0.0394640458947607,0,0,0,0,0,0,0.0408175288610246,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741155857435904,-0.0117850403352571,0,0,0,-0.0246035583570062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820002775658541,0,0,0,0,0,0
X600104.SH,0,0,0.114962674459083,0,0,0,0,0,0.0788179164960671,0,0,0,0,0.251665612174748,0,0,0,0,0,0,0,0,0,0,0,0,0.04784228340426,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0124072687765285,0,0.13428654317057,0,0,0,0,-0.00262718702319811,0,0,0,0,0,0
X002415.SZ,0,0.00742595339733076,0,0,0,0,0,0,0,0,0,0,0,0,0.253246708016806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151736162221815,0,0,0,0,0,0,0,0.0123674390074458,0,0,0,0,0,0,0.0575064645793896,0,0,0.00496651992251213,0,0.17496757265884,0,0.0691776674892513,0,0,0,0,0,0,0
X000651.SZ,0,0.0336752875220179,0.0161704809479851,0,0,0,0,0,0.11925937731254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105003537209034,0,0,0.0145486603344652,0,0,0.0422071435945043,0,0,0,-0.0958303631733491,0.0695150752933048,0,0,0,0,0,0,0,0.0593846223511438,0,0.297388066401238,0.0815300341506243,0,0,0.0337433152153278,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0716851314387082,0,0,0.0745802346807429,0,0,0,0,0,0,0,0,0,0.0243353218727038,0.145169904086953,0,0.0378260126437334,0,0,0,0.33919982625508,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,1.38777878078145e-17,0,0.0184776314576458,0,0,0,0,0.0421220082591628,0,0,0,0.0400863070098122,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0185105439685759,0,0,0,0,0,0,0.0555491626332727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190215823155158,0,0,0,0.152528368917033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935405493705424,0,0.0909574970506379,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632955239621132,0,0.0316854199339283,0,0,0,0,0,0,0,0,0,0,0.28307135505514,0,0.0408376577804746,0,0,0,0.0678856856323071,0,0,0,0,0.0399744636537175,0,0,0,0,0.00795262868754186,0,0,0,0,0,-0.0631682535136302,0,-0.00746470147195764,0,-0.039017647702999,0,0,0,0,0
X000725.SZ,0,0,0.0311845524160535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334902062173324,0,0,0,0,0.125405716956071,0,0,0,0,0,0,0.0770683544676342,0,0,0,0.302496714775367,0,6.74492275187841e-05,0,0,0,0,0.0595640049773996,0,0,0,0,0,0,0,0,0.143704553377922,0,0.00963794532181739,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.216958200949682,0.0220450355692783,0,0,0,0,0.0414737659503352,0,0.153922624365738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863167162635223,0,0,0,0,0,0,0,0,0,0,0,0,0.135773161210702,0,0,0.114107399950027,0,0.0547116432402305,0,-8.67361737988404e-19,0,0,0,0,-0.0565325739074542,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.137447824548117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409366053303326,0.0701119997220691,0,0,0,0.022821231205388,0,0,0.0866119896227439,0,0,0,0,0,0,0,0.00890074185897159,0,0.0285718201557063,0,0.0674826073511906,0,0.0224987224207651,0,-0.0130719692277667,0,0,0,0,0,0,0
