,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600741.SH,X600183.SH,X000596.SZ,X000100.SZ,X002371.SZ,X002241.SZ,X300014.SZ,X601877.SH,X000157.SZ,X000977.SZ,X300124.SZ,X300142.SZ,X000800.SZ,X002236.SZ,X000625.SZ,X002463.SZ,X002129.SZ,X600118.SH,X002179.SZ,X002223.SZ,X600498.SH,X002456.SZ,X002049.SZ,X002414.SZ,X600271.SH,X000066.SZ,X300136.SZ,X600177.SH,X600584.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.326146938791219,0,0,0,0,0,0,0,0,0.0572552973723163,0,0.14602975208667,0,0,0,0,0,0,0,0,0,0.0545448426493416,0,0,0,0,0,0,0,0,0,0,0,0.0345075924136789,0,0,0.0239419593282368,0,0,-3.46944695195361e-18,0,-0.0170221224821769,0,0,0,0,0,0,0,0.0692194451762482,0.0125842507091883,0.00594827310190662,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0266615311064821,0,0,0.00266452752950306,0,0,0,0.539464338352417,0.130836031196655,0,0,0,0,0,0,0,0,0.0849786350465705,0,0,0,0,0,0,0,0,0.0373110670135702,0,0,0.0713169209909637,0,0,0,0,0,0,0,-0.00977091963471659,0,0.0370518079266527,0,0,0,0,0,0,-0.00641133156809775,0.0279550916609842,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0329056259965116,0,0,0,0,0,0,0,0.0617083470315717,0,0,-0.022952153214231,0.162383784968378,0,0.0768198821740576,0,0,0,0,0,0,0,0,0.0429597426314588,0.106254480737213,0,0,0,0,0,0,0,0.00843859277216295,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.00612403181832936,0,0,0,0,0,0,0,0
X000651.SZ,0,0.0788403524564185,0,0,0,0.0444602146835311,0.0652685210950615,0,0,0,0,0,0.159447416211788,1.38777878078145e-17,0.134986468493961,0.144923511341292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181722443567137,0,0.0926836259343275,0,0,0,0,0,0,0,0,-0.0181735043028087,-0.0232675880353783,0,-0.023040328249953,0,0,0,0,0,0,0,0.00359704950369667,0,0,0,0,0,0,0
X002415.SZ,0,0.121323916619814,0,0,0,0,0.0657286076569504,0,0,0,0,0,0,0.03315301466657,0.0846746576610701,0,0,0,0,0,0,0.086366986938365,0.0623749781363308,0,0,0,0.0270789437688703,0,0,0,0,0,0,0,0.122416076863702,0,0,0,0,0,0.0585132507699276,0,0.0902742913055977,0,0,0.0152554154938763,0,0,0,0,0,0.00872167080983798,0,0,0,0,0,0,0
X600104.SH,0,0.308484960837429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223770088071091,0,0.0857403592681943,0,0,0,0.00406295168317802,0,0,0,0,0,0.181001863844501,0,0.0923995984949381,0,0.0450708766451949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407461163552507,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.166898750189137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163727919928856,0,0,0,0.0637578719496815,0.150354128545426,0.131046573821285,0,0,0,0,0,0,0,0,-0.0454996515005315,0,0,0,0,0,0,0,0,0,0,0.32700976323763,0,0,0,0,0.0112806702288636,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0454321554485234,0,0.00886989072449297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21194996394787,0.121850479988158,0,0,0,0.163370759856714,0,0,0,0,0,0,0,0.231344498379488,0,0,0.0100047317712762,0,0.12635970508349,0.469687667095766,0,-0.00872006250973178,0,0,0,0.0919920978112428,0,0,-0.241145698605408,0,0.0287827846045883,0.0175720138190206,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0756381692970104,0.0483725588951671,0.154055125908137,0,0,-1.73472347597681e-18,0,0,0,0,0.0491719041559658,0,0,0,0.083214900546791,0,0.341583329668967,0,0,0,0,0,0.052367383825518,0,-6.93889390390723e-18,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0308541509726476,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164480243170817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137489811822417,0.00410286310668971,0.103098866735734,0,0,0,0,0,0,0,0,0.221046612264836,0,0,0,0.0700185628991094,0,0.0432262206564193,-0.0142827781557149,0,0,0,0,0,0
