,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X300003.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X002456.SZ,X600867.SH,X600809.SH,X000625.SZ,X600271.SH,X600066.SH,X600487.SH,X002294.SZ,X000100.SZ,X000596.SZ,X600566.SH,X000981.SZ,X002241.SZ,X300142.SZ,X300136.SZ,X002180.SZ,X000661.SZ,X000050.SZ,X002508.SZ,X000157.SZ,X600522.SH,X002007.SZ,X002038.SZ,X002179.SZ,X600498.SH,X002049.SZ,X600089.SH,X600177.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.414648434924431,0.00638021072400542,0.103582419305921,0,0,0,0,0.0654161755338037,0,0.0290848331680974,0,0,0,0,0,0.0436065824775756,0,0,0,0,0.0323214752756825,0,0,0,0,0,0,0,0,-0.00999719430398008,0,0,-0.0166875834106788,0,0,0,0,0,0,0,0,0,0.0242384668847567,0,0,0,0,0,0.00307823142129919,0.00444814106570789,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.161109374146407,0,0,0,0,0,0.107190446971486,0,0,0,0,0.122415413992167,0,0,0,0,0,0,0,0,0,0.187733638228201,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.00672994745004251,0,0,-0.0929339500691487,0,0,0,-0.0822676629680972,-0.00490666303824086,-0.0786715171782049,0,0,0,-0.00623702088038931,0,-0.0340142107824765,-0.065570465064362,0,0,0,0,0,0
X002415.SZ,0.067945707294937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152826772818343,0,0,0,0,0.0881080772039277,0,0,0,0,0,0,0,0.140850281233312,0,0,0,0.177677687534267,0,0.237850965503691,0.0290951471284552,0,0,0,0,0.0105839100093084,0,0,0,0,0,0,0,0,0,0,0,-0.00531004914383271,-0.0215238815598571,0,0,0,0,0,0
X000858.SZ,0.0484607389864249,0,0,0,0.21683328439455,0,0.124635370589631,0,0,0,0.16966903359023,0,0.124049793186871,0,0,0,0,0,0.0909723151928698,0,0,0,0,0.0797866376002187,0,0,0,0,-0.102162677042945,0,0.00812567929138159,-0.0229692311326996,0,0,0,0,0,0,0,0.00296650512049308,0,0,0,-0.0256674230612196,0,0,0,0,0,0,0,0.00364580699416437,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.270819122072132,0,0,0,0,0,0.444938564402086,0,0.157142746364328,0,0,0.0337595250205812,0,0,0,0,0,0,0.018519228832977,0.0350661559260199,0,0,0,0,0,0,0,0,0,0,-0.158757843507171,0,0,-0.00616695984105278,0,0.218103457540074,0,0,0.102204404031243,-0.105698409870155,0,0,0,1.38777878078145e-17,0,0.243477220700201,-0.123946454391876,0,0.0530643603631156,0.0974111432628863,0,0,0,0,0,0
X600276.SH,0.0551203507345522,0,0,0,0,0,0.0924827888310751,0,0,0,0.0250809113981671,0,0,0,0,0,0.367116356863517,0.0792971720813627,0,0,0,0,0.119066083318492,0.0982858999361247,0,-0.0412116534691488,0,0,0,0,0,0.185444775778751,0,0,0,0,0,0.182076800886379,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0480303954781857,0.042652132256799,0,0,0,0,0,0
X002304.SZ,0.0388910960748496,0,0,0.0408360918191457,0,0,0,0,0,0,0,0,0.424450548812966,0,0,0,0,0.177386225921052,0.00847004216094332,0,0,0,0,0.0875217285502003,0,0,0,-0.0335684645618404,0,0,0,0,0,0,0,-0.0839111242883573,0,0.0808873335080729,0,0.204518261873969,0,0,0,0.134678439806886,0,0,0,0,0,0.0144319654408512,0,0.03218008873214,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.00488269479396488,0,0,0,0,0.0494427916902373,0.0133943970801921,0,0,0,0.0410889201956704,0,0,0,0,0,0,0,0,0,0,0,0.135930965059964,0.103317020652681,0,0,0,0,0,0.140476401365436,-0.0165327656689783,0.0549258402097885,-0.153210720574609,0,0,0,0,0,0,0,0,0.0605409417410553,0,0,0,0,0,0,0.040715517871125,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033104143993216,0,0,0,0.220511789349746,0,0,0.00084154732364923,0,0,0,0.128595074420382,0.0388389032603269,0,0.341472227588701,0.0325092023963185,0,0,0,0,0,0,0.101220552458909,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.30879215195719,0.145853167581813,0,0.140688629235943,0,0,0,0.112505526752315,0,0.0439955168906067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041711367259555,0,0.0350201647510043,0,0.0709702270909979,0,0.0413699345825716,0,0,0.0359206633486004,0,0,0,0,-0.103752855776857,0.0247739135012725,0,0,0,0,0,0.000374822940126346,0,0,0,0,0,0,0
