,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600276.SH,X600104.SH,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002129.SZ,X300014.SZ,X002241.SZ,X002049.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X600703.SH,X600089.SH,X601877.SH,X000661.SZ,X600741.SH,X000733.SZ,X600460.SH,X000100.SZ,X002180.SZ,X600522.SH,X000157.SZ,X002074.SZ,X002236.SZ,X600702.SH,X600884.SH,X000799.SZ,X600584.SH,X600183.SH,X002414.SZ,X601799.SH,X002432.SZ,X000977.SZ,X000800.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.185047499694275,0,0,0.0808255000926621,0.141790488408466,0.0757447020535464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1701893310267,0,0,0,0,0,0,0,-0.0110973635680662,0,0,-0.0565997256718293,0,0,0,0,0,0,0,0,0,0.054364253066601,0,0,0.00769001816856119,0,0,0,0,0,-0.00918451575491942,-0.0305424850802528,0,0,0,0,0,0
X000858.SZ,0.0638352952256862,0,0,0,0.422320209443689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0533682261251765,0,0.154216534139375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513021423115979,0,0,0.0124964133890685,0,0,0,0,0,-0.0225139656814315,0,0,0,0,-0.0487203754794388,0.0214366858932181,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0997141133691229,0,0,0,0,0,0,0,0,0,0.13421578422715,0,0,0,0.0762328901035083,0,0,0.117791357110262,0,0,0,-0.503818737240008,0,0,0,0,0,0,0,0,0,0,0.103113665258295,0,0,0.288365381196526,0.308223245058461,0.167405918290245,0,0,0,0,-0.0229332175819201,0.0597990593232622,0,0,0,1.38777878078145e-17,-0.0551570090440016,0.049113074874915,0,0,0,0,0,0
X600809.SH,0,0.0534321990546798,-3.46944695195361e-18,0,0.427461617286197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528686784976324,0,0,0,0,0,0,0.231738522636009,-0.0581176175996474,0,0,0,0.00313968424859481,0,0,0,0.0863576816813995,0,0,0,0.124602148472875,0,0,0,0,0,-1.73472347597681e-18,-0.0369842874503319,0.0609879976127259,0,0,0.0723440234407527,0.0178023523062767,0,0,0,0,0,0,0
X000568.SZ,0.0899425603350847,0.215759774129598,0,0.114363130672205,0,0.0581151297355395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364688534677924,0.195243161836395,0,0,0,0.0107865228278958,0,0,0,0,0,0,0,0,0.0518964246297197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471552933835165,0,0,0,0,0,0
X600690.SH,0,0.112008153005512,0,0,0.25922973160812,0,0,0,0,0.0726489510206825,0,0,0,0,0,0,0,0,0,0,0.00483370879042624,0,0.0372829249540102,0,0,0,0,0,0,0,0.180142205495085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698411818678475,0,0,0,0,0,0.0572812634356618,-0.0087416419110582,-0.024678746782101,0,0,0,0,0,0
X002304.SZ,0.224709611275503,0,0,0.130471675811902,0.0549066386741693,0,0,0,0,0,0,0.10403971905648,0,0.120630502911583,0,0,0,0,0,-0.130623756885016,0,0.156655539862551,0,0,0,0,0,0,0,0.0285802056339301,0.0268779310279316,0,0,0,0,0,0,0,0,0.246105318116657,0,0,0,0,0,0,0,0,0.0216950298254409,0,0.0932996269782046,0,-0.0072642539521194,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.0986966968079377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289302276625965,0,0.165716092313137,0,0.289894701603736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103242654684581,-0.337665003417333,0,0.246054429893504,0,0,0,0,0,0,0,-1.73472347597681e-18,0.124897283229845,0,0,0,-0.0141498447666281,-0.0374593636065398,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.045818013995522,0.0730150762072481,0,0,0,0,0.0217996808698308,0,0,0.184173623473226,0,0,0,0,0,0,0.025120905262108,0,0,0,0,0,0,0,0,0,0,0,0.0596285006465872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422397658364581,0.243902652317826,0,0,0,-0.027204909693864,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471798199453699,0,0,0,0.303874944126049,0,0.0294733216148402,0,0,0.0165148348434422,0,0,0,0,0,0,0,0.0940668156618969,0,0.0867079962155592,0.0548875129157728,0,0,0,0,0,0.117574220023554,0,0,0.145536858181036,0,-0.0691209389938958,0.0583695201384899,0,0,0,0,0,0
