,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X002371.SZ,X000725.SZ,X600031.SH,X002241.SZ,X300124.SZ,X600703.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000338.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X601877.SH,X000661.SZ,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600779.SH,X600702.SH,X601799.SH,X600884.SH,X000157.SZ,X002414.SZ,X000733.SZ,X600183.SH,X600522.SH,X600584.SH,X002007.SZ,X600563.SH,X000800.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.434619483461873,0,0.0659157999149401,0.118321512168992,0,0,0,0,0,0,0,0,-0.0902587317438793,0,0,0,0,0,0,0,0,-0.0174851498171645,0,0,0.0322926218278447,0,-0.0433567155985753,0,0,0,0,0,0,0,0,0.0105328246427322,0.0257140963397156,0,0,0,0,0,0,-0.0100622844314983,0,0,0.023647228565171,0,0,0,0.00257325585781524,1.0842021724855e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0.432156181388902,0,0,0,0,0,0.105191746638912,0,0,0,0,0,0,0,0,0,0,-0.025421754082552,0,0,0.0815319281709656,1.0842021724855e-19,0,0.15616934591648,0,0,0,0,0.0511260593773424,0,0,0,0.0751149136700784,0.0170541243354453,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0132474238325837,0,0,0,-0.00924048433851651,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.00452333727691605,0.202768745074242,0.122444976728965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292461722453367,0,0,0.0630574711909149,0,0,0,0,0,0,0,0,0,0,0,0,0.0683410866551044,0,0,0,0,0,0.000326331409717919,0,0.0154177932189959,0,0.00647413939203353,0.0136331346344396,0,0,0,0.0330745567271147,0,0
X600809.SH,0,0.151871354183699,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190219693864957,0,0,0,0,0,0,0,0,-0.0270453133968755,0,0.0864799135343153,0,0,-0.0433155772416792,0.066721362863667,0,0,0,0,0.562188557810048,0,0,0.13823976951904,0,0,0,-0.00278478753319455,0,-0.0756299019809821,0,0,0,0,0,0,-0.0443548181836343,0,0,0,0,0.0306276950650138,0,0
X000568.SZ,0,0.0382618425487534,0,0.184461032842169,0,0,0,0,0,0.0604029099087957,0,0,0,0,0,0.0264024212650768,0,-0.0294329067847656,0,0,0,0,0,0.345455893139451,-0.0475373667256433,0,0,0,0,0,0,0,0,0,0,0.071366530889763,0.135116336365306,0,0,-0.0420285769602856,0,-0.0628605363856302,-0.100030839452086,0,-0.0623080706399111,0,0,0,0,0,0,0.0294582964174028,0,0,0,0,0.0446776603467893,0,0
X600276.SH,0,0,0,0.13056600350683,0,0,0,0,0.240924085976135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203019403856686,0,0,0,0,0,0,0,0.335432357949031,0,0,0,-0.199815821322727,0,0,0,0,0.108778319600574,0,0,0,0,0,0,0.0102680054827374,0,0,0,0,0.0408018684517434,0,0
X002475.SZ,0,0.0241683110258845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112231996440437,0.360978015729924,0.0671716746297346,0,0,0,0,0,0,0.0163968430596387,0,0,-0.0966993618009534,0,0,0.0328987631304842,-0.101332192618435,0,0,0,6.93889390390723e-18,0,0,0,-0.0314521531496537,0,0,0,0,0,0,0.118381917705923,0,0,0,0,0,0.0163562963259729,0,0,0,0.0737268154582864,0,0
X600690.SH,0,0.0970849605646823,0.0964266648047745,0,0,0,0,0,0.0183950088031835,0,0,0,0,0,0,0,0,0,0,0,-0.0253894028140121,0,0,0,0,0,0,0,0,0.26283094692065,-0.0428402210374491,0.0462917995288355,0,-0.00701527488986948,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0558156061917342,0,0,0.0380799271179013,0,0.00154242408424825,0,0,0,0,0,0
X002304.SZ,0,0.138705244114131,0,0.200210383579209,0,0,0,0.171210844285883,0,0,0,0,0,0,0,0,0,0,0,0,-0.132274870575261,0,0,0.0568836623693263,0,0,0,0,0,0,0,0,0,0,0,0.133095561300493,0.0823969430235261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282202440224799,0,0,0,0,-0.0490927511155045,0,0
X300014.SZ,0,0,-0.106964211651983,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.125766257506613,0,0,0,0,0,0.0430066039453998,0.0485357405284976,0,0.0338293123806252,0.0760860415695506,0,0,0,0,0,0,0.158520908273548,-0.109725894197151,0,0.103332128404884,0,0.102302478113062,0.0340302202310854,0,0,0,0,0,0,0,0,0,0,0,0,0.0858827988733167,0,0,0,0.158096057130842,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160014699363732,0,0.0736094038304204,0.170148715759568,0,0,0,0,0,0.0387992540386176,0.0419700614677863,0,-0.0404550484532573,0,0,0,0,0,0.0855641605658222,0,0,0,0,0,0.15985244209544,0,0,0.0088227922650592,0,0,0,0,0,0,0,-0.0950172759903547,0,0,0,0.0218298018354944,0.0191736883195812,0,0,0,-0.0252234893462263,0,0
X000651.SZ,0,0,0,0,0,0,0.15262940179385,0.217421906492571,0,0,0,0,0.0411396709397333,0,0,0.0965705524198918,0,0,0,0,0,0,0,0,0.00143744308058905,-0.089712438589098,0,0,0,0,0,-0.072504663969114,0,0,0,0,0,0.16239411639744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552163496199298,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988183639300729,-0.302597704324339,0.406306828369641,-0.133880056052582,0,0,0,0,0.211686324673355,-0.299956113520611,-0.0431239832506948,0,0,0,0.359932339161848,0.0294673419710252,0,0.427244947826526,0,0,-0.0699733893701507,0,0,0,0,0.126498355951898,0,0,0,-0.01442353349667,-1.73472347597681e-18,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.107640142637073,0,0,0.0080475816659979,0,0,0,0,0,0,0.0161540212775713,0,0,0,0,0,0,0.100398807795939,0,-0.0780543429427088,-0.0227152572005327,-0.023489240150335,0,0.101624893473442,0.354154137916599,0,0,0,0,0,0,0,0,0,0,0.0232891984461317,0,0,0,0.0341640971423323,0,0,-0.0132577156277779,0,0,0,0,-0.0136134631501561,-0.0709289473807026,0,0,-6.93889390390723e-18,0,0
X600031.SH,0,0,0,0,0,0,0.150209768188755,0,0,0.0189788729159296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122120198693632,0,0,0,0,-0.0287138380723067,0,0,0.0725739235162556,0,0.047054080667599,0,0,0,0,0.663171851955297,0.0753123266078456,0.103898400684889,0,0,0,0,0,0.0448301044666685,0,0,0,0.0183296579555583,0,0,0,0.0787218495582322,0,0
X002241.SZ,0,0,0,0,0,0,0.4661942817102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302476971134119,0,0.201732564896048,0.303697062872413,0,-0.39982248362911,0,0,0,0,0.174283019959925,0.197313451569575,-0.148843568813303,0,0.0288858870325663,0,0.215065640202004,0,0,-0.0590414297561648,0,0,-0.128033177497776,0,0.00832401931291263,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.100182096510923,0,0,0.304934336317622,0.0132783003911787,0,0,0,0,0.0495793463117916,0,0,0,0,0,0,0.160998165264462,0,0,0.0233542353098084,0,0.0500549930293068,0,-0.105619711496042,0.137618925867392,0,0,0,0,0.0748528259217246,0,0,0,8.67361737988404e-19,0.393417132630309,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0680893027308725,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0505929151371202,0,0,0,0,0,0.252568130991646,0,0,0,0,0,0.011831807070711,0,0,0,0,0,0,0,0,0,0.00289025354050961,0,0.0467592969898111,0,0.0722860037523751,0,0,3.46944695195361e-18,0,0,0.0576741251623969,0,-0.0592195422198622,0,0.324934038634885,0,0.0390307745792384,0,0,0,0,0,0,0.00954244851900015,-0.0471152422200276,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0595226352398897,0,0,0,0,0.228493923872879,0,0,0.107132155096183,0.0119171888497734,0,0,0,0,-4.33680868994202e-19,0,0.10129420503469,0,0.198554415609135,0,0,0,0,0.00223171763957163,0,0,0,0,0.088978904214412,0,-0.163871499478952,0,-0.00248603751238011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0.124171656352383,0,0,0,0,0,0.0392806810301078,5.52582570361448e-05,0.0442747114790758,0,0,0,0,0,0,-0.0880952328481761,0.341758910254303,0,0,0.191893498977238,0,0,0.121452175412124,0,0,0,0,-0.12193263663229,0,0,0.0640720310774714,-0.0442318448100332,0,0,0,0,0,0,0,0,0,-0.0769665825599282,5.42101086242752e-20,0.025589884013384,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.163855332790833,0,0,0,0,0,0.10737227925836,0.00489713124654361,0.0323661238378366,0,0,0.0457402484185579,0,0,0,0,0,0,0,0,0,0.122066465354942,0,0,0,0,0,0,0,-6.93889390390723e-18,0.224915024931217,0,0,0,0.178194803340496,0,0,0,0.139721463611911,0,0,0,-0.0343874730650265,0,0,0,-0.141286334474076,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109429100782461,0,0,0,0,-0.0982286416968691,0,0,0,0,0,0,0.120680235781673,0,0,0,0.0771310370255161,0.151814579791224,0.34954299746847,0,0,0,0,0,0,0.258761136753501,0,0,0,0.0186468821298508,0,0,0,0.0495487645527226,0,0
X000625.SZ,0,0,0,-0.21269950927448,0,0,0,0,0,0.399595260931888,0,0,0,0,0,0,0,0,0,0,-0.0835618859783011,0,0,0,0,0,0,0,-0.050655201741919,0,0,0,0,0,0.0673759767287343,0,0,0,0,0.0255359445363698,0,0.209157233178316,0.237744450379567,0,0,0,0,0.201294673054061,0,0,0,0.0380018636106422,0,0,0,0,0,0,0
X000596.SZ,0,0.15795085234391,0.0593519545955252,0,0.342470387128651,0,0,0,0.000142766499427632,0,0,0,0,0,0,0,0,0,0,0,-0.0349205191824125,0,0.124102214039489,0,0,0,0.0813681810619448,0,0,0,0,-0.128920744513329,0,0,0,0,0,0.181218066048066,0,0.0643024586626831,0,0,0,0,0,0,0,0,0,0,0,-0.0166973259827502,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0.112853411622146,0,0,0,0,0.338737135711166,0,0,-0.108360492855259,0,0,0,0,0,0,0,0,0,0,0,0,0.18519624121687,0,0,0.180216863608651,0,0,0,0,0,0,0,0,0,0,0.224366957410587,0,0,0,0,0,-0.344289596757835,-0.124707332207286,0,-0.185945955734954,0.215881142406183,0,0,0,-0.0161110843769536,0,0
