,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X002129.SZ,X000063.SZ,X000596.SZ,X600031.SH,X003816.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X000661.SZ,X600702.SH,X002180.SZ,X002236.SZ,X600584.SH,X601877.SH,X600522.SH,X300142.SZ,X000157.SZ,X002074.SZ,X600741.SH,X600460.SH,X000977.SZ,X000733.SZ,X300003.SZ,X600183.SH,X000799.SZ,X002463.SZ,X002414.SZ,X600884.SH,X000066.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.162452876226208,0,0,0.0508382355506909,0,0.0515152443958956,0,0,0.0169562730382514,0,0,0.093295070693447,0,0,0,0,0.0167161546831945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643241786294923,0,0,0,0,0,0,-0.0264236592535989,0.0606195975202069,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.59557832156024,0,0,0.147258341112819,0,0,0,0,0.0369004351453004,0,0,0,0,0,0.124046529300652,0,0,0.029330442309868,0,0,0,-0.0236428495405453,0,-3.46944695195361e-18,0,0.0539336513027945,0,0,0,0,0,0,0,0,0,0.0781261377310096,0,0,0,0,0,0,0,0.00100450549553419,0,-0.0264871179031716,0,0,0,0,0,0,0
X002415.SZ,0,0.0477112140710442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131380886820861,0.106046384251402,0,0,-0.0114077745334632,0.0835878935659822,0,0.126196953877627,0,0,-0.105936725219976,0,0.076177387350263,0.315721834394251,0,0,-0.187528609321129,0,-0.00842269261960685,0,0,0,0.122763644619772,0,0,-0.0139160899534653,0,0,0,0,0,0,0,0,0.00582142303913412,0,0,0,0,0,0
X000568.SZ,0,0.463233194434865,0.00504939225178779,0,0,0,0.245496273267868,0.050193728024675,0,0,0,0,0,0,0,0,0,0,0,0.160387232393115,0,0,0,0,0,0,0,0,0,0,0,0,-0.131854170055572,0,-0.0666554707275078,0,0,0,0,0,0,-0.105795429816199,0,0.249339215406367,0,0,0,0,-0.0973048548307343,0,0,0,0.0168041018811979,0,0,0,0,0,0
X600809.SH,0,0.0697783688253151,0,0,0,0.0406261126119964,0.00401832539719282,0,0,0,0,0,0,0,0.0398294014371492,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.125457628289312,0,0,0,0,0,0,-0.0272372660923095,-0.0934262975043388,0,0,0.281090773886266,0,0,0,-0.102320518669001,0,0,0.00397259963300671,0.00978680931069029,0,0,0,0,0,0
X600276.SH,0,0.0451995047406441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0964044990673954,0.0175934527446687,0,0,0,0,0,0.0450571093841704,0.0676202393370028,0,0,0.0803705084171424,0,0.00396693111051392,0,0,0,0,0,0,0,0.376110455653944,0,0,0.0186484099186505,0,0,0,0,0,-0.0272990006760842,-0.0142329334897439,0,0,0,0,0,0
X002304.SZ,0,0.375282064652482,0,0.267165771359144,0,0.0275801589686372,0,0,-0.0118243521785637,0,0,0,0,0,0,0.251407670065487,0.013924352108368,0,0,-0.00994498256190925,0,0,0,0,0.00546420686955517,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495407497198303,0,0,0,-0.0479233773458381,-0.0526175797376761,0,0,-0.00526590183387521,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0300213990718879,0,0,0,0,0,0.231376331945136,0.118739947358147,0,0,-0.046672480520568,0,0,0.141337123098712,0,0,0,0,0,0,0,0,0,0,0,0,0.0408435734995123,0,-0.0556630809384967,0,0,0,0,0,0,0.0576356709419329,0,0.0037329910341595,0,0.0674680436280556,0,0.0066109782614461,0,0,0,0,0,0,0,0.00850922043232444,0,0,0,0,0,0
X002475.SZ,0,0,0.107169222917538,0,0,0,0,0,0,0,0.218149759941307,0,0,0,-0.0949951486674832,0,0,0,0.342638267078948,0,0,0,0,0,0,0,0,0.105420057904774,0,0,0,0,0,0.0607090824923157,0.176873641710674,0,0,0.194380118470386,0,0,-0.0379577996839555,0,0,0,0,0,0,0,0,0.244241099466924,0.452641415580053,0,-0.0370097464898612,0,0,0,0,0,0
X000651.SZ,0,0.133045142152491,0,0,0,0,0.0674504444367638,0.290582276185646,0,0,0,0,0,-0.0261756600844599,0,0,0,0,0,0,0.127675277580876,0.0133763428503109,0.0160493257664061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.059183509582231,0,0,0,0,0,0,0,-0.00155161894830371,0,0,0,0,0,0,0
