,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X300124.SZ,X002304.SZ,X600104.SH,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X002241.SZ,X600703.SH,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600741.SH,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X600183.SH,X002463.SZ,X002028.SZ,X002007.SZ,X000800.SZ,X002074.SZ,X600460.SH,X300142.SZ,X002294.SZ,X601799.SH,X002223.SZ,X600418.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.192668179557031,0,0,0.0833589277332194,0.302954706747659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272331033447384,0,0,0.0125552481553616,0,0,0,0,0,0.0582059684706217,0,0,-0.0470442935502276,0,0,0,0,0.0297337908492341,0,0
X000858.SZ,0.151579604995046,0,0,0,0.0651802297952736,0.314009091857918,0,0.0628062774564352,0,0,0,0.0606237431067471,0,-0.0518269338719148,0,0,0,0,0,0,0,-0.00165435477171171,0.0334335301761609,0,0,0,0,0.0939561154529796,0,0.0097589600477421,0,0,0,0,0,0,0.0350022151112312,0,0,0,0,0,0,0,0.057367685916374,0,0,0,0,0,0,-0.00349176786985883,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.160177523753204,0,0,0,0,0,-0.258604972129271,0.127392592816314,0.0282927017459804,0,0,0,0,0,0,0,0.397921368405569,0,0.101811983626936,0,0,0.10534542167233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313025501008052,0,0,0,0,0,0,0,0,0,0,0.0666244740357223,0,0.0269726510213211,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.118152181795103,0,0,0,0,0,0.00711900363037387,0,0,0.121983627297333,0,0,0,0,0,0,0,0,0,0,0,0,0.134584344826191,0,0,0,0,-0.0389553932211186,0,0,0,0,0,0.0610283634890239,0,0,0,0.00134040950760322,0.144740001402934,0,0.0831390094909704,0.0157971171261395,0,0,0.016440836950776,-0.019988848514965,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.493290091655849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331030195385341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350499315930658,0,-0.0292621510643711,0,0.0803998466882324,0,0,-0.0572958121118915,0,0,0,0,0,0,0,0,0,-0.0292058246241859,0.0200579667637072,0,0,0,0,0,0
X000568.SZ,0,0.553720113843247,0,0,0.441775606905974,0,0,0,0,0,0.0535520803101833,0,0,0,0,-0.080823984792756,0.0675660717239498,0,0,0,0,-0.0233407451022295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903294426628499,0,0,0,0,0,0,0.0463853737941836,0,-0.0497923703457157,0,-0.0392358487924959,0,0,0.0132158334769949,-0.0131637639497664,0,0,0,-0.00447969818839148,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763769049905145,0.0429800796860036,0,0,0,0.252665051738935,0,0,0,0,0,0,0,0,0.0358902572210943,-0.132802754398788,0,0.110004604012751,0.147262497328723,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0180149624594181,0,0.0972187639948461,0,0,-0.0273140747423805,0,-0.0593390660645913,0,0,0,0,0
X600690.SH,0,0,0,0.0343893015718143,0,0.237437486446997,0,0,0.0843653799787831,0,0,0,-0.0195858796004373,0,0,0,0.0885457879818442,-0.0121462301819405,0,0,0.100567256647333,-0.0251988358947673,0,0,0,0,0,0,-1.73472347597681e-18,0.0645881281543866,0,0,0,0,0,0,0,-0.0138366206497973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183002748347789,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.48946588598895,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.170702757579681,0,0,0,0,0,0.0422317873136322,0,0,0,0.119950081086577,0,0.144234180688848,0,0,0,0,0.18031352890338,0,0.0100367828564904,0,0,0.107312401069485,0,0.124484173887773,0,0,0,0,0.0923522821773876,-0.166313863035719,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0358782954276027,0,0,0,0,0,0,0,0.0824800198020233,0,0,0.0996874183929417,0,0,0,0,0,0,0,-0.107941614144989,0,0,0,0,0,0,0,0,0,-0.0114379049779487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443814302604925,0,-0.0128167261625825,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.237730099803088,0.0882412379874464,0,0,0,0,0,0.0905319043969833,0,0,0,0,0,0,0,-0.263208022953273,0,0,0,0.0310646423790779,0,0,0,0.0894308236142392,-0.0601930049964187,0.00256247600337683,0,0,0.033332523659063,0,0,0,0,0,0,0,-0.0207253266282519,-0.0770392143308806,0,0.322080699687644,0,0,0,0,0,0,-1.0842021724855e-19,0.0134373504709487,0,0,0,0,0,0
