,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X600703.SH,X600089.SH,X000100.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X000977.SZ,X000157.SZ,X601877.SH,X600584.SH,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X601799.SH,X000800.SZ,X002007.SZ,X002028.SZ,X300142.SZ,X002463.SZ,X300003.SZ,X600487.SH,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.393182325097124,-3.46944695195361e-18,0,0,0.0296465168881611,0,0,0,0.0291555491714672,0,0,-0.00798140048315672,0,0,0,0,0.0199913097115472,0,0,0,0.0162838767228947,0,0,-5.42101086242752e-20,0,0,0,-0.00694850175370411,0,0,0,0,0,0,0,0,0,0.126189494948031,0,0,0,0,0,0,0,-0.0429808424829835,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.141990235320189,0,0.426450509164615,0,0,0,0,0,0,0.20662047652336,0,0,-0.040134746966446,0,0,0,0,0,0,0,0,0,0,0,-0.00912757053339237,0,0,0,0,0,0,-0.00865742064805061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104614573884712,0,0,0,0.139039336096921,0,-0.0203249644976056,0.0571074673152679,0,0,0,0,0,0
X000568.SZ,0,0.612342083484021,0,0,0,0.0822883275030484,0,0,0,0,0,0,0,0,0,0.286513932644638,0.0887076405085696,0,0,0,0,0,0,0,0,0,0,0,-0.00986261217542394,0,0.0015320231015176,0,0,0,0,0,0,0,0.0968337249746243,0,0,-0.0499243243244438,0,0,-0.231464724877891,0,0,0,0,0,0,0,0.00761378187991058,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.377012147215734,0,0.0241540484172837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205042163948446,0,0,0,0.40626993236498,0,0.00932670927225426,0,0,0,0,0,-0.257310052956417,0,0,0,0.0542615289426467,-0.125033591761176,0,-0.0706916382574151,0,0,-0.0801523790568526,0,0,0.0347835621499125,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0.0194035768544713,0.0501548417552977,0,0,-0.0930420396197624,0,0,0,0,0,-0.148802277680992,0,0,0,0.0432084594463661,0.0390624530912913,0.0915091050019041,0,0.040121918410752,0.0278214927240799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270715345055212,0,0,0,0,0,0,0,0,0,0.0662275793244875,0.0967849556944028,0,0,0.0358764152357368,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0845894675780325,0,-0.0633168086950448,0,0,0,0.0622317525420013,0,0,0,-0.0896805961689628,-0.242762551162361,0,0,0,0,0,-0.0619770097997841,-0.523904215069668,0,0,0,-0.214839106672472,-0.0314942386979459,0.606269081345872,0.130836516041966,0,0,0,0,0,0,0,-0.0997825168583283,0,0,0,0,0,0,0,0,0.0713611151490298,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.13271397222316,0,0,0,0,0,0,0,0,0,-0.0207912131209892,0,0,0.142350376674734,0.112801020725946,0,0,0,0.0327865375361423,0,0,0,0,0,0.338573001970258,0.510132783000672,0,0,0,0,0,0.0235721804444317,0,0,0,0,-0.0458689688252625,0,0,0,0,0.0384960953637252,-0.0582900044601398,0,0,0,0,0,0
X600690.SH,0,0.100736770015147,0,0,0,0,0.0220528475486094,0,0,0.105287996897494,0,0,0,0,0,0,0.0684363283423011,0,0.154531289700995,0,0,0.101129403218663,0,0.00638732838050739,0,0,0,0,0,0,0,0.0329229672607174,0,0,0,0,0,0,0.043007095048526,0,0,0,0,0,0,0.0172732251283481,0,0,-0.0666317213887104,0,0,-5.42101086242752e-20,0.00251344795937995,0,0,0,0,0,0
X002304.SZ,0,0.397441897517947,0.215363132653678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201763236535185,0,0,0,0,0,0,0,0,0,-0.0246648356856082,0,0,0,0.0125415176480869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903812068560509,0,0,0,0,-0.0163657468240813,-4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0.109175286232639,0,0,-1.73472347597681e-18,0,0,0.0832365490792819,0.25492760884477,0,0,0,0,0,0,0,0,0,0.132244084875224,0,0,0,0.031065818606003,0,0,0,0,0,0,-0.0898221497415562,0,0,-0.00676737799637434,0,0,0,0,0,0,0,0,0,0.0104579202430739,0,0,0,0,-0.00771739082527708,0,0,0,0,0,0.0257968833925728,0,0,0,0,0,0
