,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002371.SZ,X003816.SZ,X002129.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X000596.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X601877.SH,X600089.SH,X000100.SZ,X000661.SZ,X600460.SH,X600741.SH,X002180.SZ,X600884.SH,X000733.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600702.SH,X000799.SZ,X002236.SZ,X600563.SH,X600584.SH,X600779.SH,X002008.SZ,X000800.SZ,X002414.SZ,X000977.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0180053183444131,0,0,0.319825685528296,0,0.253205304990086,0,0.169441460648191,0,0,0,-0.0242018942131716,0,0,0,0.0206551081889865,0,0,0,0.0271947401630966,0,0,0,0,0,0,0,0,0,-0.0495769053215212,0,0,0,0,0,0.0829052610853279,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312463841565593,-0.00542031642573889,-0.025618791830933,0,0,0,-0.0343013773228003,0,0
X000858.SZ,0,0,0,0.0319261342997646,0.1761384001738,0,0.259471016184602,0,0.100557744393668,0,0,0,0,0,0,0,0,0,0,0,0,0.0191198006141417,0,0,0,0.03313397528128,0,0,0,0,0,0,0,0,0,0.0402541702199967,0,0,0.0543454837765687,0.103167366507534,0,0,0,0,0,0,0,0,0.0324289572273468,0,0,-0.00539179709285998,0.00969460764323954,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0824135820717694,0,0,0,0.082428796590159,0.0245509137065605,0,0,0,0.0581013043810033,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455158437668709,0,0,0,0.0240032348619929,0,0.10115737934608,0.0594315559660665,0,0,0,0,0,0,0.0266610938443179,0,0,0,0,0,0,0,0.198624258950245,0,0,0,0.00444571855019407,0,0,0,0.0213265116634306,0,0
X600809.SH,0,0.229683681519912,0,0,0.39223601972422,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0159529041541492,0,0,0,0,0,0,0,0.092635027881481,0,0,0,0.0824660716347481,-0.18510502589687,0,0,0,0,0,0,0,0,0,0,0.134152644916187,0.072366624296313,0,0,0,0,0,0,0,0,0,0,0.0255184002376804,-0.0101715453048219,0,0,0,0,0,0
X000568.SZ,0.290224633583588,0.205277970584039,0,0.0166840208877328,0,0,0,0,0,0,0,0,0.0233455031499497,0,0,0.0688062243193931,0,0,0,0.0495489437068367,0,0.0547982342412332,0,0.167849202465049,0,0,0.0057018517165332,0,0,0,0,0,0,0,0,0.0162269696204443,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.00378532791015878,0.0442861930639263,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0688475724283315,0.0452894474751516,0,0.205676196371751,0,0,0,0,0,0,0,0,0,0,0,0,0.101327349592688,0.0694981496774261,0.195998854996164,0,0,-0.0469311778906878,0,0.0446455612732688,0,0,0,0.143788138029376,0,0,0,0,0,0.00964101147181473,0,-0.025752515303795,0,0,0,0,0,0,0,0,0,0,0,0,0.00984527051356779,-0.031626638304438,0,0,0,-0.0177755418199432,0,0
X600690.SH,0,0.18720938791474,0,0,0,0.141263353010758,0,0,0,0,0,0,0,0,0.126340257422863,0,0,0,0,0.0231688339884028,0,-0.0389171047290148,0,0.176864486051292,0,0,0,0,0,0,0,0.00793919597699064,0,0,-6.93889390390723e-18,0,0.0841212800175505,0,0.0373570555713008,0.0303698183964812,0,0,0,0,0,0.130473153259499,0,0,0,0,0,0,-0.0166480318968626,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.0687785269775033,0.140747485254548,0,0,0,0,0,0,0,0.0743118057613649,0,0,0.224908815734782,-6.93889390390723e-18,0,0.021794324915199,0.441152379561527,0,0,0,0,0,0,0,0,-0.169218175592732,0,-0.00385146994506812,-0.0355795653336867,0,0,0,0,0.105394580560199,-0.169891759145102,-0.0610325505258408,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401955176333269,0,0,0,0,1.73472347597681e-18,0,0
X002304.SZ,0.221492127248416,0,0,0,0,0,0,0,0,0,0,0,0,0.180960861918692,0,-0.0971878757373858,0,0,0,0,0,0,0,0.263204432891774,0,0,0,0,0,0,0,0,0.247160079377205,0,0,0,0,0,0,0.184521012944286,0.0263882504742801,0,0,0,0,0,0,0,0,0,0,-0.00872253166090528,0,0,0,0,0.00194866852454042,0,0
X600104.SH,0.0308239653886964,0,0.00953715714751522,0,0,0,0,0,0.0372343558807252,0,0.0523603072210232,0.0851976228401805,0,0,0,0,0.144128861166411,0,0,0,0,0.000949421402719687,0,0,0,0.142224932592507,0,0,0,0,0,0,0,0,0,0,0,0.10032969362705,0,0,0,0,0.0382180787739573,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.0104249854070127,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0325453604281046,0,0,0,0.0639645138516388,0,0,0,0,0.0552248619268454,0.175670544143641,0,0.121763212184452,0,0,0,0,0.0138224892134892,0,0.0423080711548969,0,0,0,0,0,0.198405622459102,0,0,0.0349897972620756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305459045635126,0,0,0,-0.0347873528687392,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048216313542171,0.021698587209457,0,0,0,0.199465358930065,0,0,0,0,0.197875369101583,0,0,0,0.298434535620022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917865206160831,0,0,0,-0.0186000132345635,0.0174792344164211,0,0,0,0.0164469432617833,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0690376802763058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692643667905849,0,0,0.00493275560201966,0,0,0,0.200266282840928,0,0,0,0,0,0,0,0.68233127425717,0.0184952154312389,0.151150723182501,0,0,0,0,0,0,0,-0.161471687693957,0,0,0,-0.0364097722593052,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.0234064602995247,0,0,0.0294606218551657,0,0,0,0.296723610840619,0.134362038175918,0,0,0,0,0,0.0567441451799605,0.100246718081668,0,-0.108580341383193,0,0,0,0,0,-0.265517916411025,0.159800958012216,0,0,0,0,0,0,0,0,0.268463862743828,0,0,0.0486757928015223,0,0,0,0.295600216053697,0,0,0,0.0446796147376122,-0.104207172366508,0,0,0,0,0,0
