,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X000625.SZ,X002304.SZ,X002371.SZ,X000725.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X002463.SZ,X002049.SZ,X000977.SZ,X600372.SH,X600741.SH,X002129.SZ,X000661.SZ,X600522.SH,X600584.SH,X002028.SZ,X601877.SH,X601799.SH,X600066.SH,X600183.SH,X000800.SZ,X000921.SZ,X002156.SZ,X002007.SZ,X600418.SH,X002180.SZ,X002074.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.102185921316059,0.0537395229879599,0.0632747995812433,0,0,0.166469009735586,0,0,0,0,0.409827764134948,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675038507982114,0,0,-8.67361737988404e-19,0,-0.00683235345420296,0,0,0,0.0772280664812625,0,0,0,0,0,0,0,-0.00434750598637932,0,0,0,-0.00985967992496907,0.0153152218728781,0,0,0,0,0,0
X000858.SZ,0.112952885511774,0,0.0267361609961617,0.0761876451209566,0.0392498907045941,0.432329739849839,0,0,0,0,0,0,0,0.0179578744431328,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696449101489471,0,0,0,0,0,0,-0.0502863901378341,-0.00335211352049303,0,-0.0345379122670412,0.0679330634091712,0,-0.0133949429675513,0,0,0,0.0532902400428423,-0.0187896869497381,0.0244323403929523,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.06425926605985,0,0,0,0,0.139441010219943,0,0.0820238487458305,0,0,0,0,0,0,0,0,0,-0.0213079435196398,0,0,0,0.154971190409009,0,0,0,0,0,0,-0.0190619310730133,0,0,0.0474824986985004,0,0,0,0,0,0,-0.0370753414780416,0,0,0,0.122606226725791,0,1.0842021724855e-19,0,-0.0212649489630944,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,-0.0342035867621658,0.430295964702948,0,0,0,0.069494713837966,0.0965045574850673,0,0,0,0,0,0,0,0.213083820731362,0,0,0.133653141178039,0,0,0,0,0,0,0,0,0,0.141266946658363,0,0,0,0,0,0,0,0,0,-0.0397763790066975,0,0,-0.116364151647102,0,-0.0633692504783706,0,0,0,0,-0.0144193508484878,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0241950021342484,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.189010091909293,0,0,0.0452564892890615,0.0148659678137929,-0.0366039527690373,0,0,0,0,0,0.47165743739339,0.0561040467704635,0.132958560497751,0,0,0.0474655881655747,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.022096830268456,0.00405821499761429,0,0,0,0,0,0,0
X000568.SZ,0,0.739338473678211,0,0.0154733082889389,0,0,0,0,0,-0.0554290671636115,0,0,0,0.150443751490496,0,0,0,0,0.00743145684995024,0,0.123331659445327,0,0,-0.0829739526529908,0,0,0,0,0,0,0,0,0,0.0195621804430316,0,0,0,0,0,0,0,0,0,-0.0261483462743719,0,0,0,0,0,0,0,0,0.0175937873485686,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.143712790405415,0,0,0,0,-0.0019833808292019,0.201560127644312,0,0,0,0,0,0.199202879143558,0,-0.0234007760531833,0,0,0,0,6.93889390390723e-18,0,-0.0665753773608512,0,0,0,0,0.0621750122060113,0,0,0,0,0,0,0,-0.0616329076973989,0,0.185631953494291,0.0564335566397474,0,4.33680868994202e-19,0,0,-0.00200108596391876,0,-0.022212590935099,0.0301462180114727,-0.0465039563444305,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.289189924229111,0,0,0,0.169617331798012,0,0,0,0,0,0,0,0.0860622750704424,0,0,0,0,0,0,0,0,0,-0.0444019951477595,-0.339798975742324,0.254369946745568,0,0.0566009082132319,0,0,0,0,0,0,0.0578060034308213,0,0.0747558358502232,0,0.139676036547175,-0.17982847410528,-0.119985698260632,-0.0174037091543831,0.212493120973272,0,0,0,0.105652582279513,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.162995489313599,0.103166420144232,0,0.172022281700534,0,0,0,0,0,0,0,-0.0633157370526694,0,0,0,0,0,0,0,0,0.0485931020462508,-0.0641386040343669,0,0,0.602605533147685,0,0,-0.0539759582643926,0,0,0,0,0,0.0366170003826456,0,0.00214836309235571,0,0,0,0,0,0.161154736815744,0,0,0,0,-0.197125057141055,0,-0.0273860832501465,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160069357605246,0,0.122282809483508,0,0,0,-0.279856249510015,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190399303100451,0.293016510892863,0,0,0.245506668374963,0,0,-0.162369906459045,0.0239738238246778,0.0380696202993342,0,0.0314334161745626,-0.0479868856232783,0,0,0,0,0,0,0
