,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X600703.SH,X600741.SH,X000100.SZ,X002371.SZ,X000625.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X601877.SH,X002236.SZ,X600584.SH,X002179.SZ,X002049.SZ,X000157.SZ,X600183.SH,X002414.SZ,X000800.SZ,X601799.SH,X300003.SZ,X300136.SZ,X000066.SZ,X002008.SZ,X002456.SZ,X000977.SZ,X300146.SZ,X002185.SZ,X002508.SZ,X600779.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.287312040384289,0,-0.0886439856729126,0.0751141446356192,0,0.0038817911505437,0,0,0,0.306181132421326,0,0,0,0,0,0,0,0,0,0,0,0,0.0245319521004611,0,0,0,0.0319394537673775,-0.0644649411847743,0,0,0,0,0.0545364045763972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209431998620276,0,0,0.0728864800787429,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0759410155894411,0,0.140397923521425,0,0.00562245229747311,0,0,0,0,0,0,0,0,-0.138243865729444,0.0928575222276314,0.108638697425375,0.0225874818757164,0,0,-0.000480180001333016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692912441914262,0,0,0,0.154370434519645,0,0,-0.0144128091097915,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.24074178959536,0,0,0,0,0,0,0,-0.0824599379770726,0,0,0,0,0,0,-0.00894385855473621,0,0.01429850630765,0,0,0.120943055780257,0,0,0,0,-0.0167328834087581,0.0736996062192607,0,0,0,0.0729485759547107,0,0,0,0,0.0359617293407751,0,0,0,0,0,0,0.00191917441410984,0,0,0,-0.0341639414941775,0,0
X002415.SZ,0,0,0,0,0.283016728716535,0,0,0,0,0,0,0.0629891283917712,0,0,0,0,0,0,-0.0950816636735891,0,0,0,0,0,0.0618978584520393,0,0,0,-0.0263593162142329,0,0.103657691589539,0,0.016423271382212,0,0,0,0,0,0,0,0.0050440762388546,0,0,0,0,0,-0.0335790658948566,0,0,0,0,-0.0073938405273728,-0.00704964991396913,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0308848255725863,0,0,0,0,0.0381246869057326,0,0.519952688251289,0,0,0,0,0,0,0,0,0.0487481523861626,0,0,0,0,0,0.0390400758878564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015251047201886,0,0,0,0,0,0.0910290150107061,0,0.0508805196620904,-0.0555465761170312,0,0,0,0.0478836176837512,0,0
X000651.SZ,0,0,0,0,0,0,0.0216195191652511,0,0,0,0,0,0,0,0,0,-0.0665000975947787,0,0,0,0,0,-2.16840434497101e-19,0,0,0.118993768560522,0,0.0629567682667513,0,0,0.10136926981889,0,0.0575259765042222,0,0.0133191184561675,0,0.0107932710824611,0,0,0.0107408038103644,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0185830342908377,0,0,0,0,-0.0115552115478441,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.111325217222718,-0.110845730640719,0,0,0,0,0,0,0,0.178677250247653,0,-0.0359492482228455,0.170463529054499,0.191369007307152,-0.028237402323702,0.0682635136249646,0.0310289628938322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00818526938945399,0,0,0,0,-0.0659449223036736,0,0
X000568.SZ,0,0.191561553137157,0,0,0,0,0,0,0.364309380051482,0,0,0,0,0,0.183621226904773,0,-0.00954224128996131,0.0771438934252299,0,0,1.73472347597681e-18,0,0,0,0,-0.0943375102903596,0,0,0,0,-0.147872303216471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18834133046291,0,0,0.160371805495215,0,-0.232344106705467,0,0,0,0,0,0.00705216769432456,0,0
X002304.SZ,0,0.0845168247935073,0,0,0,0,0,0.232616710545308,0,0,0,0,0,0,0,0,0,0,-0.120635229677673,0.290132503688241,0,0,0,0,0,0,-0.0541958977754707,-0.000950345240587715,0,0,0,0,0,0,0,-0.00554910662978644,0,-0.0017162785532765,0.0456724990676233,0,0,0,0,0,0,0.0879463144326803,0,0,0.0846015400446564,0,0,0.0101910376721119,0,0,0,0,-0.0171527214938369,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0568327992571124,0,0,0,0,0,0.245922347411875,0,0.299687457564731,0.0678883407573538,0,0,0,0,0,0,0,0.101742210272294,0,0,0,0,0,0,0,0,0,0,0,-0.182141771800104,0,0,0,0,0,0,0,0,0.0981935780965752,-0.000435839485045136,0,0.0484662467271792,0,0,0,0,0.00196370458985538,0,0
X600809.SH,0.149986279450325,0,0,0.00790258172770543,0,0,0,0.313215678768373,0.0379643642371742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117101842725612,0,0,-8.67361737988404e-19,0,0.0506890410947271,0,0,-0.208926170514348,0,0,0.174863161574345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370531328764241,0,0,0,0.027471901786638,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00762534929902957,0.108160058654519,0,0,0,0,0,0.144130491412127,0,0.256378065404442,-0.0440123761503325,0,0,0,0,0.0350249027605363,0,0,0,0,0,0,0,0,0,0,0,0,0.0217738385544635,0,0,0,0,0,0,-0.0685437256333992,0,0,-0.0160243325451225,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-0.165417279177898,0,0,0.0410877932125035,0,0,0,0,0,0.143208230759493,0,0,0,0.478796561843355,0.0872323925825348,0,0,0,0.0919405980753926,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.246762304475046,0,0,0,0,0,0,0,-2.16840434497101e-19,0.00847005433691585,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.136656908292166,0,0.0398158354782895,0,0.0381535299159328,0,0,0,0,0.0846290440395595,-0.112433913195324,0.00411155859191373,-0.0666327772592605,0,0,0,0.105812166226279,0,0,0,0.104588704788194,0,0,0,0,0,0.0450812418917747,0,-0.0263173368294618,6.93889390390723e-18,0,0,0,0,0.0168110675007774,0,0.206189424688004,0,0,0.0819086255297402,0,0.0588257306695191,0,0,0,0,0.0428075664683971,0,0
X002241.SZ,0,0,0,0,0.460577347756661,0,0,0.315016145793876,0,0,0,0.033151153603503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241009737533982,0,0,0,0,0,0,-0.0515723255398202,0,0,0,0,0.245397867447939,0,0,0,0,0,0,0,0,0,0,0,-0.108785202401997,0,-0.0342154035238897,-0.0169258652022822,0,0,0,-0.0452633213183618,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,-0.00144600949237973,0,0.0127842167257626,0.0623494651368029,0,0,0,0,0,0.0779401137349921,0,0.0290912287861814,0,0,0.0238398975273767,0,-0.014682402168999,-0.0334590987913364,0,0,0,0,-0.0609433989983356,-0.010343194394177,0,0,0,0,0,0,0,0,0,0,0,0.0618412236917931,0,0,0,0.145712021417923,0,0.0129559472155639,0,0,0,0,0.00751104645290526,0,0
X000661.SZ,0,0,0,0,0,0,0,0.0515204302555582,0,0,0,-0.0480709635377683,0,0,0,0,0,0,0,-0.105504186708845,0,-0.662065278195825,6.93889390390723e-18,0,0.418651980208934,0,0,0.534548875436322,0.0319638810275492,-0.248551782443939,0,0,0,0,0,0,0.136042298935749,0.0815782041533373,0,0,0,0,0,0,0,0,0,0.101717438816132,0,0,0,0,0.0888732473353511,0,0,0,0.0542771988353126,0,0
X300124.SZ,0,0,0,0,0.0869125568201463,0,0,0,0,0,0,0.0168713036144358,0,0,0,0,0,0,0,0.100318866307806,0.102903489001448,0,0,-0.036096143128177,0.020121444234436,0,0.05408107367894,0,0.0537219684218595,0,0.0215879583203471,0,0,0,0,0,0.104497662018129,0,0.134757879172486,0,0,0,0,0,0,0,0,0.209834837489601,-0.164546647538068,0.172443473359728,0,0,-0.0296710586968644,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0263616245746517,0.0519739020386577,0,0,0.0518488356760881,0,0,0,0,0,0,0,0.00182203528646816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371687844306399,-0.064208450222873,0,0,0,0.0229557676567809,0,-0.0654576016416501,0,0,0.249148910025653,0,0,0,0,0.234903316112424,0,0,0,-0.00731778148150806,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0.17889983214368,0,0,-0.19155115686454,0.254824504395461,0,0,0,0.00473978548112791,0,0,0,0,0,0,0,0,0,0,0,0.250928153483407,0,0,0,0.136496640522014,0,0,0,0.292037543916463,0,0,0,0,0,0,0,0,0,0,0.0742695485718596,0,0,0,-0.125208555300547,0.0930354562728032,0,0,0.021170066308151,0,0,0,0,0.0265797045186797,0,0
X000596.SZ,0,0.137924434235258,0,0,0,0,0,0.19380433096065,0,0,0.23432607329921,0.0743722866060168,0,0,0,0,0,0.15610236697752,0,0.199209579807194,0,0,0,-0.212765309502796,0,0,0,0,0,0.203940835667502,0,-0.0720734591378804,0,0,0,0,0,0,0,0,0,0,0,0.0556935729662892,0,0,0,0,0.0553773815201997,0.0663823905841239,0,0.0639779148215334,0,0,0,0,0.0553825849961537,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128766294223643,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.201059108065093,0,-0.00597620753889413,0.222057528284118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467210383441974,0,0.0681304936215899,0,0.051826563335527,0.209347613543246,-0.0175751268795214,0.0254896022401661,0,0,0,0,0,0,0,0.0590706346032534,0,0
X600741.SH,0,0,0,0,0,0,0,-0.0664132640127519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12188853708189,0,0.214074882104703,0,0,0,0.0902200025935863,0,0,0,0.0478404633440522,0,0,0,0,0,0,0,0.06488700606754,0,0,0,0.152913135019949,0,0.174850056056918,0,0,0,0.00311676757747965,0.00474514773132971,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.100005076307934,0.113516336126615,0.335088196374859,0,0.0124975118137378,0,0,0,0,0,0,0,0.0191518591892717,0,0.0698889466336603,0,0,0,0.00698911726056791,0.112716971530379,0,0.0416798406243024,0,0.0414158366822718,0,0,0,0.0667663394813287,0,0,0,0,0.0584402456441161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358036440229516,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131801780546552,0.149071058770598,0,0.0532660539391971,0,0,0,0,0,0,0.0501395363483312,0,0,0,0,0.256237840806816,0,0.244088093917903,0,0,0,0,0,0,0,0,0,0.133879517967991,0,0,0,0,0.277104176076732,0,0,-0.0317347354474784,0,0,0,0,-0.0514289800021894,0,0
X000625.SZ,0,0,0,0,0,0,0.281496344768181,0,0,0,0,-0.0240538455674091,0,0,0.0953661362540197,0,0,0,0,0,0,0,0.200944521711434,0,0,0,0.00191669336000178,0.249980100528578,0.0420953289260093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0756316378976306,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.00272413137677985,0,0
X002007.SZ,0,0,0,0,0,0,0,0,-0.278624153706843,0,0.220933313963784,0,0,0,0,0,0,-0.0195757006471244,-0.00922337834989376,0,0,0,0,0,0,0,0,0.172423724970231,0,0,0,0,0,0,0,0,0,0,-0.0476969979926836,0.274667994244394,0.0929717589422106,0,0,0,0.479826009775732,0.350882764486784,0,0,0,0.149747459031995,0,0.00957862290262059,0,0,0,0,0.0185732850151165,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196178302467725,0,0,0,0,0,0,0,0,0.332381677840994,0.297653025049626,0,0.0636380854308369,0,0,0.560930890169691,0,0,0,0,0,0,0.106148333966089,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822105447909743,0,0,0,-0.076064623976757,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.278355875912964,0,0.136038739343968,0,0,0.198166475534508,0,0.071135116521027,0,0,0.369400664198354,0,0,0.0169110940944316,0,0.134514861624739,0,-0.310631864175794,0,0,0,0,0,0.143654053853592,0,0,0,0,0.0871640422639211,0.188552387944734,0,0,0,0,0,0,0,0,0,0,0.0436924469062553,0,0,0,-0.0481505210087445,0,0
X601877.SH,0,0,0,0,0.253782680346035,0,0,0,-0.184703388007871,0,0,0,0,0,0,0,0,0,0,0,0.0995466187736107,0,0,0.0853200509082766,-0.0299615698101666,0,0,0,0.0229536310083059,0,0,0,-0.081894428085398,0,0.546370141786871,0,0,0,0,0,0,0,0,0.0258638596606128,0,0,0,0,0.241250066372206,0.0525998065868164,0,0.0640210915191697,-0.0951467511656601,0,0,0,0.040696226778917,0,0
X002236.SZ,0,0,0,0,0.368029750240931,0,0,0,0,0,0,0,0,0,0.0550215402078472,0,0.145110358978708,0,0,0,0,0,-0.194408238198843,0.102814131993185,0,-0.0161223590494387,0,0,0,0,0,0,0.31328993511469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610647988254999,0,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132246169330278,0,0,0,0,0,0,0.0992555864792245,0,-0.181038385102212,0.326255674678258,0.0506353457084415,0,0.13592341287478,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0774696832074604,0,0,0,0.402999055002276,0,0,0.178517179931846,0,0,0,0,0,-0.0661046583928112,0,0,0,-0.000250458761419543,0,0
X002179.SZ,0,0,0,0,0,0.147858325249678,0,0,0,0,0.0056086035756423,0,0,0,0,0,-0.169238908599286,0.122254577507313,0,0.299328557957562,0.0994880588734294,0,-8.67361737988404e-19,0,0,0,0,0.0133141204808967,0,0,0.254992069629867,0,0,0,0,0,0,0,0,0,-0.108035568621701,0,0,0,-0.0419135785816788,0,0,0.117956251828623,0,0.0645866181320539,0,0,-0.0985872654083769,0,0,0,-0.0113551547836639,0,0
X002049.SZ,0,0,0,0,0.0480851688551867,0,-0.193811225593514,0,0,0,0,-0.0961468591729924,0,0.171493394320838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371811058404254,0,0,0,0,0.413520157764094,0,0,0,0.277133226480338,0,0,0,0.130872747474579,0,0,0,0,0.163591598303006,0,0.0215380201351909,0.119979458415892,0,0,0,0.0283592724704544,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.110446390444688,0,0,0,0,0,0,0,0,0,0.202575213497701,0,0,0,0,0.00769057512118384,0,0,0.0104378296049845,1.73472347597681e-18,0,0,0.0382530589420556,0,0,0,0,0,0,0,0,0,0,0,0,0.077321971805185,0,0,0,0.0516922672520338,0,0,0.04842169622986,0.00595953647971369,0,0,0,0.0362316377239112,0,0
X600183.SH,0,0,0,0.0337581980379899,0,0,0,0.123998892745236,0,0.00350227560594387,0,0.128848537470752,0,0,-0.233155145748179,0,0,0,0,0,0,0.0393556970498417,0,0,0,-0.104601846880443,0.0187198200581516,0,0.0760170828902103,0,0,0.362312722583872,0,0.16203138732629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342162955798345,0,0,0,-0.0490534244596019,0,0,0,0,0,0
X002414.SZ,0,0,0,0,0,0,0,0,0.0525278141822297,0,0,0,0,0,0,0,0,0.140023947326994,0.345753635355089,0,0,0,0,0.0545827643210203,-1.0842021724855e-19,3.46944695195361e-18,-0.208885316278182,0,-0.0804378428358982,0,-0.116218341387409,0,0,0.470108434561895,0,0,0,0,0.15966901567773,0,0.170561613951107,0,0,0,0,0,0,0,0.0666349904395645,0,0,-0.0187821631867143,0,0,0,0,0.0018722456560167,0,0
X000800.SZ,0,-1.73472347597681e-18,-0.186226736140017,0,-0.385211010092477,0,0.144151617434169,0,0,0,0,0,0.0403907862830495,0,0.18038701828696,0,0,0.0750208382765336,0,0.230951581525354,0,0,0,0,0,0.404355731237668,0,0,0.111067604069671,0,0.0476432812016312,-0.02613062444459,-0.226652780656278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0875560797001086,0.0463416595207841,0,0,0,0,0,0
X601799.SH,0,0,0,0,0,0,0,0,0,0,0.0484922891584062,0,0,0,0.102380867999498,0,0.284274771033532,0,0,0.0979622951732597,0,-0.101280130772356,0,0,0.154708569854927,0,0,0,0,0,0.216561016543876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0745598858908618,0,0.0289641797309381,-0.0691392289973121,0,0,0.027661780445321,0,0,0,0,0,0
