,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X002475.SZ,X600741.SH,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X300124.SZ,X000100.SZ,X601877.SH,X002008.SZ,X600809.SH,X002085.SZ,X300136.SZ,X600487.SH,X300003.SZ,X600089.SH,X002508.SZ,X600271.SH,X600522.SH,X600177.SH,X000157.SZ,X000050.SZ,X600699.SH,X600118.SH,X300115.SZ,X600867.SH,X002294.SZ,X000559.SZ,X000981.SZ,X600372.SH,X002074.SZ,X600498.SH,X600566.SH,X600884.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0867497491995423,0,0.0610902064719457,0.0564073757209652,0,0,0.0479073788186081,0.00727910325698567,0,0.19613272354991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585905539116892,0,0,0,0,0.00561032061480316,0,0,0,0,0,0,0,0,0,0.0415089202264914,0,0,0,0,0,0,0,0,0,0.00538148514308882,-0.0174266929235364,0,0,0,0,0,0
X600104.SH,0,0,0,0.102689960575575,0,0,0,0,0,0,0,0,0.0845199408680626,0,0,0.237163853653593,0.366721242255771,-0.127967750777358,0.0330649300724805,0,0.0981854518631884,0,0,0,0,0,0.0320608079829204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645833277821986,0,0,0.0543174206155384,0,0.0397210110397602,-0.0138128853670358,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0883967483722397,0,0.0317700113969338,0.0419409207657602,0.205403709087647,0,0,0,0,0,0,0,0,0,0,0,0,0.0796640383608615,0.077505843531864,0,0,0.140435937793118,0,0.108114482993386,0,0,0,0,0.00493792197903624,0,0,0,0,0,0.0909828007680128,0,0,-8.67361737988404e-19,0,0.0134471805077514,0,0,0,0.00388047509307022,0.0214337519804405,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.13066543031122,0,0,0,0,0,0.252013030654033,0,0.0775425314180514,0,0,0,0.011849339980745,0,-0.0175321932863593,0.109046344643763,0,0,0,0,0,-0.00523433964999173,-0.0294787294095313,0,0,0,0,0.1156558102158,0,0,0,0,-0.0195178342645867,0,0,0,0,0,0,0,0,0,0,0,-0.0148295738595598,0,0,-0.00104893030249228,0.0172422361437924,0,0,0,0,0,0
X000858.SZ,0,0,0,0.200474448472496,0,0,0,0,0,0,0,0.409456853068947,0.0236639522165928,0,0,0,0,0,0,0,0,0,0,0,-0.0490693215430791,0.128067659065149,0,0,0,0.027225940332647,0,0.0157203533644574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158088235893994,0,0,-0.00914436962249895,0.00102450836585271,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.130565411508058,0,0.169751400054115,0.0011575994294222,-0.024482646321845,0,0,0,0,0,0,0,0,0,-0.251795364318931,-0.0230433982647177,0,0,0,0,0,0,0,0,0,0,0,0.0146471941864139,-0.0487922651554323,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0945095571114998,0,0,0,0,0.0148501533398545,-0.00684314848924965,0,0,0,0,0,0
X000725.SZ,0,0,0.121796675658882,0,0,0,0,-0.0213912602750503,0,0.0198083769643753,0,0.097675337162016,0,0,0,0,0,0,0,0,-0.0168695330481258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221916099562949,0,0,0,0,0,0.0906778503815969,0,0.0255462991831673,0,0.233164030309519,0,0.0891981646139997,0.160266135276036,0,-0.0187408772053245,0.025441671034698,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.196674892904756,0,0,0,0,0,0,0.0816440458915427,0,-3.46944695195361e-18,0,-0.0621184468869629,0.15412296896431,-0.0744876615813701,0,0.226421458480199,0,0,-0.0246079820741222,0,-0.0158517763370133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17723394620743,-0.0974107317291005,0,0,0,0,0,0,0,-0.0542190472621226,0,0,-0.00132307466520426,0,0,0,0,0,0,0
X000063.SZ,0,0,0.156492788311887,0,0,0,0,0,0,0.206070883717176,0,0,0.247447930174014,0,0,0,0,0,0,0,0,0.106210794802584,0,0,0,0.0559154072635865,0,0,0.209953932004417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017922782432333,0,0,0,0,0,0,-0.0275136150835878,0.0240568063643771,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.110653100831882,0.0480442760570687,0,0,0.289448203485919,0,0,0,0,0.394103639932085,0,0,0,0,0.0471921728019031,0,0,-0.277481387712154,0,0,0,0,0,0,0,0,0,0,0,0.147863643582885,0,0,0,0,0,0,-0.134857919792593,0,-0.216998340842086,0.0101374465304858,0.0120532198752305,0,0,0,0,0,0
