,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000725.SZ,X000568.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600703.SH,X600690.SH,X002241.SZ,X300142.SZ,X000596.SZ,X002007.SZ,X300014.SZ,X000100.SZ,X002371.SZ,X300124.SZ,X300003.SZ,X002049.SZ,X600741.SH,X000157.SZ,X002129.SZ,X600183.SH,X000800.SZ,X600584.SH,X601877.SH,X002236.SZ,X002414.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X002456.SZ,X002179.SZ,X000066.SZ,X002185.SZ,X002463.SZ,X002008.SZ,X600118.SH,X002180.SZ,X601799.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.181304194075372,0,0,0,0,0,0.0358231652899321,0.0323768702724948,0,0,0,0,0,0,0,0,0,0,0.139891132493905,0.165934638252261,0,0,0,0,0,0,0.042008921581325,0,0,0,0,0,0.0210117858780194,0,0.0580352357035737,0,0,0,0,0,0,0.0265043297151941,0,0,0,0,0,0,0.0247036068099674,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.200931091429457,0,0,0,0,0.164023623440054,0,0.347192395710731,0,1.73472347597681e-18,0,0.124305890985286,0.08052168095309,0,0,0,0,0,0,0,0,0,0,0.0221687125514741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00445027916350827,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0574403261011912,0.195486797545345,0,0,0,0,0,0,0,0,0,0,0,0,0.0562360754171398,0,0,0.163349707524158,0,0.0867870479602801,0.0389629711948022,0,0,0,0,-0.0471356381866846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524887691959001,0,-0.0167852003048788,-0.00166729248833646,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492590543415685,-0.0488335043029392,0,0,0.273498588368751,0,0.101056332560375,0.0203257072007911,0,0,0,0,0,0.0382863319504423,0,0,-4.33680868994202e-19,0.15419832260106,0,0,0,0,0,0,0,0,0.0724284119816498,0,0,0.0647460971992421,0,0,0,0,0,0,-0.0358749453515017,0.000966356298431559,-0.0275085977965559,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0157014554507547,0.00895213838663271,0,0,0.0884583828420835,0,0,0.135110450953465,0,0,0,0.0827769119120062,0.0295835373108043,0,0,0,-0.00350726343734042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160828911857683,-0.0191401917841057,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.136105535508452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180447981839949,0,0,-0.0983962618275894,0,0,0,0,0.553465812539884,0,0.159341089772356,0,0,0,0,0,0,0,0,0,0,0,0.0618592176210549,0,-0.00584454026247257,0.0212551632313509,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0804347209140678,0.132985178431777,0,0,0,0,0,0.153024806841777,0,0,0,0,0,0,-0.00619033576294515,0,0,0,0.00771675954227413,0,0,0,0,0,0.0737270085672675,0,0,0.170307107093749,0,0,0.141287424780602,0,0,0,0,0.0719929360560456,0,0,0,0,-0.101159616521148,0,-0.134615137127125,0,0.000678858691571142,0,0,0,0,0,0
X002304.SZ,0,0.183095398681218,0,0,0,0,0,0,0,0,0,0,0.387888067542619,0,6.93889390390723e-18,0,0,0.0866374301856968,0,0.120999419706956,0.0653598677805636,0,0,0,0.0595158419379181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227325200145327,0,0,0,0,0,0,0,-0.0079148618018746,0.000839247229671006,0,0,0,0,0,0
X000661.SZ,0,0,0.226982101220729,0.0796148846774387,0,0,0,-0.0632883735961798,0,0,0,-0.0953396599389859,0,0,0.0689054818142307,0,0,0,0,0,0,0.124755435187232,0,0,0.103247913657227,0,0.10290035677041,-0.0344548991576154,0,0,0,0,-0.0225572894638467,-0.066879040509716,0,0,0,0,0,0.0832329203155255,0,0,0,0,0,0,0,0,0.0773198975265922,0,0.112194798080787,0.0111517999768277,-0.00478729325344684,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.219425586668992,0,0,0.0827053178474629,0,0,0,0,0.0459894190282507,0,0,0.107691035557444,0,0,0,0,0.0373160544072028,0,0,0,0,0,0.0349224913435421,0.0719654018170959,0,0,0,0,0,-0.0516290257649025,0,0,0,0,0,0,0,0,0,0,0.00533291890523393,0.201883639486889,0,0,0,0,0,-0.0165009773974872,0,0,0,0,0,0,0
