,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600703.SH,X000568.SZ,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002008.SZ,X002456.SZ,X000100.SZ,X600498.SH,X002007.SZ,X600487.SH,X000661.SZ,X300146.SZ,X000625.SZ,X600566.SH,X002179.SZ,X600867.SH,X000596.SZ,X600809.SH,X600177.SH,X002180.SZ,X002294.SZ,X000157.SZ,X300142.SZ,X600089.SH,X002506.SZ,X600066.SH,X300136.SZ,X000977.SZ,X600372.SH,X002241.SZ,X600522.SH,X000981.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.774840585397233,1.38777878078145e-17,0,0.0900054109815421,0,0,0,0,0,0,0.0422121324499623,0,0,0,0,0,0,0,0,0,0.00648142659610911,0.102053824596801,0,0,0,0,0,0,0,0,0,-0.033087196781138,0,0,0,0,0,0,-0.0136441089219069,0,0,0,0,0,0,0,0.012964480716045,0.00161128054258489,0,0,0,0,0,0
X600104.SH,0,0,0.142785441188347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421092295642983,0,0,0,0.0472299480770687,0,0,0,0.122174314153422,0,0,0.0075605876469076,0,0,0,0,0,0,0.184599678941185,0,0,0,0,0,0,0,0,0,0.0512653102143572,0,0,0,0,0,-0.187187289777702,0,5.02994585110707e-05,0,0,0,0,0,0
X002415.SZ,0,0.0718686137026067,0,0.0973106914339299,0,0,0,0,0,0,-0.0340653464209644,0,0,0,0,0,0,0,0,0,0.527468117095519,0.0716408217196912,0,0,0.1937026065393,0,0,-0.0626467879517977,0,0,0,0,0,0,0,0,0.0402993630133593,0,0,0,0,0,0,0,0,-0.112519947500764,0,0,0,0,0.187889665296319,-0.0108755549656204,0.0926432490562054,0,0,0,0.108069062253441,0,0
X600276.SH,0,0,0.0510565543326863,0,0,0,0,0,0,0,0,0,0,0,0,0.356431130441741,0,0,0,0,0.13418491075923,0,0,0,0,0.0638738642453478,0,-2.16840434497101e-19,0.233890139807059,0,0,0,0.0540851424634925,0,0,0,0,0.0769953424168147,0,0,0,0,0,0,0,0,0,0,0,0.0370765995221188,0,0.0510564751789105,0,0,0,0,0,0,0
X000651.SZ,0.124240222151163,0,0,0,0,0.140406073423331,0,0,0,0,0.0396041748168972,0,0,0,0.233298147313749,0.127110483093865,0,0,0,0.0684086484980194,0,0,0,0,0,0,0,0,0.00733147117465295,0,0,0,0.0114098077800731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.145764973691872,0.0484864443290431,0,0,0,0,0.184031487706866,0,0,-0.0177707235993941,0,0,0,0,0.100992991454891,0,0,0,-0.017913882400047,-1.0842021724855e-19,0,0,0,0,0,0,0,-0.00396208619720891,0,0,0,0,-0.0226310179933045,0.116373622255114,0.255926775237917,0,0,0,0,0,0,0.00792866236832244,0.1141289013554,0,0,0,0,0,0,0,0,0.0184306540703199,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.21222944737539,0,0,0,0,0,0,0,0,0.412930076791365,0,0,0,0,0,0,0,0,0,0.042264189070096,0,0,0,0.0494490987553728,0,0,0,0.0539893123450872,0.121646619971835,0.229166595182204,0,-0.0525280694576347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545028989623161,0,0.0402241533186834,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787679427905908,0,0,0.0608168831889427,0,0,0,0.0333669384688544,0.216427917134401,0.276452153987438,0,0.122633205078744,0.0833800469808138,0,0,0.00751117692452503,0,0,0,0,0,0.0611168075290007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.267387294530415,0,0,0,0,0,0,0,0,0.0294659210196558,0,0,0,0,0.273416443270594,0,0,0,0,-0.0654110170138077,0,0,0,0,0.104837133440719,0,0,0.0295190853647627,0,0,0,0,0,0,0,0,0,0.127453370595858,-0.121427917175148,0.251388429527745,0,0,0,0,0,-0.00270276750109026,-0.0283972164981121,2.16840434497101e-19,0,0,0,0,0,0
X000063.SZ,0,0,0.208266760406105,0,0,0,0,0,0,0,0.281766442180292,0,0,0.217433390344515,0,-0.00536269270801113,0,0,-0.0333576302852674,0,0,0,0.189256378736288,0,0.174987141482328,-0.0605192637784658,0.207658965621621,0,-0.149934056520002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010961381893987,-0.118533050448822,0,0,0,0,0,0
