,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X000596.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X000100.SZ,X000733.SZ,X601877.SH,X002241.SZ,X600522.SH,X600741.SH,X600702.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600884.SH,X600779.SH,X600584.SH,X002007.SZ,X300146.SZ,X601799.SH,X600487.SH,X002294.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.164759961739913,0.123739512739387,0,0.10490896718331,0,0,0.135264747826283,0,0,0.0864168366255664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188378597616019,0,0,0,0,0,-0.0917918372536856,0,0,0,0,0.114796671084568,0,0,0,0.0104419826875054,0,0,0.0882185621194412,0,0,0,0,0,0.00958005405133407,0,0,-0.0294662424947922,0,0,0,0,0,0,0
X000858.SZ,0,0,0.176635870662696,0,0.383540427917066,0,0,0,0,0,-0.0674576251550507,0,0,0,0,0.172099992644302,0,0,0.00836990606401332,0,0,0,0,0,0,0,0,0,0,0.0299305156231803,0,0.0100829684384802,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0144123543885116,0,0.0752612828742813,0,-0.00431677603661553,0,0,0,0,0,0,-0.013028310617884,-0.029897435540017,0,0,0,0,0,0
X600809.SH,0.241010750640916,0,0,0,0.355325105393788,0,0,0,0,0,0.0618303591791299,0,0,0.0165014031073088,0,0.107750896159251,0,0,0,0,0,-0.0654897516669414,0,0,0,0,0,0,0.0485282687663421,0,-0.116554892629212,0,0,0,0,0.0757482116711173,0,0,-0.0181654973727434,0,0,0,0.160249441274882,0,0,0,0,0,0,0,0,0.000778283824651662,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0110197670677774,0.116137898254473,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0347903131812155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961763656666711,0,0,0,0,0,0.169831239122,0,0,0,0.0529522132987864,0,0.115741806046472,0,0.106660233958404,0,0.0800219105259929,0.0522733874563124,0,-0.00130938317920317,-0.0231285743304481,0,0,0,0,0,0
X000568.SZ,0.462906478028222,0.243508661113789,0.394104031991594,0,0,0,0,0,0,0,0,0,0,0.0194450397515265,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0666079486446654,0,0.0903382321320999,0,0,0,0,0,0.137362867664456,-0.0758813626643901,0,0,-0.0115535538995513,-0.0397347844957876,0,0,0,0,0,0,-0.00849987370276307,0.0282706652112284,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0122982510610329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262352076328624,0,0,0,-0.249171815436858,0.00618391068624504,-0.0529250022177274,0.366042115171877,0,0,0,0,0,0.0389113980906359,0,3.46944695195361e-18,0,0,0,0,-0.0544246837750908,0.201001641544756,0,0,-0.0101929269916607,0.0310710044489924,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.491406914315968,0,0,0,0.175005744839434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00873222875944833,0,0,0,-0.0241126035740655,-0.0899881733239961,0,0,0,0,0,0,0,0,0,0,0,0.10591216854457,0.014438895544039,-0.0021387567402947,0,0,0,-0.00758980769456262,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.269391692415668,0,0,0,0,0,-0.0361954899804767,0.594193972503932,0,0,0,0.0904852434020888,0,0,0.0248246038997592,0,0,0,0,0.0581368372277572,0,0,-0.0423175851760074,0,0,8.67361737988404e-19,0,0,0,0,0,-0.119560964549044,0,0,0,0,0,0,0,0,0,0,0.0551900717607703,0,0,0,0,-0.00837237523135851,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0720339518488059,0,0,0,0,0.0170117834472025,0,0.0812605051527734,0,0,0.191121493785504,0,0,0,0.0264693016671448,0,0,0,0.0153332735225359,0,0,0,0.16192040301522,0,0,0,0.0408411770918968,0,0,0,0.0116904928274164,0,0,0,0,0,0.023554892006064,0,0,0,0,-0.0080953861698137,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.095063774823388,0,0,0,0,0,0,0,0,0,-0.072076469986093,0,0.126600187105363,0,0,0.011427913310076,0,0,0,0,0,0.17214259237345,0,0,0,0.0510499618752268,0,0,0,0,0,0.0555838615964363,0,0,0,0.146211791227284,0.0678937514725971,0,0,0,0,0.00558553989243041,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.00834798275854907,0,0,0,0,0,0,0,0,0,0,0,0,0.173251516122502,0,0,-0.074198493613813,0,0,0,0,0.0745274013865588,0,-0.0805318412478685,0,0,-0.0238856185889995,0,0.0102690718541309,0,0,0.290568803109695,0,-0.132054676249207,0.00116584509307687,0,0.607240878999316,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0389721728550089,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.0521660788803511,0,0.221533707713547,0,0,0,0,0,0,0,0.0475100733603883,0,0.0114746007723622,0,0,-0.0327169286431944,0,0,0,0,0,-0.157245274553275,0.177827092660789,0,0,0,0,0,0.00405926755531217,0,0.0939524316506036,0,0,0,0,0,0,0,0,0.0614546522354528,0,0,0,0,0,0,-0.00887930581475708,0,0,0,0,0,0,0
X600104.SH,0,0,1.35525271560688e-20,0,0,0,0,0.0139814360674898,0,0,0,0,0,0,0,0.184862468142997,0,0,0,0,-0.070783196668779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814238630383502,0,0,0,0,0,0,0,0,0,0,0,-0.00458701832663371,-0.0338511435242152,0,0,0,0,0,0
X000596.SZ,0,0,0.547464756285678,-0.0709583806216878,0,0,0.172047833796388,0,0,-0.518698926408892,0,0,0,0,0,0,0,0,0.103070547377187,0,-0.070979670903375,-0.0230991155678049,0,0,0,0,0,0,0,0,0,0.127758986323283,0,0,0,-0.0755241363148608,0.191835883820738,0,-0.0705307359720171,0,-0.18245015670393,0,0,0,0,0,0,0,-0.0856452310993599,0,0,-0.0169161196530137,0,0,0,0,0,0,0
X003816.SZ,0,0.0347266626138449,0,0,0,0,0,0,0,0,-0.00708497394308308,0,0,0,0,0,0.141283437764943,0,0,0.0141477421906851,-0.0617289321094214,0,0,0,0.0670129388942146,0,0,0,0,0,0,0,-0.0305273900323955,0,0,0.0297751332732399,2.16840434497101e-19,0,0,0.0315260584196103,0,0,0,0,0,0,0,0,0,0.014617149700928,0,0.00172353686198009,-0.00509887407653449,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0609526930705026,0,0,0,0,0,0,0,0,0,0.362487365627054,0,0,0,0.0130199101320866,0.0100075527579514,0,0,0,0,0,0,0,0.108139983327261,0,0,0,0.0711397525362069,0,0,0,0.230398103724582,0,0,0,0,0,0,0.184615876404325,0.0633569243083967,0,-0.0255124119202051,-0.0628450984793923,0,0,0.0205127518007934,0.0132978491883119,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209969279250124,0,0,0,0,0.023949015051441,0,0,0,0,0,-0.0622137901983119,0,0,0.406952880839482,0,0.103977930571364,0,0,0,0,0,0,0.0100483632776604,0,0,0,-0.0541164540784787,0,0.0393108274910956,-0.0227492553267627,0,-0.0245307288658453,0,0,0,0.00863932703715994,0,0,0,0,0,0,0
X002129.SZ,0,0,0.0807523476579236,0,0,0,0,0,0,0,0.0506911059867997,0,0,0.0281943936851769,0,0,0,0,0,0,0,0,0,0,0,0.21273319586247,0,0,0,0,0,0,0,0.115748059405146,0,0,0.208416318253733,0,0,0,0.183921180966968,0,0,0,0.132409919882984,0,0,0,0,3.46944695195361e-18,0,0.00705188273576365,-0.033439915210756,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.142572544378476,0,0,0.340884209810549,0,0,0,0,0,0,0,0,0,0,0,0,0.36494017841946,0,0.0709339119115714,0,0,0,0,0,0,0.0820723916574746,0,0,0,0,0,0,0,-0.000187996713680962,0.0108823752919112,0.025022252921727,0,0,0,0.14296312131933,0.0432309663665189,0,0,0,0.00843935964096815,-0.0902846678926158,0,0,0,0,0,0
X000063.SZ,0,0,0.114515751429929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367082552572644,0,0,0,0,0.0215925482849718,0,0,0,0,0,0.0138662959538013,0,0,0.100792836147333,0,0,0,0,0,0,0.00689571856019299,0,0,0.0777175343517783,0,0.0433859471943066,0,0,0,0,0.102064367481035,0,0,0,0,0,0,0,0,0
