,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X600522.SH,X600702.SH,X600741.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600584.SH,X600884.SH,X600779.SH,X300146.SZ,X002007.SZ,X600487.SH,X002294.SZ,X601799.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0649338048510227,0.242307774976754,0.0758187072029658,0,0,0,0,0,0,0,0.01575744577043,0,0,0,0,0,0,0,0,0,-0.0422630422434677,0.0384163092528346,0,0.0637292199713954,0,0,0,0,0,0,0,-0.094265722740913,0,0.0895870126199254,0,0,0,0,0.112206705421582,0,0,0,0,0,0,0,0,0,0,0,-0.0287177014185947,0.0227726539845425,0,0,0,0,0,0
X000858.SZ,0,0,0.251609335312488,0.354386023145779,0,0,0,0,0,0,0,0,0,0,0.170683525192584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102913397211776,0,0,-0.000331198694736489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666530005376545,0,-0.00892298172191207,0,0,0,0,0,0,0
X600809.SH,0.218021736182253,0,0,0.400370229774307,0,0,0,0,0,0,0,0.0690994819509351,0,0,0.119077144260649,0,0,0,-0.00836081545089793,0,0,-0.0577675271305294,0,0,0,0,0,-0.0282709706289666,0,0,0.0503288178892634,0,-0.125016013389873,0,0.0659324313245099,0,0,0,-0.0154935742395479,0,0,0,0,0.141603773158426,0,0,0,0,0,0,0,0,0.000243975222033793,0,0,0,0,0,0
X000568.SZ,0.280142600419282,0.16781750747631,0.493152090408024,0,0,0,0,0,0,0,0,0,0,0.212867331579457,0,0,0,0,0,0,0,0,0,0,0,0.01358276684954,0,0,0.0411361485004333,0,0,0,0,0.0877385788485742,0,0,0,0,0,0.121903223347565,0,-0.0196746083342243,0,0,0,-0.0598973549261144,0,0,0,0,0,-0.0102231302715026,0.00890147498491684,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0369595389196615,0,0,0,0,0,0,0,0,0,-0.0213415639036825,0,0,0.13739889031237,0,0,0,0,0,0.0205400147224268,0.0904815305369375,0,0,0,0,0,0,0,0.118593896823296,0,0,0,0,0,0.118808353487542,0,0,0.0591184481591105,0,0,-0.0168981041076653,-0.0233332497411902,0,0,0,0,0,0
X002304.SZ,0,0,0,0.27193992258694,0,0,0,0.103954960886118,0.0299448683210469,0,0,0,0,0.0514955229315618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327703027315456,0,0,0.124082930368064,0,0,0,0,0.0341626272188394,0,0,0,0.0640538016377856,0.113386854132642,0,-0.0887264756162888,0,0.00347915604857613,0,0,-0.00852435507488474,0.0278445642731531,0,0,0,0,0,0
X600276.SH,0,0,0,0.029227819802444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281310511737638,0,0,-0.217407196318963,0,-0.0215741014779229,0.0101571771620324,0,-0.072755977944865,0,0.265179970784373,-0.0668778748717573,0,0,0,0.0278400906246613,0,0,0,0,0,-0.100033887487619,0.206953409839461,0,0.067503943053156,0,0.00713221262968728,0.032874814300899,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.225101566353044,0,0,0.0955965820048962,0.436039196507163,0,0,0,0,0.0317280014224748,0,0,0.0286209788567863,0,0,0,0,0.232703362518285,0,0,0,0,0,0,0,0,0,0,0.00750046349545517,-0.0189189689833126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678626533559142,-0.079028545443033,0,-0.0200111026429334,-0.00497817471880229,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.240312077199095,0.113384349571407,0,0.0850481510661771,0,0,0,0,0,0,0.24627684601252,0,0,0,0,0.00424189580325099,0,0,0.300442802195968,0,0,0.237954570915321,0,0,0,0.0496556687068036,0,0,0,0,0,0,0.142466906180285,0,0,0.0234288763212627,0,0,0,0.182571147018261,0.0456052488079977,-0.00673279899246815,-0.104136353055416,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0146790440069738,0,0,0,0.190868152807609,-0.046491173959819,0,0,0,0,0,0.107346096872111,0,0,0,0,0,-0.0218726909369155,0,0,0,0,0.154091170101188,0,-0.113161887016318,0,0,0,0,0,0,0.0767796114396489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619109184015412,0,-0.0173364538451304,0.0203308093882684,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.276057757526794,0,0,0,0,-0.0698759795229048,0,0,0,0,0,0,-0.0886992631727318,0,0,0,0,0,0,0,0,0,0,-0.0132561203618656,0,0,0.103358593092786,0,0,0,-0.13928762844682,0,0,0,0,0,0.0495866599348295,0.121871157127984,0.012252572172621,0,0.031384582293376,0.0494411335307279,0,0.0146305243124451,-0.000439907975189451,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.00620166498931194,0,0,0,0,0,0,0,0,0,0,0,0,0.128740681431438,0.116813894099464,0,-0.0138391293962939,0,0,0,0,0,0.233652323318881,0,0,0,0,0,0,0,0,0.39919017360035,0,-0.265352639670681,0,0,0,0.500767938437617,0,-1.0842021724855e-19,0,0,-3.46944695195361e-18,0,0,0,-0.0347345545809375,-0.0169846351857386,0,0,0,0,0,0
