,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600031.SH,X600271.SH,X002475.SZ,X600118.SH,X002456.SZ,X002292.SZ,X600177.SH,X000338.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X600372.SH,X000559.SZ,X300003.SZ,X002085.SZ,X600867.SH,X002506.SZ,X601877.SH,X300124.SZ,X600498.SH,X002294.SZ,X002426.SZ,X002074.SZ,X002508.SZ,X600089.SH,X600522.SH,X000050.SZ,X000977.SZ,X600418.SH,X000869.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0564508902370946,0.172005041282188,-0.0309042367805417,0,0,0.162386200848131,0,0,0.180249715201345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765582954364842,0,0,0,0,0,0,0,0,0,0,-0.0220516073989293,0.0661483078653434,0,0,0.00428921286457786,0,0.103801150060908,0,0,0,0,0.121797225996616,0,0,0,0,0,0,0
X600104.SH,0,0,0.0783156274542009,0,0,0,0,0,0.33125869057482,0.00664934856322654,0,0.226408438753637,0,0,0.0417039128902574,0,0,0,0,0,0,0,-0.139348833742019,0,0.114956402752754,0,0,0.0368462650439449,-8.67361737988404e-19,0,0,0,0,0,0,0.0026115904545622,0,0.0216860966858227,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0926993559256608,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107807399173707,0,0,0,0,0,0,0,0.114556927828799,-0.21783543183412,-0.0547547058059684,0,0,0,0,0.0229675169007142,0,0.148119874089561,0.320835644278111,0,0,0,0,0,-0.0887572206469922,-0.0708940790337465,0,0.331943899615266,0,0,0,-0.0427936561663756,0,0.0355634903762501,0,0,0,0
X000651.SZ,0,0,-0.0244406003498298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117649125284465,0,0,0,0,0,0,0,0,0.0284208910232286,0.0158211798232282,0,0,0,0,0,0.108740369306392,-0.0444484159283994,0,0,0,0.0645335933289657,0,0,0.10677033686163,-0.000294262584411575,-0.0375416842440799,-0.0354238498007962,0,0,0,-0.10025453630472,0.127330028767565,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.104212589034956,0,0,0,0,-0.0438993553149156,0.0248503848231884,0.636548313312806,0,0,0,-0.0171759514243988,0,0,0,0,0,0,0,0.0664859159113067,0,0,0,0,0,0,0,0,0,0,0,0,0.0962923164445265,0,0,0,0,0.114912793960155,0,0.0183555807813517,0,-0.00773158510058504,0,0,0,0,0,0,0
X600276.SH,0.129300788295106,0,0.119360906380531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515130890522035,0,-0.0620257251243692,0,0,0,0,0,0.164010879996563,0,0,0,0,0,0,0,0,-0.137000502907749,0,0.0390280440307541,0,0.0272329141894508,0,-0.0671536621502545,-0.0332054689114133,0,0,0,0,0,0
X002304.SZ,0.00853088448406848,0,0,-0.0331348148723612,0.0142676589235527,0,0,0,0,0,0,0,0,0,0,0,0.258447988286205,0,0,0,0,0,0,0,0,0,0,0.0757381623007986,0,0.141119137047688,0,0,0,0,0,0,0,-0.048720839894144,0,0,0,0,0,0.0955496633614239,0,0,0,0.10584109154785,0,0,0.0393038439259507,0.0602896347284211,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0127500540597373,0,0,0.167832170619933,0,0,0,0.0445458796852898,0,0.136036589633077,0,0,0,0,0,0,0.0296477513822167,0,0.00275307003244998,-0.0173505092133131,0.0994240520109816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838851888000601,0,0,0,0,0,0,0
X000625.SZ,0,0.106708238600536,0,0,0,0,0,0,0,0.0212223312799171,0,0.0985276565796192,0,0.0177735124628743,0,0.111292201236974,0,0,0,0,0,0,-0.0336694951210425,0,0,0,0,0,0,0.0621466746071463,0,0,0,0,0,-0.00458806182041525,0,0,0,0.0575589575460288,0,0,0,0.0598700780516649,0,0,0,0,0.0115248397893681,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.129441499865742,0.113884740117662,0,0.0795322178095371,0,0,0,0.139972137390033,0,0,0,0,0.179452905787279,0.0870570351813931,0,0.00133747679203165,0,0,0,0,0,0,0,0,0,0,0,0.159427682324737,0,0,0,0,0,0,0.00290607017288256,0,0.0259875163548718,0,0,0,0,0.0811448952921286,0,0,0,0,0,0,0,0,0.024032529250573,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313903248740806,0.0134975957306597,0,0,0,0,0,0.0944680031433993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343892106814877,0.147170028737096,0,0,0,0.186263552414111,0,0,0.0107691740042544,0,0,0,0,0,0
X600741.SH,0,0.339245546066282,0,0,0.112221617629385,0,0,0,0.155737868448446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614679576737879,-0.0330250466350732,0,0.0584328608926511,0,0,0,0,0,0,0,0,0,0.0292880024585614,0,0,0,0,0,0,0,0.0391581194895652,0,0,0,0,0.0157816746335158,0.0586658720947149,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403781975428668,0,0,0,0,0,0,0,0,0.0357639359155686,0,0,0,0,-0.0185729785920732,0,0,0.0205421947253751,-0.273604099209479,0,0,-0.137679465762495,0,0.0467566361488556,0,0,0,0,0,0,0,0,-0.015174271803927,0,0,0,0,0,0,0
X600066.SH,0,0,0.00924541545070665,0,0,0,0,0,0.253107416722695,0,0,0,0,0,0,0.117177973150566,0,0,0,0,0,0,0,0,0,0,0,0.0155876750249123,0,0,-0.667872823121325,0,0,0,0,0.0511689974352001,0,0,0,0.515417870036664,0.0918265786083041,0.177759685948557,0,0.229161764501383,0,0,0,0,0,0,0,0.0532557252149687,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.447578293316068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416334433500994,0,0,0,0.128305026476008,0,0.192380448492905,0.225735729533109,0,0,0,0,0,0,0.0241199139967942,0.059825801038425,-0.322574802971153,0,0,0,-0.0145153963386616,0,0,0,0,0,0,0
X002236.SZ,0,0,0.135838557742073,0,0,0,0,0,0,0.0375716113793403,0,0,0,0,0,0,0.00550859736680577,0,0,0,0,0,0.0626691058390272,0.029944397794357,0,0,-0.0114398435734439,0,0.0356638479435482,0,0.139202911557258,0,0,0,0,0,0,0,0,0,0,0,0,0.0628878943072373,0.121919725443007,0,0.128449851475579,0,-0.0243271803373213,0,-0.0241881884904918,0,0,0,0,0,0,0
X000568.SZ,0,0,0.126819803118813,0,0.43763406012582,0,-3.46944695195361e-18,0,0,0,0,0.0106244353936044,0,0,0,0,0,0,0,0,0,0,0.026381399828517,0,0,0,0,0.021377587387363,0,0,0,0,0,0,0,-0.0462727180490955,0,0,0,0,0,0,0,0,-0.0825832344149406,0,-0.0161582697573507,0,0.0732250736970667,0,0,3.46944695195361e-18,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0870235608621085,0.00378997697736725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211155899993469,0,0,0,0,0,0,0,0.0155563252750246,0,0,0,0,0,0,0,-0.0458528067242137,0.114379618909534,0,0,0.0186701861736002,0.0102719553882802,0,0.0163273752459954,0.0934735651254585,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.149698648213558,0,0,0.0243047214267279,0,0.0446778059614247,0,0,0,0,0,0.0941428237944361,0.096657079243725,0.00160933854104402,0,0,0,0,0.0232891605900927,0,8.67361737988404e-19,0,0,0,0,0.134359987374279,0,0,0.0144366030250077,0,0,0,0,0,0,0,0,0.0419739306240993,0,0,0,-0.0157348674510655,-0.0464300025046161,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235684496921174,0,0.0817307575530978,0,0,0,0,-0.0798225766200166,0.172383539205682,0.123702988969313,0,-0.0607371670314135,0,0,0,-0.0742816288483244,0,-0.0845137714364588,4.33680868994202e-19,-0.0435252595996839,-0.0515996372030691,0,0,0,0,-0.0359389726990186,0,0,0,0,0,0.0295363168452606,0,0,0,0,0
X002475.SZ,0,0,0,0,-0.117968366881216,-0.515029609354532,0,0,0,0.478825919589738,0,0,0,0,0.137170019877884,-0.0184735842086177,0,-1.33412777702118,0,0,0,0,0.183049830388026,0,0,0,0,0,0,0,0,0,0.232509029979529,0,0.0312776549408702,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0979753837081305,0,0,0,0,0,0.0798964976504092,0,0,0,0,0,0,0
X600118.SH,0,0,0,-0.00986958427634452,0,0,0,0,0,0,0,0,0,0,0.035560769598278,0,0,0,0,0.104353776154364,0,0,0,3.46944695195361e-18,0,0,0,-0.0267976019504428,0,0.321752844879496,0,0,0,0,0,0.0410357758190402,0.0687573000934821,0.0632576052016858,0,0,0,0,0,0,0.00419680290750897,0.107918745438595,0.0356076938504736,0,0,0,0,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253740912316014,0.0811664245515437,0,0,0.119323146462306,0,0.157008963858777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820506240779923,0,0,0,0,0,0,0,0,0.318958642141995,0,0,0,0.0978550232044069,0,-0.0928727186591268,0,0,0,0,0,0,0
