,X600519.SH,X002415.SZ,X000858.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X600809.SH,X000661.SZ,X000100.SZ,X000596.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X002007.SZ,X600487.SH,X600776.SH,X000625.SZ,X002456.SZ,X600498.SH,X000157.SZ,X002179.SZ,X300146.SZ,X000050.SZ,X300142.SZ,X600867.SH,X002180.SZ,X002371.SZ,X000977.SZ,X002241.SZ,X600089.SH,X600522.SH,X600177.SH,X600066.SH,X600118.SH,X600566.SH,X600372.SH,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0816616541949837,0,0,0,0,0,0,0,0,0,0,0.106597603118604,0,-0.0679281773906273,0,0,0.0622469479609457,0,0.0367072607705091,0,0,0,0,0,0,0,-0.0162377687169964,0,0,0.102391879990974,0,0,0.0658180679609991,0,0,0.0105430788567697,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228880494488637,0.0245297686804322,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0924858444321026,0.105752945572592,0,0.173063022986555,0,-0.0187675352263828,0,0,0.270649120756491,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.00648740051661481,0,0,0,0,0.134764617738192,0,0,0,0,0,0,0,0.0178313251961373,0,0,0,0,0,0,0,0,0,-0.0281706627291361,0.0458441280703525,0,0,0,0,0,0
X000858.SZ,0,0.0764877819966207,0,0,0,0,0.108478043359118,0,0,0,0,0,0,0.338120403988505,0,0.00890152936676495,0,0,0.0608288007789751,0.0930732990982867,0,0,0.0360979915634965,0,0,0.00868363734713555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192300343770639,0,-0.0164134663665736,0,0,0,0,0,0,0
X600104.SH,0,0,0.0988122883603384,0,0,0,0,0,0.0823550298749847,0.121436204490137,0,0,0.137259858906833,0,0.129690439142856,0.0374255820224028,0,0,0.083129202816554,0,0.00790132156630925,0,0,0,0,0,0,0,-0.0178682670653629,0,0,0,0,0,0,0,0,0,0,0,0,0.0536796267388284,0,0,0,0,0,0.193434569393848,0,0,0,-0.010352622698014,-0.076759464378638,0,0,0,0,0,0
X000651.SZ,0,0,0.136032127545992,0.142285502009106,0,0,0,0,0,0.254315154380514,0,0,0.0205039204760807,0.0321653711185635,0,0,0,0,0.067486987282215,0,0,0,0,0,0,0,0,0,0.0109250213545615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600806192049688,0,0.0013821989351666,0.0090150304563589,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.190325749653807,0,0,0,0.0928553173504165,0,0,0,0,0.0891269954414196,0,0.220476369669554,0.620869208559903,0,-0.0757879696898525,0,0,0.10350314452915,0,0,0,0,0,0,0,0,0,-0.113200765361553,0,0,0,0,0.117147552365337,0,0,0,0,0,0,0,0.0328128065796187,0.0342528218525848,0,0,0,0,0,0
X002304.SZ,0,0,0.145444887770176,0,0,0.00361775218131327,0,0,0,0,0,0,0,0.317822718703268,0.0880070297212216,0,0,0,0,0,0,0,0,0,0,0.115818628810974,0,0,0.0169550758538375,0,-0.0713450609721775,0,0.0270170099118274,0,0.0468139949983518,0,0,0,0,0,0,0,0,0,0,0.0410989270989618,0,0.052988275082333,0,0,0,0.0231201152119877,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0556349815058366,0,0,0,0,0,0.0313997198027108,0,0.124797426728059,0,0,0,0,0,0,0,0.0785346728391698,0,0,0.104410168702038,0,0.0222778344147901,0,0.0212269243009374,0,0,0,0,0.109519892664817,0,0,0.118251114696069,0,0.173449482720625,0.0932198620538564,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588999083530023,-0.0322778980939088,0.00580164871362316,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00714401874684191,0,0,0.083722636309697,0,0,0,0,0,4.33680868994202e-19,0,0,1.73472347597681e-18,0,0,0,0.0223780877121362,0.0222303734677603,0.0954936139479429,0.594078608879327,0,0,0,0,0,0,0,3.46944695195361e-18,0.164840416070114,0,0,0,0,0,0,0,0,0.0359395664899622,-0.042174398055351,-0.013949543677534,0,0,0,0,0,0,0
X600690.SH,0,0,0.102936761835506,0.175316406675741,0.156443637208145,0,0,0,0,0,0,0,0.144295108103885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106170171878818,0,0,0,0,0.0836400340190873,0,0,0,0,0,0,0.176062381469162,0,0,0,0,0,0,0,0,0,0,-0.0299047650784649,-0.00932916245677327,0,0,0,0,0,0
X600031.SH,0,0.113420460265722,0,0,0,0,0,0.16496732740317,0,0,0,0,0.331477760635597,0,0.0856426311133401,0,0.0377456739498871,0,0,0,0,0,0,0,0,0,0.000794654619087587,0,-0.0283243423210173,0,0,0,0,0,0,0.00702199264540262,0,0,0,0,0,0,0,0,0,0,-0.0719405217233869,0.076296596866153,0,0,-0.0116934461021684,0,0.0108880934407266,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0367193393358006,0,0,0,0,0,0,0,0,0,0.27208469806234,0,0,-0.0313581698328746,0.0822420140006007,0,0,0,0,0,0.0910626412350161,0,0.0473876161583584,0,0.0494914759463551,0,0,0,0.200642024548682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17332762415114,0,0.0035063367856878,-0.0463303118110596,0,0,0,0,0,0
X000338.SZ,0,0,0.0020162011406522,0.172515879004353,0.369838827973395,0,0,0,0,0,0.162059409019442,0,0,0.0737623201747785,0,0,0,0,0.144362971229591,0,-0.0578002191647753,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530134771903327,0,0,-0.0110310730741181,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236807164086352,0.0299197665967459,0,0,0,0,0,0
X000568.SZ,0,0,0.170366321446598,0,0,0.0152622110821598,0.115798222388533,0,0,0,0,0,0,0,0,0,0,0,0,0.297738787165759,0,0,0.134589432490416,0,0,0,0,0,0.0112873435072004,0,0,0,0,0,0.131252388183783,0,0,0.0383236290230911,0,0,0,0,0,0,0,0,0,0,0,0.00770613991954247,0,-0.00251543298866254,0.0325428858363785,0,0,0,0,0,0
X600741.SH,0,0,0,0.504174613598932,0,0,0,0,0,0.0138979152458609,0,0,0.18376050898749,0,0,0,0.0399726099571206,0,0.0363269154247069,0,0,0,0,0,0.090445226547546,0,0,0,0,0,0.0938463618436639,0,0,0,-0.0451404914981063,-0.0361542290782666,0,0.147189512820764,0,0.0135080872305523,0,0,0,0,0,0,0,0.0411853905123046,0,0,0,0,0.0397430422055901,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.15288993231393,0.170946156954644,0,0,0,0,0,-0.337654694385574,0,0,0,0,0.38059816430957,0,0,0,-0.0709380811753377,0,0,0,0,0,0,0.450141188052398,0,0,0,0,0.0504451778224654,-0.27038122514648,-0.119318123512632,0,0.205047368077168,0,0.0361341264956747,0,0,0,0,0,0,0,0,0,0.0907032351013449,0.110290634135327,0,0,0,-0.430206918019221,0,0
