,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X002475.SZ,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X000725.SZ,X300014.SZ,X600031.SH,X300124.SZ,X002241.SZ,X002371.SZ,X000063.SZ,X003816.SZ,X002129.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600460.SH,X600089.SH,X002180.SZ,X002074.SZ,X000661.SZ,X600702.SH,X000157.SZ,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X002414.SZ,X600522.SH,X002008.SZ,X600779.SH,X000977.SZ,X600584.SH,X601799.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.658237870254991,0,0,0,0,0,0,0,-0.0104244729373077,0,0,0,0,0,0.0269514969439019,0,0,0,0,-0.0248384362074396,0,0,0.0584496366916071,0,0,0,0,0,0,0,0,0,0.02028439132371,0,0.0682812409755676,0,0,0,0,0,0,-0.017944804420924,0,0,0,0,0,0,0,0,-0.0250917308726084,0,0,0,0,-0.00901709569833379,0,0
X000858.SZ,0.272344442785612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675384363838175,0,0,0.0512693510629893,0,0,0,0,0,0,0,0.144057624922632,0.0515104465703627,0,0,0,0.0227593187316953,0,0,0,0.041265825700386,0.203725171753612,0,-0.119012282754894,0,0,0,0,0.157628948549604,0,0,0,-0.005120526708596,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.054438496163583,0,0,0,0.311806673168945,0,0,0,0,0,0,0,0.116090820688714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480032891554679,0,0,0,-0.0560181698009078,0,0,0.260076839777052,0.0832682619568881,0,0,-0.0641441543008748,0,0,0,0,0,0,0,0,-0.0231920094836535,0,0,0,0,-0.0278352085923589,0,0
X600809.SH,0,0.299436415667698,0,0,0,0.0252478854589586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.323046157813204,0,0,0,0,-0.180088753005894,-0.111245442865374,0,0,0,0.069344709381165,0,0,0,0,0.214220767137857,0,4.33680868994202e-19,0,0,0.0385717266655003,0.174993617734249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302886617737844,0,0
X002475.SZ,0.213629477438995,0,0.00308172776615516,0,0,0,0,0.069725158549225,0,0,0,0,0,0,0.136273820888384,0.368006946273326,0.0947543625668002,0,0,0,0,0,0,0,0,0,0,0.0247301351125051,0,0,0,-0.025629971892218,0,0,0,0,-0.0546065254066569,0,0,-0.0287384312635384,-0.191724398204712,0,0.0870205652662329,0,0,0,0,0,0,0.0600997658252478,0,-0.0480422485097233,0,0,0,0,-0.0514862030146951,0,0
X000568.SZ,0.153999918363404,0,0,0,0,0,0,0,0,0.195595864899735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260367990498073,-0.0214726567453222,0,0,0,0,0,0,0,0,0,0.141123773263207,0,0,0,0,0,0,-0.221155968782016,-0.0259698652997501,0,0.362344693310434,0,0,0,0,0,0,0,0.00616457791405501,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.083193684473517,0.153500705481962,0.155019926727916,0,0,0,0.318473767595436,0,0,0,0,0,0,0.125511377152694,0,0,0.0168674681952168,0,0,0,0,0,0.0627730044032738,0,0,0,0,0,0,0,-0.0187991319024638,0,0,0.0449716771495602,0,0,0.0422895814007039,0,0,0,0,0,0,0,-0.0015944536128709,-0.0247446522236464,0,0,0,0,0,0
X600276.SH,0,0,0.0799622473531157,0,0.163193306981196,0,0.168487127894055,0,0,0,0,0,-0.103421445300846,0,0,0,0,0,0,0,0,0,0,-0.0200421173016245,0,0,-0.196633095921418,0,0,0.113977849309575,-0.0175203229406018,-0.0709004536373845,0.0185256286527105,-0.0579958083084649,0.0551723570138452,0,0,0,0,0,0,0,0.100729661117961,0,0,0,0,0,0,0,0,-0.0201158621537763,-0.00510894529188248,0,0,0,0,0,0
X002304.SZ,0,0,0.0913953829222007,0,0,0,0.099462517841737,0,0,0,0,0,-0.0253971674269975,-0.0195296922011759,0,0,0,0,0,0.0827595326225983,0,0.0922919765961457,0,0.222769884610747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284518738861621,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030933220069005,0,0
X000651.SZ,0,0,0,0,0,0.0889144408972856,0.0961409744372091,0,0,0,0,0,-0.0176669617612242,0.223318977340039,0,0,0,0,0,0,0,0,0,0.018283101428125,0,0,-0.100309385841001,0,0,-0.0863125504476273,0,0,0,0,0.017762541955447,0,0,0,0,0,0,0,-0.00644136388141958,0,0,0,0,0,0,0,0,0.0163948986733196,0.00335870801475342,0,0,0,0.0397026519426034,0,0
X600104.SH,0,0,0,0,0.0971061755661642,0.0956789940416569,0,0,0,0,0,0,-0.0384091131461712,0.144215030341066,0,0,-0.133979677047322,0,0,0,0.0790381627100721,0,0,0,0,0.106098581543278,0,0,0,-0.0164862649566054,0.0264716991271142,0,0,-0.00801259696062107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104667712370261,0,0,0,0,-0.0451816181712855,0,0
