,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X600271.SH,X000100.SZ,X002456.SZ,X002475.SZ,X600118.SH,X002085.SZ,X000338.SZ,X002292.SZ,X600177.SH,X002007.SZ,X000157.SZ,X002180.SZ,X600372.SH,X000559.SZ,X600867.SH,X300003.SZ,X002294.SZ,X600498.SH,X300124.SZ,X002506.SZ,X601877.SH,X002074.SZ,X600522.SH,X002426.SZ,X002508.SZ,X600089.SH,X000977.SZ,X000050.SZ,X600418.SH,X600487.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,-0.000700705227579335,0,0,0.260574453397954,0,0,0.139255586802332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272419640181882,0.0978463895762195,0,0,0,0,0,0,0,0,0,0,0,0.144763533610013,0.058690572510227,-0.0263062883419011,0,0,0.0737242737731144,0,0,0,0,0,0.105303013774429,0,0,0,0,0,0,0
X600104.SH,0.0567665276782605,0,0.0359761641603976,0,0,0,0,0,0.35867083733215,0.0202954862519893,0,0,0.27533799894438,0,0.0612156537846155,0,0,0,0,0,-0.128397140709487,0,0,0,0,0,0,0,0,0.0163815939777121,0,0,0,0,0,0.0351545238826541,0,0,0,0,0,0,0,0,0,0,0,-0.00316209731569253,0,0,0.00734482274115597,-0.111319212020129,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0257800752716171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593613848340986,0,0,0.227748712395353,0.125013277061077,0,0.0782881573608845,-0.234389996166859,0,0,0,0,0,0,0,-0.0627297913698596,0,0.0109428717686679,0,0.434260495764541,0,0,0,0,-0.0161420715514947,0.0825247849665985,0,0.0390792221250674,-0.128600133796679,0,0,0,0,0,0
X000651.SZ,0,0,-0.00880371158690391,0,0,0,0,-0.042808802564727,0,0,0,0,0,0,0,0,0,0,-0.146797009824943,0,0,0,0,0.0155731896179025,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298174690896851,0,0.113576490690174,0.038396391970957,0.0911319706348158,0,0,0,0,0,-0.018290305952614,0.0100765499711934,0,0,-0.111623974962728,0.107358113005262,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.128234227817899,0,0,0,0,-0.0337028611526084,0.0510007160686382,0.640875387896495,0,0,0,0,-0.0232326150454204,0,0,0,0,0,0.0748979420547389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513337366564416,0,0,0,0.106635144612936,0,0.00730039569235588,0,0,0,0,0,0,0,0,0
X600276.SH,0.0929903539117008,0,0.00194083211225795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241812385497019,0,0,0,0,0.063442693317676,0.0374328563089111,0,0,0.105616198305868,0.0357848065724551,0,0,0,0,0,-0.139727678305903,0,-0.0519136184794607,0.180928708656915,0,-0.0672439609143867,-0.0676209768878071,0,0,0,0,0,0
X002304.SZ,0.0955818852201649,0,0.0276472171692172,-0.0427615220154672,0.210213878463175,0,0,0,0,0,0,0,0,0,0.0440436405430363,0.0469779736200373,0.211607089600442,0,0,0,0,0,0,0.0261776015215131,0,0,0,-0.0600425652484932,0,0.0395838988629662,0.20352850712268,0,0,0,0,-0.133168924479995,0,0,0,0,0.0804009858094388,0,0.0185651469203628,0,0,0,0,0,0,0,0.0499190455308219,0.0120987546596615,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.158952389750488,0,0,-1.35525271560688e-20,0,0.0415544771759606,0.140136144714858,0,0,0,0,0,0.00664370261940983,0.0221220101023369,0,0,0,0,0,0.0975420836786074,0,0,0,0,0,0,0,0,0,-0.0027524370956283,0,0,0,0,0,0,0,0.0321128602757091,0,-0.0769498707879377,0,0,0,0,0,0,0
X000625.SZ,0,0.0599982150694651,0,0,0,-0.0857960807437961,0,0,0,0,0,-0.0567821780514029,0.180191690989961,0.0038453398399994,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591035287205806,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0851339116024907,0.2156426730529,0,0.0869850531544407,0,0,0.0254620899933967,0,0,0.0390856315325553,-0.00684592744498571,0,0,0,0,0,0
X600690.SH,0,0.0513255240400089,0,0,0.0432706973000601,0,0,0,0.196756213193896,0,0,0,0,0.18184236905686,0.055044669608391,0,0.0625269522050831,0,0,0,0,0.00971707217168953,0,0,0,0,0.0549804502946261,0.168211218957531,0,0,0,0,0,0,0.139059864759236,0.044652841468222,0,0,0,0,0,0,0,0,0,0,0,0.00623369341902978,0,0,0,0.0209445095662438,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.137532516399253,0,0,0,0,0,0,0,0.0149422743951314,0,0,0,0,0,0.0850827729010591,0,0,0.0634889138170763,0.0314411481839943,0,0,0,0,0,0,0.0341550857804215,0,0,0,0.147730001911476,0,0,0,0,0.015865424074409,0.0861250008360596,0,0,0,0.0866918772804431,0,0,0.020217942638188,0,0.00939851290753741,0.0267341133625944,0,0,0,0,0,0
X600703.SH,0,-0.0644904468988019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214653710026612,0.307898180118955,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0700991774875141,0,0,0,0,0,0,-0.0263320784214839,0.181885971773056,0,0,0,-0.068371601078482,0.0623265953233782,0,0,0,0,-0.0573382838612047,0.218366822194145,0,-0.056169366029681,0,0,0,0,0,0,0
X600741.SH,0,0.332991004195889,0,0,0.0928190172991519,0,0,0,0.0971532807430984,0,0,0,0,0,0,-0.0219437216311676,0,0,0,0,0,0,0,0.0174036863634877,0,0,0.154439274429124,0,0,0.0503525271179273,0,0,0,0,0,0.019418106101276,0,0,0,0,0,0.00895328389653794,0,0,0,0,0,0,0.0704558823668493,0,0,0.0695646302982344,0,0,0,0,0,0
X600066.SH,0,0,0,0,0.0728659933149832,0,0,0,0.225941536796812,0,0,0.0717626521259089,0.445165255403872,0,0,0.234613992852176,0,0,0,0,0,0,0,-0.00170476567099662,0,0,0,0,0,0,0,-0.724376257621403,0,0,0,0,0,0,0.0725303022450557,0.180368125211913,0.127016834883882,0.139267107383004,0,0,0,0,0,0.01641693885492,-0.157061211926624,0,0,0.0540609418568333,-0.172577751938717,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.493676657233729,0,0,0,0,0,0,0,0,0.103491059672769,0.0620844285216839,0,0,0,0,0,0,0,0,0,0.405370475833497,0,0,0,0.152381804063071,0.129953335916887,0.0410868614855429,0,0,0,0,0,0,0.0846147827891297,0.0758973226896484,-0.367688650190999,0,0,0,-0.0157048540736731,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0.00251076563062534,0,0,0,0,0,0,0.0662196734672677,0,0,0,0.029756462100305,0,0,0,0,0.143579033838323,0,0.057684565835992,-0.0341349030810545,0,0,0.100803602558716,0,0,0,0.045858093610371,0,0,-0.0696079122798667,0,0,0,3.46944695195361e-18,0,0,0.21973284543209,0.127538412230153,0.0021249406409007,0.0634970109638293,0,-0.0500284022023655,0,0.0228967088285464,0,0,0,0,0
X000568.SZ,0,0.0707606395576788,0.00396404503824101,0,0.51226857594137,0,0.0037761352351664,0,0,0,0,0,0,0,0.0119217364237079,0,0,0,0,0,0,0.0777837191563263,0,0.0378541378842526,0,0,0,0,0,0,0,0,0.142179996458044,0,0,0,0,0,-0.0594107913093319,0,0,0,0,0,0,-0.118233795967324,-0.0420446617433802,0,0.0677079718707902,0,0.0293309348387378,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0976189787090347,0,0.0217914704864448,0,0,0.0108602239978353,0,0,0,0,0,0,0.151594645172865,0.0583869996809414,0,0,0,0,0,0,0.0282072955978253,0,0,0,0,0,0.0705785566107823,0,0.155536455356774,0.0323972913508738,0,0,-0.058737470180523,0,0,0,0,0.0703639392627558,0.00847765237178575,0,0,-0.0143845102505714,-0.0506222995186003,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122604438473148,0,0,0,0,0,0,0,0.207379492603848,0,0,0.0979750211623174,0,-0.0563341950255125,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.106639920963371,0.0439282893380502,0,0,-0.170730843599234,0,0.017776221690376,0,0.0472091187776822,0,0,0,0,0
X000100.SZ,0,0,0,0,0.101106258499074,0,0,0,0,0,0,0,0,-0.00504598155074392,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315497341419153,0,0,0,0,0,0,0,0,0,0,0.0532811483761053,0,-0.0232906756397071,0,0,0,0.0116024140701834,0.0963894839913394,0,0,0.0249936300579424,0,4.33680868994202e-19,0.10328610519792,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309046714329704,0.297673935523913,0,0,0,0,0,0,0,0.214226331019016,0,0,0,0,0,0,0.162810322438129,0,0,0,0,0,0,0,0.12094647407436,0,0,0,0,0,-0.00823499356657168,0.0436725529015955,0,-0.0917276030042092,0,0,-0.0846742304151341,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0441669998634832,0,-0.10758203598403,-0.49269900758307,0,0,0,0.499079644756785,0,0,0,0,0.157891667806555,-0.0805477035227777,0,0,0,-1.42552582631794,0.129699016840068,0,0,0.184176867917669,0,0,0,0,0,0,0,0,0,0,0,0,0.105033609469026,0,0,0,0,0,0,0,0,0.156636664734171,0,0,0,0,0.0256743627925314,0,0,0,0,0,0,0
X600118.SH,0,0,0,-0.00475312256354448,0,0,0,0,0,0,0,-0.0381916577918698,0,0,0,0,-0.0648083127588063,0,0.110621992170143,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.00402315392007309,0.374437816814699,0,0,0,0,0.064626598898046,0,0.120136794557687,0.0465578506317838,0,0,0,0,0,0.196311974217748,0,0,0,0,0,0,0,0,0,0,0,0,0
X002085.SZ,0,-0.0763253394210299,0,0,0,0,0.216165327526676,0,0,-0.0188270607563821,0,0,0,0,1.73472347597681e-18,0.0163953147850138,0,0,0,0,0,0,0,0,0.0564009173494728,0,0,0,0,0,0.0703469831820311,0,0,0,0,0,0.136936628955325,0,0,0,0.0136624394327735,0.120551811672007,0,0,0,0.0237320250243215,0,0,-0.0469368044256243,0,0,-0.00102595185951044,0,0,0,0,0,0
X000338.SZ,0,-0.162016209725691,0,0,0,0,0.1806432898621,0,0,0,0,0,0,0,0,0.0440179595879205,0,0,0,0,0,0.0197685361092325,0,0.0128843188351535,0,0,0,0,0,0,0,0.0755608236184376,0,0,0,0.090520878319902,-0.0908837255639374,0,-0.115345928421115,0,0.0793359565824295,0.10112972371815,0,0,0,0,0,0,0,0,0.0267725854031115,-0.0799520317548469,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.233716851258535,0,0,0,0.175934404290284,0,0.0196664254725995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405847804442858,0.0818936864893055,0.0381572721350142,0.0108952134598215,0.0776067591936047,0,0,0,0,0.271466030114116,0,0,0,0,0.0261381610126754,0.0232874296304312,0,0,0,0,0,0
X600177.SH,0,0.0371878782802092,0,0,-1.73472347597681e-18,0,0.184682967360775,0,0,0.107794357475925,0,0,0.179144243669169,0,0,0,0,0,0,0,0,0,0,0.024258523239121,0,0,0,0,0,0,0,0,0,0,0,0.0551078721633848,0,0,0,0,0.1007539219551,0,0,0,0.0886466490205609,0.0181301896397006,0,0,0.040831802583596,0,0.0278668989491728,-0.013531818890547,0,0,0,0,0,0
X002007.SZ,0,0,0,-0.131376791353164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109635822024564,0,0,0,0,0.127217534250824,0.117381371912267,0,0,0,0.0165626748914332,0,0,0,0,0,0.207074112106895,0,0,0,0.271782829415714,0,0,0,0.146001583381286,0,0.0329058301049061,0,0,0,0,0,0,0
X000157.SZ,0.0406678923771799,0,0,0,0,0,0,0,0,0,0,0.20344501029708,0,0,1.73472347597681e-18,0,0,0,0,0,0.0238850242663906,0,0,-0.0746212217099146,0,0.0754588473281555,0,0.0489918296735532,0,1.0842021724855e-19,0.00843650013024357,0,0,0,0,0,0,0,0,0,0.0536271281049596,-0.0282086023796777,0,0,0.0345540413351313,0,0,0,-0.126807248012677,0,0,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467195018141403,0,0,0,0,0,0,0,0,0,0,0.0274974224212962,0,-0.0206952137076091,0,0,-0.0464807658727176,0,0,0,0,0,0,0,0.0623860542894415,0,0.218885812361295,0,0,0,0,0,0.194568587440976,0,0.146292849839525,0,0.0961366963919153,-0.125543379401443,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0.216947609131474,0,0,-0.00785813365428003,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.56052474181857,0.0464267372686962,0,0.0186733467519921,0,0,0,0,0,0,0,0,0,0,0.0518012985669052,0,0,0,4.33680868994202e-19,0,-0.0613070983069705,0,0,0,0.124819175983318,0.0168681256910556,0,0,-0.0263614251841008,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285869752313315,0,0,0,0.015318060825898,0,0,0,0.0882910374901309,0,0,0.0427917542514775,0,0.109517922263663,0,0,0.231539659311677,0,0,0,0,0,0,0,0,0.0885336157533521,0,0.10040892726123,0,0,0,0,0,0.0818061110271893,-0.0449983542104178,0,-0.0449340967862924,-0.000415238789653061,0,0,0,0,0,0
X600867.SH,0,0.066626888100739,0.0281945957591953,0,0,0,0,0,0,0.132274437650001,0,0,0,0,0.0943229129684294,0,0.0993874492643389,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0509579588128571,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.00834462147737678,0,0,0,-0.0530342577720131,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.155882229068554,0,0,0,0,0,0.037485638536926,0,0,0,0,7.78624853988233e-05,0.0432140972360868,0,0,0,0.172171079826188,-0.000343326174304194,0.0690612951397541,0,0,0,0,0,0,0,0.118792031383022,0,0,0.0648713388409659,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-0.0362325984060094,0,0,0.0342726160214824,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0.0796105631170857,0,0,0.0992215733751595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105868356213587,0,0,0,0,0,0,0,0.0433224559752485,0,0,0.0309985102436205,0,0,0,0.0606543830732684,0,0.0241211625605085,0,0.0252258389995556,0,0.00155237101919222,0,0.00148683533916849,0,0,0,0,0,0,0
X600498.SH,0,0.0849522411398257,0.152801591072564,0,0,0,0,0,0,0,0,0,0,0,0.0136756843568758,0,0,0,0,0,0.131163146291288,0,0,0,0,0,0,0,0,0.0046002836003195,0,0,0,0,0.108514523124899,0,0.0918145885083309,0,0,0,0,0,0,0,0.288197380044286,0,0,0.170343577881069,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X300124.SZ,0,0.00603172225349206,0,0,0,0,0,0,0,0.0168247154650791,0,0,0,0,0.108196452974369,0,0,0,0,0,0.0222791517643283,0,0.0698696511272874,0,0,0.098481373393341,0,0.0314883359247435,0,0,0,0,0,0,0,0.0472275075370402,0,0,0,0,0.0424564769548395,0.140256351762976,0,0,0,0.0975578442477036,0,0,0,0,0,0,0,0,0,0,0,0
