,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X600066.SH,X000338.SZ,X002236.SZ,X000100.SZ,X601877.SH,X600118.SH,X600271.SH,X002456.SZ,X300124.SZ,X000157.SZ,X600177.SH,X600372.SH,X600089.SH,X002007.SZ,X600522.SH,X002085.SZ,X000066.SZ,X002508.SZ,X300003.SZ,X000981.SZ,X300136.SZ,X600867.SH,X600699.SH,X002292.SZ,X002294.SZ,X000559.SZ,X002074.SZ,X600809.SH,X600498.SH,X002180.SZ,X002008.SZ,X000596.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.096748525304956,0,0,0.043024306067858,0,0,0,0,0,0,0,0.105837718493762,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0829091057816107,0.0159194118760252,0,0,0,0,0.0382758360908044,0,0.134943831463412,0,0,0,0,0,0,-0.0111714252810028,0.00173398336692145,0,0,0,0,0,0
X600104.SH,0,0,-0.136710209382645,0,0,-0.0267968414487682,0,-0.0152213295453697,0,0,0,0,0,0,0.728450861014218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145484468133062,0,0,0,-0.0528745456606054,0.0339549445709375,-0.0077168693202523,0,0,0,-0.20056953476538,0,0,0,0,0,0,0,-0.0540853213495525,0,0,0,-0.0224107273873667,0.0107609634821332,0,0,0,0,0,0
X002415.SZ,0,0,0,0.123702349514341,0,0,0,0,0,0,0,0.111633017577888,0,-0.0294878421111933,0,0.115613080053537,0,0,0.225242096370167,0.213871220203987,0,0,0,0,0,0,0,0,0,0,-0.00370493959739516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299854792810669,-0.227887750623961,0,0,0,0,-0.0603073716008131,0.00187314139027544,0.00197708908082236,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.610063223357292,0.657250143619894,0,0.134417325267013,0,0,0,0,0,0,-0.0767663036610391,-0.241156005940426,0,0,0,0,0,0.693524299616073,0,0,0,0,0,0,0,0,-0.0246119887997328,0,-0.259487394561532,-0.0300378969122863,0,0,0,0,0,0.0869788641601063,0,0,0,0,0,0,-0.0252047602904193,0.00863901995677633,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0715824740240052,0,0,0,0,0,0,0,0,0,0.32192977314553,0.186520543090997,0,0,0.130513993451862,0,0,0,0,0,0,0.039158277205198,0,0,0,0,0,0,0.0181887164470095,0,-0.0172781461306235,0,0,0,0.036383032660444,0,0,-0.0363974686799191,0,0,0,0,0,0,0,0,0,0,0.012187222998152,-0.00130263567243588,0,0,0,0,0,0
X002304.SZ,0,0.00822358263510395,0,0.0340012130853133,0,0,0,0.039917615902051,0,0,0,0,0.0458334309636159,0.166229638923149,0.36133916325723,0,0,0,0,0,0.0731786214781518,0,0,0,0,0,0,0,0,0,0,-0.119558229161249,0,0.0372174616532211,0,0,0,0,0,0,0,0,0,-0.000473705769038239,0.103678020339755,0,0,0,0,0,-0.0450398414958402,0,-0.00189142862463275,0,0,0,0,0,0
X600276.SH,0,-0.128308375325914,0,0,0,0,0,0.0327242578980703,0,0,0,0.228346352152635,0,0,0,0,0,-0.0834903801781754,0,0,0,0,0,0.0323463908102824,0.0521259757705366,0,0,0,0,0.0182838927982626,0,0,0,0.0658960380569658,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.132870389788475,0.0110697224102183,0.00253483749419706,0,0,0,0,0,0
X000725.SZ,0,0,0,0.109329410962919,0,0,0,0,0,0,0.0859980806661843,0,0,0.200706363633539,0,0,-0.625135423258739,0,0,0,0.132164054292251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180785649901569,0,0,0,0,0,0,0,0,0,0.178308265422095,-0.0437407408077139,0.0107748218114852,0,0,0,0,0,0
X000625.SZ,0,0.275944983943398,0,0.146357773745681,0,0,0,0,0,0,0,0,0.0612420638909697,1.73472347597681e-18,0.0675641866475588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203640144515559,0,0,0,0,0,-0.0514347647680556,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0136389280978843,0,0,0,0,0,0.0130670691130702,-0.0151897824062539,0.004349268600501,0,0,0,0,0,0
X600690.SH,0,0,0,0.206154324519083,0.0512051608009185,0,0,0,0,0,0,0,0,0,0,0,0,0.04461824399952,0,0,0,0,0.0801760802526454,0,0,-0.0291910237635828,0,0,0,0,0,0,0,0.00755559892396631,0,0,0,-0.0758398122178407,-0.0600904196826733,0,0,0,0,0,0,0,0.0141029343774298,0,0,0,5.42101086242752e-20,0.00093380795499526,-0.00389990317193422,0,0,0,0,0,0
