,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X600741.SH,X000661.SZ,X600703.SH,X300003.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X600183.SH,X601877.SH,X002007.SZ,X300142.SZ,X000100.SZ,X000157.SZ,X300124.SZ,X000066.SZ,X002179.SZ,X000625.SZ,X300014.SZ,X600271.SH,X000977.SZ,X300136.SZ,X002463.SZ,X002008.SZ,X002456.SZ,X600177.SH,X002371.SZ,X002506.SZ,X600584.SH,X600066.SH,X002180.SZ,X600867.SH,X600487.SH,X600498.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.171205461973405,0,0,0,0.519860762482413,0,0,0,0,-0.0368815963846312,-0.0318130939666684,0,0.0252307320811796,0,0.102594257463259,0,0,0,0,0,0,0,0,-0.0272165873174524,0,0,-0.100484750078531,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.101686296761714,0,0,0,0,0,-0.0125096231513675,0.0132812416895412,0,0,0,-0.0116584582718278,0,0
X000858.SZ,0.0885870977502425,0,0,0,0.0395345717304679,0,0,0.0239968905368958,0.0561436251898276,0.0451734489186316,0,0.612430971363224,0,0,0,0.0808639664166382,0,0,0.0128441763888692,0.0140370724259006,0,0.0122916605618276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243836926855935,0,0,0,0.00689282057130668,0,0,0,0,0.014252735107736,0,0,0,0,0,0,0,-0.00656156423754635,0,0,0,-0.0414374204208447,0,0
X600276.SH,0.175009953619298,0,0,0,0,0,0,0,0,0,0,0.106749478344475,0,0.0628753217809289,0,0,0,0.18024867589681,0,0.0145628567080031,0,0,0,-0.0248655649434666,0,0,0,0,0.0410223148127771,0,0.0122648353579771,0,0,-0.0097117609245416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515824369426948,-0.0387290406412876,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,-0.103679351521606,0,0,0,0.266040669879779,0,0,0,0,-0.0580414005827535,0,0,0,0,-0.0681751665946684,0.115124353312377,0,0,0,0,0,0.0396706079760697,0,-0.162131420531187,0,0,0,0,-0.14062448674134,0,0,0,0,0,0,0,0.0163644204612637,0,0.341840632290062,0,0,0,0,-0.00172772855318326,0,0,0,0.0933026301158355,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0007830769732904,0.522369071798181,0,0.135111247269475,0,0,0,0,0.0550410102262715,-0.0121042600104442,0,0,0,0,0.0182340060350508,0,0,0.0348725268932525,-0.0375924005873536,0,-0.0210865863698257,0,-0.0172510158755602,0,0,0,0,0,0,0,0.0829549625433691,-0.102512640019413,0,0,0,-0.0150795676405792,0,0
X600104.SH,0,0,0,0,-0.00880346245518264,0,0,0,0,0,0.0903288822682413,0,0,0,0,0.0827636266524316,0.194047491299043,0,0.0543857970906344,0,0,0,0,0,0.0519456201519092,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0116529098209698,0.00586097390964183,0,0,0,-0.0209470471089764,0,-3.46944695195361e-18,0,-0.0123651127220139,-0.0317640922384866,0,0,0,0,0.00554021811439889,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.50312366126257,0,0,0,0,0,0.172063660831603,0,0,0,0.0494023566812417,0,0,0,0,0,0,0,0,0.22530465193098,-0.249887099664378,0,-0.115968219873086,0,0,0,0,0,0,0,0,0,0,0,0,0.0826668192748101,0,0,0,0,0,0,0,-1.73472347597681e-18,0.125340591423582,0,0,0,0.148058373235669,0,0
X002475.SZ,0.0499154977202777,0,0,0,0,0,0,0,0.123948702134597,0,0,0,0.0500400143337883,-6.93889390390723e-18,0.14097856888062,0.100875600039865,0,0,0,0,0.101432152277848,0,0,0,0,0,0,0,0,0,0.177484276408668,0,0,0,0,-0.101342002806962,0.075170464216947,0,0.543977261298076,0,0,-0.0111770832051548,0,0,0,-0.060417574294887,0,0,0,-0.120105662513172,0,0.00994638121855829,0.0420517285520567,0,0,0,0,0,0
X002304.SZ,0.26651265621274,0.0188005174318931,0,0,0,0,0.138058614648483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642599618805029,0.00204591346445805,0.043060491257541,0.0641198589999226,0,0,0,0,0,0,0,0,-0.00797718699204228,0,0,0,0,0,0,0,-0.0102143147696988,0,0,0,0,0.125874410082728,0,0,0,0,0,0.0261236330454064,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.00672820690521275,0,0,0,0,0,0,0,0,0,0,0,0,0.211252575089754,0.11892403110094,0,0,0,0,0,0,0,0,0.0493129899410751,0,0,0,0,0,0.0358775014465241,0,0,0.296551698224043,-0.0133619242789379,0,0,0,0,0,0,0.0933387922886587,0,0.0974534461489904,0.158313983374964,0,0,0,0,0,0,0,0,0,0,0
