,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X000725.SZ,X002304.SZ,X600031.SH,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002007.SZ,X002241.SZ,X300142.SZ,X002371.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X600183.SH,X600741.SH,X300003.SZ,X300124.SZ,X002129.SZ,X000977.SZ,X002236.SZ,X601877.SH,X000625.SZ,X000800.SZ,X000157.SZ,X600584.SH,X300136.SZ,X002456.SZ,X002463.SZ,X002414.SZ,X002179.SZ,X002049.SZ,X000066.SZ,X600118.SH,X002185.SZ,X002180.SZ,X002008.SZ,X600522.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.146533350784818,0.205205353244519,0,0,0,0,0,0,0,0.0885329022372092,0,0,0.00862653090265447,0,0.0383106081577912,0,0,0,0,0,0,0,0.0779702059674924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014029088593706,-0.012372682824377,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00298311205461506,0,0,0,0,0,0
X000858.SZ,0,0,0.0724036276958536,0,0,0,0,0,0,0,0,0,0,0.36810239626941,0,0,0,0.044148204597993,0,0.0691904899296574,0.150966452136079,0,0,0,0,0,0,0,0,0.10275309678842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350405537044061,0,0,0,0,0,0,0,-0.00721302933231486,0.01710870521097,0,0,0,0,0,0
X600276.SH,0.0271737413097047,0.126302064975858,0,0,0,0,0,0,0.29865244345437,0,0.0353049130370909,0,0,0,0,0,0,0,0,0,0.102660759495659,0.0524588040341421,0,0,0,0.176191973994465,0,0.0490037463149035,0,-0.0794957094051762,0,0,0,0,0,0,0,0,0,0,0,0,0.0929187366019996,0,0,0,0,0,-0.0355640544788532,0,-0.00765004857238657,-0.0266360731527465,8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0.141111447797534,0,0,0,0.0777183841080002,0,0,0,0,0,0.0805404031798969,0,0,0,0.285050519637406,1.73472347597681e-18,0,0,0,0,-0.0292533687538865,0.0613174034270614,0.0581574137828796,0,0,0.00338962214850534,0,0,-0.0885294695968028,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0342621712532388,0,0.0608308179033197,0,0,0,0,0,0,0,0.0163392177607545,0.00370869773454895,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164942851600772,0,0,0,0.140916011254439,0,0,0,0.087094513333178,0.0694389696962169,0.0851439688065875,0,0,0,0.130135919738371,0,0,0,0,0,0,0,0,0.0925807305104397,0,0,0,0.213875905775074,0,0.0549012563229114,0,0,0,0,0,-0.0423462986475355,0,-0.0317348416914182,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0083200526407067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816692409333216,0.149685972732137,0,0,0,0,0,0.0532433681331241,0.254366708868925,0,0,0,-0.186621653230393,0,0,0,0,0,0,0.0286303643169901,0,0.076178534779064,0,0,0,0,0.348422933240915,0.00406098377355255,0.00318249773289611,-0.0251073691754158,0,0,0,0.157668402163201,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610584426185232,0.0840773395063013,0,0,0,0,0,0.453124383508467,0,0,0,0,0,0,0.0752208759175552,0,0,0.055186106043489,0,-0.00373542475966688,0,0.0481937177151306,0,0,-0.0301315459329045,0.00533373554466095,0,0,0,0,0,0,0
X000063.SZ,0,0.040774331460118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12599872337297,0,0,0,0,0,0,0,0,0,0,0,0.041675379246108,0.0100647756607811,0,0,0,0,0,0,0,0,0,0,0,0,0.121228603086873,-4.33680868994202e-19,0.155191172289392,0,0.0136495964888254,-0.0340084187420551,0,0,0,0,0,0
X000661.SZ,0,0,0.340840290309083,0,0,0,0.144433865471444,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574764212498743,-1.38777878078145e-17,0.105490103812353,0,0,0,0,0,0,0,0,0,0,0,0.0183689722015867,0,0,0,0,0,0,0.137562574381636,0,0,0.010014739726864,0,0,-0.11290292122673,0,0,0,0.0172774096058295,0,-0.0030698845907963,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0649587558150982,0,0,0,0,0,0,0,0,0,-0.00964280900300537,0,0.0666105509785255,0,0,-3.46944695195361e-18,0,0,0.404668305301083,0,0,0,0.194234732488919,0,0,-0.0507379886246501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980000017728999,0,0,0.0043920790187545,0.00674551628979134,0,0,0,0,0,0
