,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X600703.SH,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X600271.SH,X300124.SZ,X000157.SZ,X600177.SH,X600522.SH,X600372.SH,X002085.SZ,X600089.SH,X002007.SZ,X002508.SZ,X000066.SZ,X300136.SZ,X000981.SZ,X600699.SH,X300003.SZ,X600867.SH,X002074.SZ,X002294.SZ,X600487.SH,X000559.SZ,X002180.SZ,X002292.SZ,X600498.SH,X600809.SH,X002008.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0134558332780295,0,0,0,0.0648792302618498,-0.0263891379099646,0,0,0,0,0,0,0,0,0.0507174700968952,0,0,0,0.0123344114233281,0,0,0,0,0,0,0,0,-0.00719313227204945,0.0849512369080915,0,0,0,0,0,0,0.102594770481498,0.0315137123882367,0,0,0,0.141979335367891,0,0,0,-0.0155714884506915,0.00529880661113573,0,0,0,0,0,0
X600104.SH,0,0,-0.0801610666550959,0,0,0,0,0,0,0,0,0.0215656628912959,0,0,0.527322616169262,0,0,-0.0748246804326445,0,0,0,0,0,0,0,0,0,0,-0.116618911017149,0,0,0,0,0.0966543714140713,-0.152517299194931,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00982482853125015,0,0,-0.0230132657899733,0.00865406025929473,0,0,0,0,0,0
X002415.SZ,0,0,0,0.221376597686002,0,0,0,0,0,0,0.066945002862131,0,0,-0.0172386932523248,0,0.0414381356184701,0,0.201568818284535,0,0.200145957983661,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694623770287788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199750315255188,0.0504419959233067,0,0,0,0.00307016427991628,0.00108969772489254,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00549138280967393,0,0,0,0,0.111015646625513,0,0,0,0,0,0,0.0665704353935866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707481922262319,0,0,0,0.0703087236901065,0,0,0,0,0.358406511817878,0,0.00354111750968324,0,0.141354571313429,0,0,-0.0802674930627355,0,0.00430663715257731,0,0,0,0,0,0
X000858.SZ,0,0,0,0.228006910967907,0,0,0,0,0.0891694342912154,0,0,0,0,0.328390735191176,0,0,0,0,0.104839807019409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00713656376266256,0.0502429782066975,0,0,0,0,0,0,0.0450136012159584,0,0,0,0,0,0,0,0,0.00599448720731859,0,0,0,0,0,0,0
X002304.SZ,0,0.0600011479778303,0,0.084327584743106,0,0,0,0,0,0,0,0,0.00564390860809967,0.111235753477957,0.427575705719965,0,0,0,0,0,0.0981133474258571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054213326081023,0,0,0,0,0,-0.0220000851512625,0,0,0,0,0,0,0.132721338139971,0,0,-0.0285252858792324,-0.00400621744137152,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0336013774465728,0,0,0.19377662091735,0,0,0,-0.0525365546667878,0,0,-0.0501602484195009,-0.116391369108075,0,0,0,0.0154253780903636,0,0.056079059350392,0,0,0,0,0,0,0,0,0,0.0470205715743662,0,0,0.00816568080653888,0,0,0.06673086092688,0,0,0,0,0,0,0,0,0.026254543697088,-0.11575609407663,0.0103218943426611,0.00324617067324523,0,0,0,0,0,0
X000725.SZ,0,0,-0.12039697667814,0.293512234126123,0,0,0,0,0,0,0,0.0702350599386714,0,0.0992832951977294,0,0,-0.631408207219696,0,0,0,0.26936599503567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126898294619119,0,0,0,0,0.111918144036889,-0.0571047110715182,0.0183904533283257,0,0,0,0,0,0
X000625.SZ,0,0.181343955858428,0,0,0,0,0,0,0,0,0,0,0,0,0.294673794612623,0.0621650032331586,0,0.153275005965011,0.190379840877474,0,0,0,0,0,0,0,0,0,0,0.00361304440081841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0868220413731924,0,0.116881567578804,0,-0.119242125498482,0,0.0168449129352268,-0.0115274780483393,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179056569016292,0,0,0,0.168860832956809,0.0917213729296816,0,0,0.049434672354502,0.104604552634413,0.025500318172506,0,0,0,0,0,-0.0680334047757453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534196793619749,0.0162367322636241,-0.00929312463896216,0,0,0,0,0,0
