,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002304.SZ,X000568.SZ,X000338.SZ,X600703.SH,X600690.SH,X000661.SZ,X600809.SH,X002371.SZ,X000100.SZ,X600183.SH,X600741.SH,X300003.SZ,X002007.SZ,X300014.SZ,X000977.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X000625.SZ,X002129.SZ,X300142.SZ,X600498.SH,X002463.SZ,X000157.SZ,X300124.SZ,X002456.SZ,X600487.SH,X000066.SZ,X600271.SH,X600584.SH,X002179.SZ,X600118.SH,X600522.SH,X300136.SZ,X002180.SZ,X002049.SZ,X002414.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.338061899323813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519769714572154,0.208393427474293,0,0,0,0,0,0,0.127207661407509,0,0,0.142028431388691,-0.155011417679788,0,0,0,0.133009241828221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087992241581963,-0.0288627125345974,0,0,0,-0.0121900183019132,0,0
X000858.SZ,0,0,0,0,0,0.0483132364944278,0,0,0,0,0.0769603571093951,0,0.410773456031981,0,0,0,0.0831769392565246,0,0.00725033164065224,0.0187529643950889,0,0,0,0,0,0,0,0.198938980852128,0,0,0.0376270403739282,0.00150631120668932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119097320878495,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.020794869969388,0,0,0,0.247484555919771,0,0,-0.012059224894443,0,0,0.0190638574409188,0,0,0.0868444347776836,0.056029345388972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132163282063168,0,0,0,0,0,0,0,0,0.00029807944232521,0,0,0,-0.0256127918128862,0,0
X000651.SZ,0,0.129915524939416,0,0,0,0.0492937286358971,0,0,0,0,0,0,0.190531698728588,0.277235998711215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395982332029702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00964481399412953,0,0,0,0,0,0,0
X002415.SZ,0,0.197977745103648,0,0,0,0,0.10149738456113,0,0,0,0,0,0,0,0,0,0,0,0,0.0438317073953086,0.0537200241084477,0,0,0,-8.67361737988404e-19,0,0,0.104469871895017,0,0,0.115809551270142,0,0,0.0436714434485043,0,0,0,0,0,0,0.134138847888746,0,0,0,0,0.00675891072370832,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0.151666024183647,0,0,0,0,0,0,0,0,0.141280680771614,0.358320646113897,0.0122745981021821,0.000140916572343679,0,0,0,0,0,0,0,0,0,0,0,0.044658849438464,0,0.0645853863494428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122025205225689,0,0.0214551166493325,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0473661564322638,0,0,0,0,0,0.093023248636085,0,0,0,0,0,0,0,0,-0.00959321658248628,0.416319001890355,0,0,0,0,-0.016027545109279,0,0,-0.0800408437891053,0,0,0,0,0,0,0,0,0,0,0.35307374475275,0,0,0,0,0,0,0.0191193787986621,0,0,0,0.016090585620209,0,0
X000063.SZ,0,0,0,0,0,0,0.101381583200798,0,0,0,0,0,0,0,0,0,0,0,-0.0839782919096081,0,0.048008581042277,0,0,-0.00929606308919853,0.220055798548718,0,0,0.0636668607242011,0,0,0.0435521878869103,0,0,0.519241702382943,0.0433596637438089,0,0,0,0,0,0,0,0,0.0252742647138986,-0.204631030039558,0.102269977426932,0,0,0.0141353635342848,0,0,0,0.0460266190649744,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0906226749535407,0,0.218625341032661,0,0,0,0,0.0165184765124361,0,1.38777878078145e-17,3.46944695195361e-18,0,0,0,0,0,0,0,0.0611574636143543,0,0,0,0,0,0,0,0,0,0.151009516005158,0,0.252956015151939,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.00868855452194209,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100889466202075,0,0,0.474662203443263,0.0414159843943344,0,0,0,0.0118918870890197,0,0,0,0,0,0,0,0,0,0,0,0,0.0346065249757949,0,0,0,0,0,0,0.0263002676335295,0.12715831415009,0,0,0,0,0,0.00833956309427025,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965803064137639,0,0,0.0077439194996079,0.0785820129564612,0,0.102900244966334,0,0,0,0,0,0,0,0.108858606267383,0,0,0.124683518461833,0,0,0,0,0.294856751050508,0,0,0.00858589919492974,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.203097022104329,0.0393528229875582,0,0,0.078521464728666,0,0.106003296429811,0,0,0,0,0,0,0,0,0.180561602604354,0,0,-3.46944695195361e-18,0,0,0,0,0.195580100455583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.298348011803442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406447599229748,0,0,0.0521749438228667,0,0,0,0,0.0254539287886876,0,0,0,0,0,0,0,0.000389606008181317,0,0,0,0,0.00141074441898148,0.0937980672952873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.341114293418469,0,0,0,0,0.368932794313511,0.0532814165682835,0,0,0,0,0,0,0,0,0,0,0,0.181286644598866,-0.035380872241868,0,0,0,0,0,0,0,0.0331110885382966,0.0484724733143417,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.0611222310433776,0,-0.00925160801917232,0,0,-0.0678762261085965,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0343821235869749,0,0,0,0,0,0,0,0.0338073922921625,-8.67361737988404e-19,0,0,0,0,0,0.056582671966721,0,0.0790741850441433,0.0453676001401349,0,0,0,0,0,0,0,0,0,0.123670787057942,0,0,0,0.562512295515574,0,0,0.1082252469073,0,0,0.0612173839255471,0,0,0,0,0.000453292983206484,0,0,0,0,0,0
X600690.SH,0,0.0550020512983721,0,0,0,0,0.100718150864655,0,0,0,0.205580899514148,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.133322724644775,0,0,0.114913957387366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536738863421646,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262741256234303,0,0,0,0,0,0,0,0,0.0069321492675305,0,0,0,0,0.160196645391483,0,0,0.172911742291518,0,0.0192809684019474,0,0,0,0,0,0,0,0,0,0,0.163379401535215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.522074629634497,0,0.012953343130938,0,0,0,0,0,0,0,0,0,0,0,0,0.103124276121924,0,0,0,0.00700756138960716,0,0,0,0,0,0.140893516068442,0,0.0067274929329902,0,0,0,0,1.73472347597681e-18,0,0,0.0377123006693832,0,0,0,0,0.00966206043422209,0,0,0,0,0,0
