,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000725.SZ,X600031.SH,X002129.SZ,X000063.SZ,X300014.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000733.SZ,X600522.SH,X000977.SZ,X002074.SZ,X600584.SH,X600460.SH,X002236.SZ,X000799.SZ,X000066.SZ,X600183.SH,X300003.SZ,X000800.SZ,X002007.SZ,X600884.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.023031945608165,1.73472347597681e-18,0,0.182189877186784,0,0.229889258456797,0,0.0772254009839058,0,0,0,0,0,0,0.044143844586585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117160765717206,0,-0.0160530409350095,0.0147632419799887,0,0,0,0,0,0.0852743285318062,0,0.0642349083587816,0,0,0,0,0,0,0.00807377954013845,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0753655142747801,0,0.121931435920367,0,0.580635474226441,0.0686335650740903,0,0.168670477845408,0,0,0,0.0611562993077735,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,0,0.0320536691660973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463605261689485,0.0147780277515176,0,0,0,0,0,0
X002415.SZ,0,0.0593826565313613,0,0,0,0,0,0,0.0457343017136014,0,0,0,0,0,0,0,0.0533040161501759,0,0,0.137245004772795,0,0,0,0,0.0722069911756936,0,0,0,0,0,-0.104909016693745,0,0,0,-0.123084596914755,0,-0.204480510840236,0,0,0,0,0.3006353903357,0,0,0,0,0,-0.00323249328157759,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.445075449247103,0,0,0,0,0.360335299281737,0,0,0,0,0,0,0,0,0,0,0,0,0.0439601464362769,0,0,0,0,-0.157017544098482,0,0,0,0,0,0,-0.03657392277266,0,0,0,-0.0982676137893448,-0.121480556749974,-0.0681651557729733,0,0,0,0,0,0,0.247193496177017,0,0,0,-0.067136466698187,0,0,0.00608042710199964,-0.0129729829185857,0,0,0,0,0,0
X600809.SH,0,0.0599293804318727,0.0121418420036318,0.0500662111992337,0,0,0.215438279370496,0.133905082351074,0,0,0,0,0,0,0,0,0.0415906800270643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317332290271444,0,0,0,-0.0128988410649221,-0.104832570258058,0,0,0,0,0,0.251216895966635,0,-0.0103649637643818,0,0,0,0,0,0,0.0199362117923268,-0.0211224974229385,0,0,0,0,0,0
X600276.SH,0,0,0.0262897850310719,0.267941659102314,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285037692585535,0,0,0,0,0,0,0,-0.0296913893186991,0,0,0,0.101039410643464,0,0,-0.139113246113552,0.0823527869409702,0.276493165080032,0,0.0936973779113979,0,0,0,0.045331349517598,0,0.0834119107588257,0.0255290099272351,0.116655617130065,0,0.028644488532278,0,0,0,0,0,-0.0458444762431399,0.0447325935223461,0,0,0,0,0,0
X002304.SZ,0,0.292862479199191,0,0.422842871881823,0,0,0,0,0,0,0,0,0,0.100864741649117,0,-0.0250635377275054,0,0,0.199352294162989,0,0,0,0,0.043138974310892,0,0,0,0,0,-0.0639017880167534,0,0,0,0,0,0.00743240956896712,0,0.0150571472320144,0,0,0,0,0,-0.0833163690321655,0,-0.0577456156304255,0,0,0,0,0,-0.0122357853392121,0.0203548607851544,0,0,0,0,0,0
X600690.SH,0,0,0,0.0708453639645333,0,0,0,0,0,0,0.0874879633149226,0,0,0.238290026435149,-0.0271014833747733,0,0,0,0,0,0.00480814025638344,0,0,0,0,0,0,-0.00528678603591555,0,0,0,0,0,0,0,0,0,-0.00585342180038638,0,0,0,0,0.054980299090184,0,0,0,0,0,0,0,0,0,0.00602109045085448,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.290325570680893,0,0,0,0.0220397876244535,-0.012126820754467,0.156649662884414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295477240495253,0.160348897542731,-0.0204646169266771,0.287019129799952,0,0,0,0,0,0,0,0,0.0720607148746432,0,0,0.572394255251785,0,-0.00388814673694234,0,0,0,0,0,0
X000651.SZ,0,0.186591701610924,0,0,0,0,0,0.242105370100169,0.00622483580282503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025812485100657,0,0,0,0,0,0,0,0.0343668435620997,0.0284012644150036,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0263357923460375,-0.0323346625581139,0,0,0,0,0,0,-0.0106612944116138,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.13480888539371,0,0,0,0,0,0,0.0407857447525755,0.0112419882060057,0,0,0,0,0,0,0,0,0,0,-0.308943956345311,0,0.0893019809921871,0.115336112722431,0.0142003313648925,0,0,0,0,0,0.233152647680763,0,0,0,0,0,0,0,-0.0363785773266643,0,0.260112073996171,0,0,0,-0.0407753484261463,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.139949510453034,0,0,8.67361737988404e-19,0,0,0,0,0,0.139827210294282,0.0441678300863189,0,0,0,0,0,-0.0593732079544577,0.0719594769251081,0,0,0,0,0,0,0,-0.0235991048480607,0,0,0,0,0,0,0,1.73472347597681e-18,0.00793213886954298,0.0192174638613023,0,0,0.0284673543036087,0,-0.0277034605777824,0,0,0,-0.0327626818011281,0,0,0,0.0223848398806399,-0.0064865156157218,0,0,0,0,0,0
X000725.SZ,0,0,0.0203987043841308,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279877870324338,0,0,0,0,0,0,0,0.153341344390441,0,0.144034745466389,0.0729239319552191,0,0,0,0,0,0,0.0247353297447131,0,0,0.0368050296427667,0,0,0.0351839013191584,0.176855240066598,0,0,0,0.0661740027237063,0,0.0531033099520774,0,0,0,-0.0101261600544431,-3.46944695195361e-18,0,0,0,0,0,0
X600031.SH,0,0.23515463336079,0,0,0,0,0,0.2595060781681,0,0,0.157493298193035,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12092486899079,0,0,0,0,0.0903498559417953,0,0,0,0,0.274209308847218,0,0,0.0177239943976727,0,0,0,0,0,0,0,-0.0105737436263,0,0.0389749103139259,0,0,0,-0.00607430450417814,-0.0183137536309174,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659994497470811,0.113873743667779,0,0,0.168119080230059,0,0,0,0,0,0,-0.0206922822349024,0,0,0.043886343981763,-0.0939467464236564,0.0867841992296442,0.028259081293263,0,0,0,0.337359592037396,0.0378490356758879,0,0,0,0,0,0,0,0,-0.0300773049827757,0,0,0,0,0.0145651784884712,0.0188636292911738,0,0,0,0,0,0
X000063.SZ,0,0,0.0912159610903426,0,0.0198327832567909,0,0,0,0,0,0.0761996612451244,0,0,-0.0889480255761562,0.0443770727187854,0,0,0,0.146463024220918,0.225803527269414,0,0,0,0,0,0,-0.0250314983639369,0,0,0,0,0,0,0,0,0,0,0.0915343222396778,0,0.0707212755367204,0,0.231171896674656,0,0,0.200679586931534,0,0,0,0,0,0,0.0075126581580899,8.67361737988404e-19,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0749610803390642,0,0,0,0,0,0,0,0,0,0,0.0847735723515962,0,0,0.18970865442989,0,0,0,0,0,0.0478933384161278,0,0,0,0,0,-0.138130956602593,0,4.33680868994202e-19,0,0.242738689475419,-0.557983805990674,0,0,0.00806397964090406,0.0676620926475313,0,0,0,0.0883637700147074,0,0,-0.139935755561162,0.0915174080905103,-0.0817759510622241,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.0163115676227199,-0.0214573072735009,0,0,0,0,0,0.0980865706323379,0,0,0.0465074922796763,0,0,0,0,-0.042551373713353,0,0,0,0,0,0,0,-0.0311662426128449,0,0,0,0,0,0.0666829832978412,0,0,0,0,0,0,0,0,0,0.00464960390459932,0.0189021083481953,0,0,0,0,0,0,0.0136753110256922,0,0,0,0,0,0
X000596.SZ,0,0,0,0.0856118968433102,0,0,0.338746681568889,0,0,0,0,0,0,0,0,0.164439094405218,0,0,0,0,0,0.0593100994539131,0,0,0,0,0,0,0,0.0247650914936383,0,0,0,0,0,0,-0.0142553140765439,0.0546067092242776,0,0,0,0,0.109556965506933,0,0,0,0,0,0,0,0,0.011941977647169,-0.0106340253603032,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0623498000269628,0,0,0,0,0,0,-0.0244223278262663,0.0349720634283058,0.0334499641467917,0,0,0,0,0,0,0,0,0.453635148956551,0,0,0,0,0,0,0,0,0,0,0,0,0.0712953420800181,0,0,0.165345602852808,0.000691842625609326,0,0,0.147062297320956,0,0,0,0,0,0,-0.0229638437442449,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321602812618311,0,0,0.443777218039372,0,0,0,0,0,0,0,0,0,0,0,-0.0373791564131567,0,0,-0.0459897592540095,0,0.295693224121301,0.269925642021958,0,0,0,0.157481335388756,0,0,0.173239425513798,0,0,0,-0.185460618735877,0.0545764113308573,0,0,0,0,0.0359406843218815,0,0,0,0,0,0,0
