,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X002241.SZ,X600703.SH,X000596.SZ,X002007.SZ,X000100.SZ,X300003.SZ,X002236.SZ,X601877.SH,X000157.SZ,X002463.SZ,X300142.SZ,X300124.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X600271.SH,X000625.SZ,X300136.SZ,X002129.SZ,X600867.SH,X000977.SZ,X600177.SH,X002506.SZ,X002049.SZ,X002180.SZ,X300014.SZ,X002456.SZ,X600498.SH,X600066.SH,X002371.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0984417649026798,0.0582849258476311,0,0,0,0,0,0,0,0,0.427032023957739,0,0,0,-0.0226156599641864,0,0,0,0.075852689955141,0,0,0.0236146618776191,-0.0848725292516815,0,0,0,0,0,0,0,0,0,0.0304701227368375,0,0,0,0.0242803517280494,0,0,0,0,0,0,-0.0460230801672805,0.0188732601403399,0,0,0,0,0,0.00475623955978412,0,0,0,0,-0.00737232733491879,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0668175851183785,0,0,0.410298065936295,-0.0512342149283515,0,0,0,0.272804937040208,0,0,0.0109069642320805,0,0.100080896023336,0,0,0,0,0,0,-0.0759801365892579,0,0,0,0,0,0,0.0636163627208231,0,0.0566394147850691,0,0,0,0,0,0,-0.0171709800050892,0.0475433672664337,0,0,0.0300561125034339,0,0,0.0113599963733758,-0.0385742472555793,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.116425116495233,0,0,0.226936317012367,0,0,0,0.0929841586389203,0,0.0387459210699683,0,0,0,0.0701549378936673,0,0,0.0116357930054183,0,0,0,-0.012503158689301,0,0,0,0,0,0,0,0,0,0,0,0,0.0440489143061705,0,0,-0.0448168493404558,0,0,0,0.0127511229085252,0,0,8.67361737988404e-19,-0.0101444935635353,0,0,0,0.00792253978118641,0,0
X000651.SZ,0,0,0,0,0.0314615580100307,0,0,0,0,0,0,0,0,0,0,0,0.24315135202128,0,-0.05165764070821,0,0,0,0.257259533890838,0,0,0.00905510193056074,0,0.031133086922218,-0.0211292772603453,0,0.0705954687661692,0,0.11246958632992,0,0,0,0,0.0208339603123542,0,0,0,0,0,-0.0431307109986935,0,0,0,0,0,0,0,-0.00490314544818093,0,0,0,0,0.0141003381872662,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0555902443414396,0,0,0,0,0,0,0,0.11272231122516,0,0,0.047909308490192,0,0,0,0,0,0,0.506574506092842,0.1568048511702,0,0,0,0,0,0,0,0,0,-0.055373367244571,0.00641635856268851,0,0.0155980442500244,0,0,-1.73472347597681e-18,0,0,-0.00881743494552627,0,0,0,0,0,0.0135889523309506,-6.93889390390723e-18,0,0,0,-0.00521272693429098,0,0
X600104.SH,0,0,0,0,0,0,0.0538365716129937,0,0,0,0,0,0,0,0.0414796785988773,0.116154973142026,0,0,-0.0481032101087393,0,0,0,0,0,0,0,0.0992439242880603,0,0,0,0,0,-0.00184209545937915,0.0553568771216384,0,0.177521270623036,0,0,-0.0207604075937564,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565383030316443,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200801165213547,0,0,0,0,0,0.110647074689791,-0.13322019751758,-0.0594668397886702,0,0,0,-0.132887161408876,-0.0296964437830787,0,0.0939963873135668,0,0,0,0,0,-0.0526872606548484,0,0,-0.111754868831095,0,0,0,0,0,0,-0.0310885296091834,0,0,0,0,0.166123496489533,0,0
X002304.SZ,0,0,0.0621030293641037,0,0,0,0.162972913186036,0,0,0,0,0.176167391423875,0,0,0,0.137855506428311,0,0,0,0.0400682033667696,0,0.102854282685428,0,0,0,0,0,0,0,0,0,0,0,0.0455738220268986,0,0,0,-0.0406300764330809,0.0254630663745777,0,0,0,0,0,0,0,0,0,0,0,0,-0.00572140825417148,0.0357289569923204,0,0,0,-0.0240154329334679,0,0
X002475.SZ,0,0.160489484815739,0,0,0,0,0,0,0,0.0141628033920919,0.0632162880548189,0,0,0,0,0.121706718275724,0,0,0.0600028006292555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134136634905095,0,0,0.00913487878721271,0,0,0,0,0,0.0968523223537611,0,0,0.195832132760332,0,0,0,0,0,0.00476638638285823,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20149828714324,0,0,0,0.155955250658622,0.143926442871119,0,0,0,0.538096640976762,0,0,0,0,0,0,0.0634990476767905,-0.146268712564165,0,0,0,0,0,0,0,0,0,-0.115059502906684,0,0,0,0,0,0.298719511061824,0,0,0.0430170682146828,0,0,0,-0.0756465607198172,0,0
