,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X300124.SZ,X600031.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X002241.SZ,X000100.SZ,X002463.SZ,X600418.SH,X600089.SH,X600584.SH,X600703.SH,X000977.SZ,X600372.SH,X000157.SZ,X002049.SZ,X002028.SZ,X600522.SH,X600066.SH,X002236.SZ,X600741.SH,X600839.SH,X600183.SH,X600460.SH,X601877.SH,X002129.SZ,X600487.SH,X601799.SH,X000800.SZ,X000661.SZ,X002456.SZ,X002074.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.483633853797695,0,0,0,0,0,0.0423408769831196,0,0,0,0,0,-0.018685471378148,0,0,0,0.115520505391336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363292546834696,-0.13703397015456,-0.0479595916998852,0,0,0,0,0
X000858.SZ,0.296916833315787,0,0,0.00453736133119647,0,0,0,0.527212778143339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116127463739143,0,0,0,0,0,0,0,0.162347592152299,0,0,0,0,0.0118074988603489,0,0,0,0,0,0,0,0,0.0651071202876236,0,0.0580062496715086,0,0.000973477603864777,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0749473778597185,0,0,0,0,0,0,0,0,0,0,-0.0155590742858613,0.626203816036056,0.135517478994949,0.119120164584174,0.0460311724875809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954784252412998,-0.0230113283721984,0,0,0.108654153732498,0,0,0,0,0,0,0,-0.00442563145727625,0,0,0,0,0,0,0
X600276.SH,0,0.2525939627343,0,0,0,0,0,0,0,0,0,0,0,0.195704254437264,0,0,0,0,0,0,0,0,-0.389809071112272,0,0,-0.0496334804228394,0,0,0,0,0,0,0,0,0.32401963411773,0,0,0,-0.00255353299556198,0,0,0,0.130726639828215,0,0,0,0.0544823652837888,0.0122722634737923,0,0,0,0.0555379965325614,-0.160358662752271,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.445073262619239,0,0,0,0,0,0,-0.0504217039844102,0,0,0,0,0.107462568344986,0.0743594417284219,0,0,0.0582995705623667,0,0,0.0878427383065282,0,0,0,0,0,0,0,0.108771904260627,0,0,0,0,3.46944695195361e-18,0,-0.00584286192857691,0,-0.0176153920365324,0,0,0,0,0.0525841910114622,0,0.0915604240050036,0,-0.0498066520139454,0.0132816751921097,0,0,0,0,0,0
X002415.SZ,0.0538613769029409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136990080492135,0,0,0.00392664504050513,0.0535680407071698,0,0.136522631349523,0,0,0,0,0,0,0,0,0,0,0,0.0941966146858869,0,0,0,0,0,-0.100742767181378,0,0.0693485678000492,0,0.129192940064866,0,0.0638440209886152,0,0,0.118273149572411,0,0,0,0,0,0.0301585647308523,0,0,0,0,0
X000651.SZ,0,0,0,0,0.404299301864392,0,0,0,0,-0.00677314877446523,0,0,0.0426882797693704,0.0398042500993825,0,0,0,0,0,0,0,0,0,0.0844019510303125,0,0,0,0,0,0,0,0,-0.029049575647545,0,0,0.0234905897144515,0,0,0,0,-0.0739488923830813,0,0.058432723799318,-0.0129398995483583,0,0,0,0.0279783738469003,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.244447616321075,0,0,0,0,0,0,0.145120073172743,0,0.360547349153373,0,0,0,0,0,0,0,0,0.26686954258262,0.079214769188734,-0.0227681070918371,0,0,0,0.0930350860200831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452553968515684,0,0,-0.10680091093491,0,0,0,-0.0410924099773784,0,0,0,-0.00534654638644047,-0.0232222025502801,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0141925630924243,-0.323471595777742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368704358884076,0,0,0,0,0,0,0,0,0,0,0,0.0906651179512266,0.568939518989266,0,-0.40013778871779,0,0,0,0,0,0.0111490493951059,0,0,-0.158515152000899,3.46944695195361e-18,0,0,0,0,0,-0.222711803138797,0,0,-0.0715689654256471,0.1126712545876,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0405720829306943,-0.130678481459741,0,0,0,0,0.307786718740248,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0432782605171503,-4.33680868994202e-19,0,0.348752654856942,0,0,0,0,0,0.0177205725587232,0,0,0,0,0.00471309368118275,0,0.0647440307627518,0,0,0,0,0,0,0,0.0678250087405629,0,0,0.0688497705118178,-0.0177305309438202,0,0,0,0,0,0
X000568.SZ,0.255205457588996,0,0,0,0,0,0,0.563945947301552,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0861514070488199,0,0,0,0,0,0,0,0,0,0.0299195400763006,0,0,0,0,0,0.034913394079004,0,0,0.00777634176139113,0,0,0,0,-0.0581747241213622,0,0,0,0,0,0,0,-0.072921536273855,-0.00401912429325036,-0.0489445245851442,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082592027133352,0,0,0,0,0,0.0402317910686387,0.0115008505289134,0,0,0.469728969016886,0,-0.0159733545637459,0,0,0.066701240892906,0,0,0,0,0,0,-0.0114021715728735,0,0,0.0748786275916816,0.00656785596971271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172858641165129,0,0,0,0,0
X600104.SH,0,0,0,0,0.00234038105924027,0,0,0,0.143395359849081,0,0.230064060098847,0,0,0,0,0,0,0,0,0,0.0825731563108131,-0.0506348060561429,0,0,-0.153698658600988,0,0.132701690699754,0,0,0,0,0,-0.0209388108258523,0,0.0860654836786688,0.157477818993317,0,0,0,0,0,0,0.00313928509221469,0,0,0,0,0.0641733039037665,0,0,0,-0.00401165738910737,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0933958187470878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252497823809414,0.427077367455134,-0.0901422463958126,0.11452351952262,0,-0.0680174960156911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184305301125939,0,0,0.320815884759575,0.00590285106106196,0,0.0869872039662692,0,-0.0992583571456195,0.0187180456932341,0,0,0,0.00894796127752269,0,0
X600031.SH,0,0,0,0,0.0321368584108542,0.156770971625049,0.539780953642729,0,0,0,0.0130384244618175,0,0,-0.0100642014331012,0,0,0,0.0599060586775811,0,0,0,-0.101206013237612,0,0,0,0,0,0,0,0,0,0,0,0.154216747899482,0,0,0,0,0,0,0,0,0,-0.0528152164845007,0.175582601408183,0,0,0.0739142045669899,0,0,0,0,-0.0585612073255363,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257299414289785,0.179417621358086,0,0,0,0,0.0258224885475695,0,0,0,0,0,0,0,0,0.13138015988146,0.116528894280017,0,0,0.148101012563331,-0.113059962864352,-0.0345046598140227,0,0.0811626734494536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116154214108729,0.0399546727553266,0,0,0,0.216516798832683,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.249090165052729,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0374201633500807,0,0,0.0833582290950931,0.209081469703418,0,0,0,0,0,0,0,0.150395809493456,0.0139321658723995,0,0.394058250569857,0,0,0,0,0.0062783974450504,0,0,0,0,0,0,0.0288109341026741,0,-0.0304530289073717,0,0.0986201110327851,0,0,0,0,0
X002304.SZ,0.106072846940967,0.383730383375214,0,0,0,0,0,0.0716828562001243,0,0,0,0,0,0,0,0,0.160609138983121,0,0,0,0,0,0,0,0,-0.151355784463656,0,0,0,0,0,0.0497469613339749,0,0,0,0,0,0,0.0250517921735526,0,0,-0.177636759877051,0.0542852855722279,0,0,0,0,0.0947710724419427,0,0,0,-0.0415931351569834,0,0,0,0,0,0,0
