,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X600118.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600741.SH,X002292.SZ,X600089.SH,X600066.SH,X002475.SZ,X000559.SZ,X601877.SH,X600177.SH,X002236.SZ,X600839.SH,X002129.SZ,X002223.SZ,X000568.SZ,X000016.SZ,X002456.SZ,X000800.SZ,X300124.SZ,X002276.SZ,X300003.SZ,X002465.SZ,X600582.SH,X000869.SZ,X002294.SZ,X600435.SH,X000066.SZ,X000727.SZ,X002008.SZ,X000581.SZ,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0348249899413532,0.0349018328493615,0,0,0.137560804544271,0,0.0179197888918315,0,0,0,0.038668704497653,0.023239839033612,0,0.0554945687503439,0,0,0,0,0,0,0,0,0,0,0,0,0.238798685154652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165012663118525,0.0220601386920752,0,0,0,0,0,0
X600104.SH,0,0,0.0646264024511422,0.117603012200827,0,0.0356858854624205,0,0,0,0,0.0304043290369781,0,0.00611942282612198,0,0.00200068621953901,0,0,0,0.0224063905604139,0,0,0,0.150419641996184,0,0,0,0,0.0190648535103067,0,0.077426365604575,0,0,0,0,0.00809080620992798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00388488176961456,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0920206765823322,0,0,0.0154156084538878,0,0,0.0617335396135589,0.108398769901147,0.0849201712649202,0,0,0.0273087334159984,0,0,0.0504611230706082,0,0,0,0,0,0,0,0,0,0,0,0.023866890400797,0,0,0.110262999699594,0,0,0,0,0,0,0,0,0,0,0,0.0121621248118168,0,0,0,0,0,0,0,0.00727035447717391,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109366367742307,0,0,0,0,0,0,0,0,0.0185967298094502,0.301828407644216,0,0,0,0,0,0,0,0,0.0551489536815415,0.0622961547523821,0,0,0,0.0318590841939747,0,0,0,0,0,0,0.164909372174484,0,-0.0175628431939226,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.173329278224358,0,0,0.14404586766148,0,0,0,0,0,0.0158471181965499,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.104355921809447,0,0.085354496734876,0,0,0.181274759464156,0.146884404526127,0,6.93889390390723e-18,0.0823514525644593,0.0854602857085558,0,0,0,0,0,0.0252083981778587,0.00703842556769417,0,0,0,0,0,0
X000858.SZ,0,0,0,0.024029290062372,0,0,0,0.124128572878369,0,0.0470530029439762,0,-0.0249921754161106,0.100339238878828,3.46944695195361e-18,0,0,0.167124437449401,0,0,0,0,0,0,0,0.00160240114920354,0,0,0,0,0,0,0,0.428300975716778,0.0105120954453314,0,0,0.0520593637641174,0,0,0,0,0.0905132427209744,0,0,0,0,0,0,0,0,0,-0.00173698004198636,0.00780869991250394,0,0,0,0,0,0
X000625.SZ,0.0421674710691875,0,0.0314622649624004,0.0879025633749674,0,0,0,0,0,0,0,0.0531104196395017,0,0,0,0,4.33680868994202e-19,0.024430942659034,0,0,0.0391896792285144,-0.00783539019562464,0.244738160030324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241215543874879,0.176429416633111,0,0,0,0,0,0,0,0,0,0.010134509120744,0.0109166555352408,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0368572003319595,0,0.31074093995125,0,0,0,0,0,0,0.090940106688184,0,0.00787924865372446,0,0,0,0,0.103192744457825,0,0,0,0,0,0.0117662056890117,0,0,0.00485192764924363,-2.16840434497101e-19,0,0,0,0,0,0,0.0174196527078867,0,0,0.0145064700247065,0,0,0.0980500073940537,0.0430522740067788,0,0,0,0,0,0,0,-0.00124467692605095,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.118917052536209,0,0,0,0,0,0,0,0,0,0,0.0404829131454322,0,0,0,0,0.0969421354004592,0,0,0,0,0,0,0,0.115541475224268,0,0.0826778905227152,0,0,0,0,0,0,0,0.022919516536471,0,0.0816423131705178,0.0754080785774863,0,0,0,0,0,0,0,0,0,0,-0.00423430784955761,0.0285914850463475,0,0,0,0,0,0
X600690.SH,0,0,0.190480828717512,0,0,-2.16840434497101e-19,0,0.0254209568768036,0,0,0,0,0,0,0,0.0738378849044322,0.105233408030925,0,4.33680868994202e-19,0,0,0,0,0,0,0.105360115809504,0,0,0,0.0287777692429585,0,0,0.0369225759579314,0,0,0.00498662612845907,0,0,0,0,0,0,0,0,0,0,0,0.0404596273535872,0,0.0228191803514101,0,-0.00963203466405799,-0.0102449150489335,0,0,0,0,0,0
