,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600031.SH,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X002508.SZ,X300124.SZ,X600271.SH,X002085.SZ,X600118.SH,X600089.SH,X600177.SH,X000157.SZ,X002007.SZ,X300136.SZ,X300003.SZ,X600372.SH,X600522.SH,X002008.SZ,X000981.SZ,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X600566.SH,X002074.SZ,X000066.SZ,X600809.SH,X300115.SZ,X000596.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0994458373667822,0,0,0,0,0,0,0.182434062257283,0,0,0,0.000227340423430528,-0.0555203808021371,0,0,0,0,0.0411507801286778,0,0,0,0,0,0.0880733797619973,0,0,0.0635182256021819,0,0,0.00901699052298517,0,0,0,0,0,0.15100091325325,0,0,0,0,0.0643103506286162,0,0.133021608625863,0,0,-0.00376165291264241,0,0,0,0,0,0,0
X600104.SH,0,0,-0.0414404663681843,0,0,0,0,-0.00863988444088689,0.0146817592647171,0,0,0.408640485052505,0,0.329684921474436,0,0,0,0,0,0,0,0,0,0,0,0,-0.195596361862553,0,0.00776383376449448,0,0,0,-0.00163931893386841,-0.0549204421796796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335048176289968,-0.0112529717312681,-0.000990505837871276,0,0,0,0,0,0
X002415.SZ,0,0,0,0.189606850428149,0,0,0,0,0,0,0,0,0,0,0,0,0.180277399787624,0,0,0,0,0,0,0.0104270868695001,0,0,0,0,0,0,-0.00155649706585715,0,0.0663495698429514,0,-0.21848560278446,0,-0.167696356521373,-0.271784963669384,0,0.0577617581830246,-0.0228472416542526,0,0,0,0.189795629703474,0,0.0868209498956774,0,0,0,-0.019724915544949,-0.0166526841115406,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0953056198328221,0,0,0,0.00412035795116512,0,0.181126411347806,0.0822556114642646,0,0,0,0.00573263721762464,0,0,0,0,0,0,0.128860274258524,0,0,-0.0313404912141102,0,0,0,0,0,0,0,-0.0338597290853741,0,0,0,0,-0.100225951309386,0,0,0,0,0,0.0798252615061033,0,0,0,0,0.023580435060123,-0.00415053041896497,0,0,0,0,0,0
X000858.SZ,0,0,0,0.154771971560206,0,0,0,0.019421472171945,0,0,0,0,0.329970518870781,0,0.0287292131067134,0,0.0352614356163088,0,0,0.108796250933199,0,0.0386873569182291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00957372589856032,0.125292787303647,0,0,0,0,0,0,0,0,0.111817515227958,0,0,0,0,-0.00599254870825264,-0.00446669388626815,0,0,0,0,0,0
X000725.SZ,0,0,0,0.107727843780992,0,0,0,0,0,0,0,0.12865230891744,0,0.130350638028277,-0.33676794401793,0,0,0.127774274048403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282864794196061,0,0,0,0,0,0.273832114148137,0,0,0,3.46944695195361e-18,0,0,0.0691868396831591,0,0.14547236599117,0.045041569865069,-0.0599430740362759,0.0419213058489317,0,0,0,0,0,0
X600276.SH,0,0,0,0.0609626268284558,0,0,0,0,0,0,0,0.234569978733467,0,0,0,0,-0.061654046086511,0,0,-1.73472347597681e-18,0,0,0.0440544023844803,0,-0.000524537549381298,0,0,0,0,0,-0.053917269076666,0,0,0,0,0.0202160926932544,0,0,0,0,0,0,0,0,0,0.0460634377937725,0,0,0,0,0.00502398180841908,0.0152809151817481,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.182797993693281,0,0,0,0,0,0,0,0.338434600116775,0,0,0,0,0.101640236787165,0,0,0,0.00592234695031971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00184305623166337,0,-0.17764764581258,0,0.106586463690829,0,0,0,0.0936759291251873,0.0227800953883324,-0.0390526928503993,0,0.138848932508314,0,0.00760050457805155,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.00572779020700316,0,0,0.203718793689525,0,0,0,0,0,0.0212148016407712,0,0,0,0,0,0.00674859085672162,0.0400169490743354,0,0,0,0,0,-0.0359534089219538,0,0,0,0,0,0.0214532395728604,0,0,0,0.00314472811730472,0,0,0,0,0,0,0.00286626784177469,-0.0699096136994408,0.144005268031467,0,0,0,0,-1.0842021724855e-19,-0.0108673567671535,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0163852991651345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133919635579485,0,-0.21258000999716,0,-0.0663678271572588,0,0,0,0,0,0.0413122295893832,0,0,0,0,0,0,0,0,0,0.0257739029182852,0,0.0799248192681643,-0.126958827120139,0,0,2.16840434497101e-19,-0.00462286933510984,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170723170927274,0,0,0.0949262189815667,0.121857858434944,0,0,0,0.0515880509933005,0,0,0,0.0412075816195444,0,0.220346872230582,0,0,0.253322301592581,0,0,0,0,0,0,0.0240905428204757,0,0,0,0.00944699552163792,0,0,-0.248079233693754,0,0,-0.00534875262772844,-0.0160826202190986,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0998804515289018,0,0,0,0,0,0,0,0,0,0,0.0788905318271456,0,0,-0.107660800170647,0,0,0,0,0,0,0,0,0.0259986171617003,0,0.0645299462908638,0,-0.0583780065369944,0,0,0,0,0,0,0,0.185868540427425,0,0,0,-0.0662709449720954,0,0.0246987103660152,0,0,0,0.00122617591145576,0.0112744775340833,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.425286285985091,0,0,0,0,0,0,0,0,0,0,0,0.0468637347764857,0,0,0,0,0,0.0260521077009968,0.110526406724643,0,0,0,0,-0.0334571517456859,0,0,0,0.0342146511393272,0,0,0.0190363489057627,0,0,0,0,0,0,0,0,-0.106172196131039,0.242841737692855,0,0,0,0,-0.00451062256542891,0.000566102833709336,0,0,0,0,0,0
X600741.SH,0,0.223995773838633,0,0.117352814203698,0,0.14140707746962,0,-0.0303958937205676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405985827798869,0,0,0,-0.0247436472388054,0,0,0,-0.0232996465272576,0.0840778712013406,0,0,0,0,0.0116319973652964,0,0.00944733086580198,0,0,0,0,0,0,0,0.00452220664570911,-0.0154354189542485,0,0,0,0,0,0
