,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X002008.SZ,X300003.SZ,X600809.SH,X000625.SZ,X600487.SH,X000596.SZ,X000661.SZ,X600498.SH,X002456.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X000050.SZ,X300146.SZ,X300142.SZ,X600066.SH,X600566.SH,X600522.SH,X600177.SH,X600089.SH,X002129.SZ,X600867.SH,X002241.SZ,X002180.SZ,X600372.SH,X600776.SH,X002506.SZ,X000977.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.117564862557822,0,0.052553836425113,0.16343317158841,-0.0137959076884064,0,-1.35525271560688e-20,0,0,0,0.0524785172716485,0,0,-0.0638000760515799,0,0,0,0,0,0.0342055935201178,0,0,0,0,0,0,0,0,0,0,0,0.0513763102401675,0,0,0,0,0,0,0,0,0,0,0,-0.0127955927997079,0,0,0.0640502872864388,0,-0.0360588543910293,0.0399843592304017,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.1553704003537,0,0.0878012443316523,0,0,0,0.163898590112744,0,0,0,0.0579301568264798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651599540653258,-0.0480211304978619,0,0,0,0.248453877846178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887695280198608,-0.037260479185261,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0445180696011712,0,0.256004667176289,-0.0178113215465587,0,0.111244013144831,0.154962346947766,0.111774041516026,0,0.0434601498167825,0,0,0.493560271032522,-0.0367346791823423,0,0,0,0.0403864065313972,0,0,0,0.088789356812952,0,0,-0.193655232860483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00347823342942244,0,0,0,0,0,-0.0747120229902539,-0.0384447416420125,0.0421664687481473,0,0,0,-0.0100486957948547,0,0
X000858.SZ,0.0817613998671414,0,0.0800568015553711,0,0,0.0239612749180133,0.114331598232923,0,0,0,0,0,0,0.305825944843023,0,0,0,0,0.0136399747022053,0,0,0,-5.42101086242752e-20,0.0254090160578508,0,0,0,0,0,0,0,0,0,0.00860286072068735,0.0174973023530714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319390517723112,0,0,-0.0053868025343051,0,0,0,0,0,0
X000651.SZ,0,0.256911327212148,0,0,0,0,0,0,0.183293444321194,0,0,0,0,1.35525271560688e-20,0.0248772759530967,0,0,0,0.0487255157242966,0,0,0,0,0,0.0203950122863165,0,0,0,0,0,0,0,0,-0.0113190709423475,0.0362915440749207,0,0,0,0,0,0,0.0414429572601478,0,0,0,0,0.00945101304368134,0,0,0.0273212451505579,0,0,0.00933985566821639,0,0,0,0,0,0
X600276.SH,0.167125465718929,0,0,0,0,0,0.0635544080031953,0,0,0,0,0,-0.00407893896921662,0,0.051027931999695,0,0.40286617516427,0,0,0,-0.357766227325133,0,0.401474582880262,0,0,0,0.0614473387836031,0,0,0,0,0,0,0,0,0,0,0.0924501516016455,0.122472674471277,0,0,-0.166426875168016,0,0,0,0,0,0,0,0,0,-0.000512456908277316,0.0847115963610997,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0107788408368829,0,0,0,0,0,0,0,0,0,0.442715338114307,0,0,-0.165915399214144,0,0,0.0227513823689791,0.21594356137475,0,0.0868857100611105,0,0,8.67361737988404e-19,0.327575053813292,0,0,0,-4.33680868994202e-19,0,0,0,0.0159332706518585,0,0,0,0,0,0,-0.0320562780328846,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0198261106381638,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0950558926612133,0,0,0,0,0,0,0.00915476190894136,0,0.113342447597759,0.149565804325319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194123685399305,0,0,0,0,0,0,0,0,0,0,0,0.00473835216736718,0,0,0,0,0,0.0112877487717514,0.0153376823205975,0,0,0,0,0,0
X600690.SH,0,0.217498891236703,0,0,0.111825486769262,0.0352510018623406,0.159751429651455,0,0,0,0,0.00958112477075892,0,0,0,0,0,0,0,0,0,0,0,0.0396262311383144,0,0,0,0,0,0,0,0.00669980965584811,0.0798729857039863,-0.0576119249775538,0,0,0,0,0,0,0,0.0410232043530575,0,0,0.110077259089666,0,0,0,0.15530522303536,0,0,-0.00402870838618405,-0.0108944777708684,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.248202724881759,0,0,0.205596554759802,0,0,0,0,0,0,0,0,0,0.0934294604865919,0,0,0,0.0147277925639957,0,0,0,0,0,0,0.0506576739722973,0,0.00746705683500604,0,0,0,0,0.137138155473568,0,0
