,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600104.SH,X600809.SH,X002371.SZ,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X600183.SH,X000157.SZ,X600372.SH,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X601877.SH,X600839.SH,X000066.SZ,X600460.SH,X002156.SZ,X002281.SZ,X600487.SH,X002085.SZ,X000988.SZ,X002456.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.178551197917477,0,0,0.038666665015117,0.0291517311657264,0,0,0.0793614797625836,0.00669065679577997,0,0,0,0,0,0,0,0.356691066402053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407623976196355,-0.00372412873478403,-0.0138800761719937,0,0,0,0,0,0,0.000340456831210398,0,0,0,0,-0.0353665695578722,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0530714907890076,0.273235529911284,0,0,0,0.0908738775914289,0,0,0,0.0383514134911073,0.245275538483176,0,0,0,0,0,0,0,0,-0.0230307176839098,0,0,0,0,0.181640468773028,0,0,0,0.0995419743848615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00876551543002784,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.000776112715836949,0,0,0,0,0,0,0,0.114699099059132,0,0,0,0,0,0.0393326281362001,0.343601721865617,0,0.00453705761779257,0,0.0828705661247781,0.0217040887741406,0,0,0,0.13011448813804,0,0,0,0.0903261896590208,0.0285946184114595,0,0,0,0,0.0708498070116307,0,0,-0.0320400096864956,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187764584783279,0,0
X600276.SH,0,0,0,0,0,0,0,0.147165874799601,0,0,0,0,0,0,0,0,0,0,0,0,0.0127603219817059,0,0.289435321843546,0,0,0,0,0,0,0,0,0,0,0,0,0.0241644819278134,0,0,0,0,-0.0264796984221175,0.11472188777844,0,0,0,0,0,0,0,0,0,0,0.0355990705487957,0.0806257267657196,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00403039283328278,0,0,0,0,0,0.126880745384969,0,0,0,0,0,0.207806731279907,0.0336683349748908,0,0,0,0,0,0.0170938801178304,0,0,0.0417238181764458,0,0,0,0,0,0,0,0,0,0,0.0086929185612391,0,0,0,0,0.0248958845475148,0,0,0,0,0,0.00658602018596104,0,0,0,-0.0536331818809694,0,0
X600690.SH,0,0,0.135118358995319,0,0,0,0.295985371172968,-0.156460992123948,0.0983560599568725,0,0,0,0.070599034103772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629719865026316,0,0,0,0,0,0,0,0,0,0.00299032105969556,0,0,-0.0279812565954794,0,0,-0.00635055718224514,0,0.0531215748058699,0,0,0.00195774279597616,0,0,0,0,-4.33680868994202e-19,0,0
X000651.SZ,0,0,0.0130212999045466,0,0,0.30359681102246,0,0,0,0,0,0,0,0,0,0,0,0.168339304341626,0,0,0,0,0,-0.0887888681970492,0,0,0,-0.00234287491932873,0,0,0,0,0,0,0,0.298540277298525,0,0,0,0,0,4.33680868994202e-19,-0.0126970349276566,-0.0108495803787784,0,0,0,0.00821253859787582,0,0,0,1.73472347597681e-18,0.0104522271793547,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0998155320510279,0,0,0.151435983559943,0,0,0,0,0.0813720821825867,0,0,0,0,0,0,0.199053049429885,0,-0.22036830192484,0,0,0,0,0,0,0,-0.405162205599851,0,0,0.842051390839756,0,0,0,0,-0.247370291701393,-0.0683304963028604,0,0,0,0.184849946526919,0,0,0,-0.154736501018888,0.0192796326408976,0.00512574386655297,0,0,0,0.0904376038674653,0,0
X600809.SH,0,0.0735466384885378,0,0,0,0,0,0,0,0,0,0.0484046907566088,0.304246465446112,0,0,0,0,0,0,0,0,0,0.37914222792345,0,0,0,0,0,0.0728193532370385,0,0.0572566338777081,0,0,0,0,0,0,0,0,0,0,-0.0322834252603083,0,0,0,-0.0391461360178523,0.0517244080093842,0,0,0,0,0,-0.00333995165764606,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333067984860641,0,0,0,0,0,0.0741490592482706,0,0,0.0340011782360424,0,0,0.281676474407567,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00750511439299744,0,0,0.0708269756616276,0,0,0.114250479242142,0,-0.0985177504231615,0,0,0.00949229024031446,0,0,0,0,0.0186268926713404,0,0
