,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X600183.SH,X002241.SZ,X000596.SZ,X002007.SZ,X601877.SH,X002236.SZ,X000066.SZ,X300003.SZ,X000157.SZ,X000100.SZ,X300142.SZ,X002463.SZ,X002008.SZ,X002179.SZ,X600271.SH,X300124.SZ,X300136.SZ,X000625.SZ,X600867.SH,X300014.SZ,X000977.SZ,X002506.SZ,X600177.SH,X002129.SZ,X002049.SZ,X600498.SH,X002371.SZ,X600066.SH,X002456.SZ,X002180.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,-0.0201173989038678,0.00905889677508622,0,0,0,0.654487635989678,0,0,0,0,0,-0.0185038380929837,0,0.0341040278134057,0,0.0023604440362016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838089661422246,0,0,0,0.0290900413876731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005925099619025,0,0
X000858.SZ,0.189133223801545,0,0,0,0,0,0,0,0,0,0,0.514881663289538,0,0,0,0,0.167420714120276,0,0.00561957681036741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182018595401121,0,0,0,0.022078115220987,0,0,0,0,0.0499983998887763,0,0.0524702202157539,0,0.00892323515272483,0,0,0,0,-0.000290410433904591,0,0
X600276.SH,0,0,0,0,0,0,0,0.08421179382441,0,0,0,0.215577900746236,0,0,0,0.117961839225177,0,0.136143501309823,0,0,0,0.00962309274075293,0,0,0,0.0187422745373454,0,0,0,0.0360342489161332,0,0.00897248755964951,0,0,0,0,0,0,-0.0325091920917028,0,0.0708106485260042,0,0,0,0,0,0,0,0,0,0,0.000414998327144412,0,0,0,0,0.0268427962308055,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.000601908532487063,0,0,0,0.293689790972035,0,-0.058274012663829,0,0.0413583610944347,0,0.127776469439982,0,0,0.034526006624374,0,0,0,0,-0.0414191191378653,-0.0125430977721052,0,0,0.141015434758223,-0.142613900328721,0,0,0,0,0,0,0.0908584013944723,0.0300964660690398,0,0,0,0,0,0,0,-0.0191223473647608,0,0,0,0,0.00618086940064308,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.118229824627297,0,0,0.0164039488431549,0,0,0,0.0773313668907583,0,0,0,0,-0.0106452879016835,0,0,0.067346029620466,0.52083527386643,0,0,0,0,0,0,0,0,0,0,-0.0346937243551158,0,0,-0.00180497882460665,0,0,0,0,0,0,0,0,-0.0279948939623044,0,0.0622957272615621,0,0.0229514004287744,0,0,0,0,-0.0135865041333727,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198424279779932,0,0,0,-0.126613835230218,0,0,0,0.0560957325518336,0,0,0,0,0,0,0.0267939261151734,0.0492422614277824,0,0,0,0.0250832966612195,0,-0.0593468054879244,0,0,0,0,0,0.0536690460242439,0,0,0,0,0,0.0194839079642088,0,-0.0116715309463859,0,0,0,0,0.00837271058958428,0,0
X003816.SZ,0,0,0.162564651771507,0,0,0,0,0,0.0175200039473779,0,0,0,0,0,0,0,0,0,0.100150126728891,-0.126090934057041,0,0,0,0,0,-0.146164628524833,0.0679581976279848,-0.25363053909039,0,0,-0.0826784368983904,0,0,0,0,0.075120893743065,0,0,-0.0282647606848773,0,0,0,0,0.132302216772382,0,0,0,0,0,0,0,0.0219792811294804,0,0,0,0,0.0840630917741958,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0748239605977618,0,0.134853635569317,0,0,0,0.12412519403451,0,0,0,0,0,0,0,0,0,0.0215895435714799,0,0,0,0,0.0407893707130024,0.178168180711639,0,0,0,0.100202811250575,0,0,0,-0.0490773093154041,-0.0731811777531576,0,0,0.0431258756565595,0,0,0,0.212384988454624,0,0,0,0.0281041461439234,0,0,0,0,-0.0264573124980141,0,0
X002304.SZ,0,0,0.129879551548918,0,0.131809642118121,0,0.189579586238623,0.05786447028155,0,0,0,0.0704907356188831,0,0,0,0,0,0,0,0,0,0.0898972100469015,0,0,0,0,0,0,0,0,-0.0141539210057153,0,0,0,0,0,0,0.10555624944101,0,0,0,0,-0.0204567213241006,0,0,0,0,0,0,0,0,0,0.00984833898016531,0,0,0,-0.0661383417411204,0,0
X000063.SZ,0,0,0,0,0,0,0,0.202343250687893,0,0,0.606433341747476,0.0377181612296163,0,0,0,0,0.153283404129469,0,0,0,0,0,0,0,0.359331140061675,0.0617684902790618,0,0,0,0,0,-0.0143719877400399,0,0,0,0,0,0,0,-0.0526991159429822,0,0,0,0,0,0,0,0,0,0,0,-0.0151182242913218,0,0,0,0,-0.094609216487739,0,0
