,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600031.SH,X000568.SZ,X000063.SZ,X600703.SH,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X601877.SH,X002008.SZ,X300124.SZ,X600487.SH,X002456.SZ,X002236.SZ,X600809.SH,X600867.SH,X000596.SZ,X000100.SZ,X000661.SZ,X600498.SH,X300136.SZ,X000625.SZ,X000977.SZ,X600566.SH,X600066.SH,X002179.SZ,X000157.SZ,X300142.SZ,X002294.SZ,X002007.SZ,X002180.SZ,X300146.SZ,X600522.SH,X002241.SZ,X002049.SZ,X000869.SZ,X600177.SH,X600089.SH,X002371.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.244671574917068,0,0,0,0,0,0,0,0,0,0,0,0,0.0625395184644624,0,0,0.13529324682815,0,0,0,0.00621833172204716,0.00158198275918423,-1.73472347597681e-18,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.135198506116678,0,0,0,0,0,0.0100776424766929,0,0,0,0,0,0,0,0.000957524670660593,0.00326768988216388,0,0,0,0,0,0
X600104.SH,0,0,0,0.111666229319107,0,0,0,0,0,0,0.0545071272936468,0.0887978559701488,0,0,0.364807495092573,0,0,0,0,0.0315260942160347,0,-0.0812185308622546,0,0,0,0.0192163487907994,0,0,0,0,0,0,0,0,0,0,0,-0.142856594371899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269296211172407,0.0554108562569802,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.221193793972543,0,0,-3.46944695195361e-18,0,-0.0854497442070275,0,0,0,0.0256696503394831,0,0,0.0137288955056667,0,0,0,0.185931494976366,0,0,0.124587749250101,0,0,0.110640512880621,0,0,0,0,0,0,0,0,0,-0.0534097380942719,0,0,0,0,0,0.137824797200385,0,0,0.0815175395465258,0,0.0591427111798993,0.0155381984158462,0.0241417038038379,0,0,0,0,0,0
X000858.SZ,0.155729125415107,0,0,0,0,0.190973079975081,0.352898863041607,0,0.0172068497596209,0,0,0.17078411455736,8.67361737988404e-19,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0552130309161716,0,0,0.0892950304359596,0,0,0,0,0,0,0,0,0,0,0,0.00878034088977664,0,0,0,0,0,0,0,0,0,-0.0171496038929427,0,0,0.00830261928363288,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885473087668237,0,0,0,0.114225195911894,0.120498211666358,0,0,0,0,0,0,0,0,0,0,0.0934048093834125,0,0,0,0,0.200794013893675,0.0337349522293559,0,0,0,0.374804858348532,0.0662605472425258,0,0.136556632129533,0,0,0,0,0,0,0,0,0.0536545738201439,0.0261067785401467,0.0328166954317732,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0383755750436793,0,0,0,0,0.106413054949118,0,0,0,0.0292948203142776,0.00880637066326848,0,0.182792755699888,0,0,0,0.229051370037976,0,0.0208274469803839,0,0,0,0,0.0420670454259384,0,0,0,0.00759310284114252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155941629764772,0.0210788117140433,0,0,0,0,0,0
X002304.SZ,0,0,0,0.578215537918848,0.0976308318369015,0,0,0,0,0,0,0.222501760630765,-0.10916664090876,0,0,0,0.0766589857898885,0.0738824048941851,0,0,0,0,0,0,0.094985571806771,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0732304463233081,0,0,0,-0.102980533622421,0,0,0,0,0,0,0,0,0,-0.00396661168038349,-0.0111458886088535,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0411212557475351,0,0,0,0,0,0,0,0.061001726338392,0.0492836099177587,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.220324015598834,0,0,0,0,0.152197858759781,0.0416412449154292,0,0,0,0.0419954426083862,0,0,0,-0.184036067594851,0.21338010757464,0,0.113439598841393,0,0,0,0,0,0,0.00270402600495203,-0.0114912590273406,0,0,0,0,0,0
X600690.SH,0,0,0,0.318631687871393,0,0.288027450912829,0,0,0,0.14717199930054,0,0,-0.117211339749652,0,0,0,0,0,0,0,0,0,0.0932862210178917,0.0737484247326537,0,0.143956439342947,-0.0199446674209302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602506519169654,0,0,0.0115664632814651,0.00486600497923302,0,0,0,0,0,0
X002475.SZ,0,0.0815591090554953,0,0,0,0,-0.054520535459796,0,0,0,0,0,0.033203173225719,0,0,0,0.13627488862149,0,0,0,0,0,0.302514557520871,0,0,0,-0.117504987030068,0,0.235299213464496,0,0,0,0,0,0.0786056683817653,0,0,0,0,0,0,0,0,0,0.150862418418889,0.191787329622928,0,0,0,0,0,0.0130228805074433,0.0371077051303957,0,0,0,0,0,0
X600031.SH,0,0,0.150870799331174,0,0,0,-0.070072247888449,0,0,0.0146206672081792,0,0,0,0.0382710840825955,0,0.236287214249094,0,0.024180497034084,0,0,0,0.0932616210578077,0,0.0798249642188063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.300538909174927,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0111928323795236,0.0164439685713356,0,0,0,0,0,0
X000568.SZ,0,0.092946953232327,0,0.544448207153519,0,0,0.224859699092131,0,0,0,0,0,0,0.0573006014051421,0,0,0,0,-0.0259514886469352,0,0,0,0,0,0,0,0.0971753059635644,0,-0.0287803636210325,0,-0.0128989609109652,0,-0.0495295735187515,0,0,0,0,0,0,0,0.118833149682938,0,0,0,0,0,0,0,0,0,0,0.0103076444022217,0,0,0,0,0,0,0
X000063.SZ,0,0.395610387265569,0,0,0,0,0,0,0,0,0,0,0,0.316951119404898,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.134341186551121,0,0.0205563585592536,0,0,0,0,0,0,0.232432480548051,0.175415813859754,0,0,0,0,0,0,0,0,0,-0.0437924832718918,0.100199617909924,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,-0.0334811684755046,0,0,0.112442847298837,0,0,0,0,0,0,0,0,0,0,0.0997279258525221,0,0,0,0,0,0.494619608808063,0,0.00701450561364736,0,0,0,0,0,0.0853801045490347,0,0,0,0,0,0,0,0.0540119958600804,0,0,-0.0380449080673885,0,-0.0424635879958713,0,0.0271322619546392,0,0,0,0,0,0
X600741.SH,0,0.291965871652193,0,0,0,0,0,0,0.151924906382584,0,0.0465922061427916,0,0,0,0,0,0.152436285870056,0,0,0,0,0,0,0,0,0,0,0,0.018905537939593,-0.058029447158259,0.0116554025064902,0,0,0,0,0,0,0,0,0,-0.0335932409317328,-0.0811961460742231,0,0,0.140259534512312,0,0,0,0,0.0102576894342131,0,0.0120353963422594,0.00582526123895276,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.441918431040964,0,0,0,0,0,0,0.00441609046944347,0,0,0,-0.0249179234140169,0,-0.0479196085542493,-1.38777878078145e-17,0,-0.0528499802888563,0,0,0.186831721896687,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.096560525322796,-0.0675415051175198,0,0,0,0,0,0,0,0,0.28373855084065,0,0.0151874531357356,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.379606486957278,0,0,0.106600057655209,0,0,0,0,-0.0438212615099813,0,0,0,0,0,0,0,0,0,0,0,0,0.191559145427451,0,0,0.18794304970694,0,0,0.125690338293347,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0227818215443343,-0.0637324897870747,0,-0.0167728968211174,0.250491343678793,0,0,0,0,0,-0.015804421441213,-0.00617060967117041,-0.00195683902009932,0,0,0,0,0,0
X600271.SH,-0.0490640653988286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612914894539306,0,0,0,0,0.127827948238505,0,0,0,0,0,0.186218238434255,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717268517031021,0.149445275821645,0,0,0.00253889509496603,-0.0101121203842798,0,0,0,0,0,0
X601877.SH,-0.000312045395945888,0,0,0,0,-0.192508483231842,0.160816641573879,0,0,0,0,0,0,0,0,-0.0968867176561,0.0444934984450624,0.249535397006581,0,0,0,0,0,0,0,0.0311348182465965,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129296765784501,0,0,0,0,0,0.853402818826284,0,0,0,0.0119827743406752,-0.0266297845088138,0,0,0,0,0,0
X002008.SZ,0,0.0168988630643771,0.329526359111427,0,0,0,0.0019810350844545,0,0,0.103120883308575,0,0.0473595217275666,0.0933501866844584,0,0,0,0.22965013927301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452405056275143,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716070553901212,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0530492441404783,0,0,0,0,0,0,0,0,0,0.0158234690260895,0,0,0,0,0,0,0,0,-0.0811330492809813,0.0088026388464765,0,0,0,0,0,0.0237948488989761,0,0.0348984140861772,0,0,0,0,0,0,0,-0.198971048736713,0,0,0.283254982321655,0.0250308920578828,0,0,0,0,0,0.0270888906413964,0.0106756378875643,0.0359181213416335,0,0,0,0,0,0
