,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000625.SZ,X002241.SZ,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X601877.SH,X002008.SZ,X000100.SZ,X300124.SZ,X300136.SZ,X600487.SH,X600809.SH,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600089.SH,X600867.SH,X002294.SZ,X600498.SH,X000157.SZ,X000050.SZ,X600177.SH,X600271.SH,X600699.SH,X000596.SZ,X600566.SH,X000559.SZ,X600118.SH,X002180.SZ,X600707.SH,X300115.SZ,X002179.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0485739595019219,0,0,0.0473191171377534,0.0415194645523336,0,0,0,0,0,0,0,0,0,0.062941531889117,-0.00867370850882182,0,0,0,0,0.0372550827027445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198474536832652,0,0,0,0,0.0495507224940303,0,0,0,0,0.00410814564269221,0.00364033003659165,0,0,0,0,0,0
X600104.SH,0,0,0.054802563070841,0,0,0,0.0200158669820591,0,0,0,0.071488584260257,0,0.376307852744959,0.00312649516180164,0.126296170261554,0,0,-0.0229594578415258,0,-0.0378967129221328,0,0,0,0,0,0,0,0,0,0,0,0.0423165812077008,0,0,-0.0312017790402799,-0.0177078975306804,0,0,0,0,0,0.0247999388259791,-0.0252534764072497,0,0,0,0,0,0,0,0,-0.0070961854288272,0.0142147905516022,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00190343053580538,0.133219721307967,0,0,0.0438673432428522,0,0.0215531105890953,0,0,0,0,0,0.0835065704902952,0.175719462049734,0,0,0,0,0.108663248777749,0,0,0,0,0,0,0,0,0,0.0178904020013644,0.0159081604997653,0,0,0,0.0877221025118211,0,0,0,0,0,0,0.012057124644671,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.170282387046513,0,-0.021647329924857,0,0,0.109882154946981,0,0,0.0292454953843967,0.0889268003314657,0,0,0,0,0,0.195917621608402,0,0.0565117351732165,0,0,0,0,0,0,0.201811788462485,0,0,0,0,0,0,0,0,-0.027724524262844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105478749995145,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.149697754744777,0.0376920373790731,0,0,0,0.11532273446083,0,0,0,0.354438190272432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142940758752872,8.67361737988404e-19,0.0488894758810872,0,0,0,0,0,0,0,0,0,0,0,0,0.115594530670092,0.0224127066272749,0,0,0,0,0,0,0,0,-0.00754985767397025,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0401854540059535,0,0,0,0.158736661907805,0,0,-0.0100071106752088,0,0,0.0123512481885753,0,0,0,0,0,0,0,-0.125323592152498,0,0,0,0,0,0.0547862554791034,0,0,0,0,0.1616978676392,0,0.0408586230229216,0,0,-0.0976409901726478,0,0,0,0,0,0,0,0,0,-0.0176412515773384,-0.0380027587122639,0.0393155827198064,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.00048074952974447,0.232195299163205,0,0.0282403653714801,0,0,0,0.0497600130707125,0,0,0,0,0,-0.0634830175260543,0,-0.096800233229533,0.175147495824893,0,0.247794445625073,0,0,0,0,0,0.0223208290497314,0,0,0,0,0,0,0,0,-0.0665343621772547,0,0,0.129062306522986,0,0,0.0761404230860654,0,0,0,0,-0.0606403896259863,0.0616040086242968,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.280707771862272,0,0,0,0,0,0,0.236334685754624,3.46944695195361e-18,0,-0.106741497304942,0,0,0,0,0,0,-0.0326446049426777,0,0,0,-0.031914388385683,0,0,0,0,0,0.0389415749790884,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.0184903813388479,0,0,0,-0.0823751084201823,0,0.0773844161493065,0,0,0,-0.0331913274902039,0.032987330096797,0,0,0,0,0,0
X000063.SZ,-0.101314471430802,0,0,0,0,-0.213522826570794,0.407144959915569,-0.079067932193868,0,0,0,0,0,0.107201547870358,0,0,0,0,0.0187297045103091,0,0,0,0,0,0,0,0,0,0,0.0407308577125492,0,0,0,0,0,0,0,0.134236825545878,0,0,0,0,0,0,-5.42101086242752e-20,0.0399165012595347,0,0,0,0,0,-0.0679987177647418,0.100277054250788,0,0,0,0,0,0
X600690.SH,0,0.0766707009434264,0,0,0,0.125322980710462,0,0.119657270628638,0,0,0.0188107415490075,0,0.0636860553999557,0.103579772288684,0,0,0,0,0,0,0.00591073251143931,0,0,0.041178631534732,0,0.22808400265665,-0.00536879694722782,0,0,0.282940912720183,-0.0883581676106227,-0.0251863049225223,0,0,0,0,0,0,0,0,-0.252447112975346,0,0,0,0,0,0,0,0,0,0,0,0.00596673661646856,0,0,0,0,0,0
X600703.SH,0,0.227394249386315,0,0,0,0.0704186084470857,0,-0.00339638682034998,0,0.0221427312131082,0,0,0.0108562731776289,0,0,0,0,0,0,0,0,-0.266931656156359,0,0,0,0,-0.0422424953815737,0,0,0,0,0,0,0.0881507369729553,0,0.164689362020772,0,0,0,0,0,0,0,0,0,-0.18136225914207,0,0,0,0,0,0.0319249409513761,-0.00966776602601735,0,0,0,0,0,0
X000568.SZ,0,0,0,0.126639417898731,0.363422569446352,0,0,0,0,0.172917691181983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119192458608833,0,0,0,0,0,0,0,0,0,-0.0535105696925649,0,0,0,0.047323263684849,0,0,0,0,0.161551094459776,0,0,0,0,0,-0.0144661910627274,0,0,0,0,0,0
X600741.SH,0,0.520433144759056,-0.073906186256353,0,0,0,0,0,0.0946954052818228,0,0.108367480319687,0,0,0,0,0,0,0,0,0,0,0,0.00480612330332418,-0.298917426429949,0,0.145483469526692,0.0541358364681733,-0.0698891320405534,0,0,0.0171254781848412,0,0,0,0,0,0,0,0,0,0.0732714342228175,0,0,0,0,0,0,0,0,0,0,0,-0.00626910194141937,0,0,0,0,0,0
X002236.SZ,0,0,0.183065409262236,0,0,0,-0.107347978972611,0,0.316811971606024,0.217257274748516,0,0,0,0,0,0,0,0,0,0,0,0,0.0157539083075272,0,0,0,0,0,0,0,0,-0.03371247843117,0,-0.0908072047795119,0,-0.100127717993419,0,0,0,0,0,0,0,-0.046217839412095,0,0,-0.11161167859721,0,0,0,0,0,-0.00152765298553474,0,0,0,0,0,0
X002475.SZ,0,0.144778670129244,0,0,0,0,0,-0.0499481995933425,0,0,0,0,0,0,0,0,0.0696837760081282,0.0887644973735143,0,0,0.00428059685785968,-0.245781533291671,0.0289791307766417,0,0,0.358766754538571,0,0,0.0332940100819109,0,0,-0.0218096786571701,-0.0697703522384974,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0608635731891876,0.406437903684511,0,0,0,-0.0499827871423087,-0.00326554404667139,0,0,0,0,0,0
