,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X002236.SZ,X600089.SH,X000100.SZ,X002475.SZ,X000581.SZ,X600118.SH,X000050.SZ,X000559.SZ,X600271.SH,X002294.SZ,X600066.SH,X002129.SZ,X000550.SZ,X601877.SH,X000568.SZ,X002456.SZ,X600435.SH,X002292.SZ,X300003.SZ,X300124.SZ,X000400.SZ,X000800.SZ,X600839.SH,X000869.SZ,X002049.SZ,X002038.SZ,X600566.SH,X000977.SZ,X002008.SZ,X000623.SZ,X002007.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0306012117436583,0.0690097487546548,0,0,0,0,0,0.067040916110724,0,0,0,0,0,0.305639040932717,0,0,0,0,0,0,0,0,0,0,0,0.0366666680105408,0.0195203824049488,0,0,0,0,0,0,0,0.14060622190461,0,0,0,0,0,0,0,0.0820230048727498,0,0,0,0,0.00439623266157329,0,0,0,0,0,0,0
X600519.SH,0.134140489579352,0,0,0,0.0106935083813022,0,0.200365146415032,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0242868607187319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113646491303361,0,0,0,0,0,0,0,-0.030115330690396,0,0,-0.00510496957776562,-0.00198777128996658,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511841220663643,0.126028396303974,0.0683400480996548,0,0,0,0,0,0,0.106444482768503,0,0.0305909424517426,0.101096277140236,0,0,0,0,0,-8.36831890983333e-05,0.035861927575877,0,0.0583880736870408,0,0,0,0,-0.0386853689821814,0,0,0,0.0288566852477523,0,0,0.0217728685095139,0,0,0,0,0,0,0
X000651.SZ,0.0300868546726065,0.159672075337079,0,0,0,0,0,0,0,0,0,0.152197118500646,0,0.142111054658878,0.159345526117455,0,0.0657583990073882,0,0,0,0.0840775310163525,0,0,0,-0.0193054257917153,-0.0590623735234006,0,0,0,0,0,0.0100038049949955,0,0,0,0.0548788870820381,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.168149679383091,-0.0351151896319235,0,0,0,0,0.0481861045673477,-0.0580376885007063,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0554082426517413,0,0,0,0,0,0.034412108752273,0,0.308674802160041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156129250662063,0,0,0.119696810224696,-3.46944695195361e-18,0,0,0,0,0.151210150545232,0.104056418606621,0,0,0.167706296832202,0,0,0,0,-0.0145054760925226,0.0404767847857794,0,0,0,0,0,0
X000625.SZ,0.377967369149879,0,0,0,0,0,-0.0517891690649588,0,0.00526317911398248,0,0,0,0,0,0,0,0.242031581631597,0.053449349288198,0,0,-0.0190297123023233,0,0,0.0818819912709662,0,0,0,0,0.109472766330775,0,0,0,0,0.0561644311465847,0,0,0,0,0,0.0529433426943293,0,0,0,0,-0.0772115949321779,0,0,0,0,0,0,-0.00806945516388986,-0.00800008816392379,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.425529755020683,0,0,0,0,0,0,0,0,0,0.0888985312708756,0,0,0.00851056554180235,0,0,0,-0.10366506086052,0,0,0,0,0,0,0,0.110134804523311,0,0,0,0,0,0,0.0298046175475208,0,0,0,0.272568774808105,-0.0428327815226356,0,0,0,0,0,0,0.0344775933719985,0,0.0807953348821998,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0403672466241857,0,6.93889390390723e-18,0,0,0,0,0.184736462619794,0,0,0,-0.124931704564793,0,0,-0.0545728223823644,0,0,0,0,0,0,-0.0236237498759246,0.233189733207815,0,0,0,0.13043640102685,0.062633748921028,0,0,0,0.26681178696607,0,-0.0274054215546273,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018399870051759,0,0.000167361558815967,0,0.00714965665200455,0,0,0,0,0.136425628800707,0,0,0,0,0,0.0541221632492021,0,0,0,0,0.040930899944688,0,0,0,-0.107400881295837,0,0,0,0,-0.0401725745592717,0,0,0.0963358474228099,0,0,0.0178478366849519,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0105319424522312,0.105870612366035,0,0,0,0,0,0,0,0,0,0,0,0.0793336843180553,0.058767158171962,0,0,0,0,0,0.00977175254456709,0,0,0,0,0,0,0,0,0.128587575903511,0.0483310189915464,0,0.0902776321771257,0,0.0141470053637678,0.0164926041605056,0,0,0,0,0,0,0.0182985833952965,0,0.0464841687697276,0,0,0.00640909766123,0,0,0,0,0,0,0
