,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X000100.SZ,X600066.SH,X002241.SZ,X002475.SZ,X000338.SZ,X002236.SZ,X002456.SZ,X600271.SH,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X000559.SZ,X600867.SH,X002292.SZ,X002294.SZ,X600089.SH,X002180.SZ,X002426.SZ,X601877.SH,X600522.SH,X002506.SZ,X002074.SZ,X000623.SZ,X002508.SZ,X000981.SZ,X000536.SZ,X600498.SH,X000869.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0104116480055208,0.100584795203829,0,0.316676802891054,0,0,0.0392651689927399,0,0,0.118215670894509,0.0327174833536011,0,0,0.0120279313201357,0,0,0.00433728143830314,0,0,0,0.0899931129687625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183150337118817,-0.0682958173979862,0,0,0,0,0.00656400950357271,0,0,0,0,0,0.0500048919322283,0,0,0.00358065195360541,0,0,0,0.0416493738985168,0,0
X600104.SH,0.00371596809558888,0,0,0,0,0,0.0531747665256301,0,0.103672391298984,0,0,-0.00265940616291843,0.819866839251237,-0.0195331860884679,0,0,0,0,0,0,0,0.173780691923469,0,0,0,-0.0582177091638286,0,0,-0.135993522295192,0,-0.162735060921878,0,0,0,0,0,0.0854274242958568,0,0,-0.0443944903374329,0,0,0,0,0,0,0.0729179035921843,0,-0.0276401147499315,0,-0.00767314941320869,0,0.250655661466931,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.596733054077215,0.270802554061017,0,0,0,0,0,0,0,0,0,0,-0.0339772682595785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245502639685599,0,0,0,0,0,0.270779128745441,0.196967637008743,0,0,0,0,-0.166793440363864,-0.151787323710152,0.0322060248754631,0.0668279297954981,0,0,0,0,0,0
X002415.SZ,0,0,0.0400446575776843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747112191425985,0,0.00590473504087665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117067246434974,0,0,0,0,0.0461671354055643,0.353301310367096,0,0,0,0,0,0,0,0.00554615583147138,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0089890566761255,0,0,0,0,0.181439626803878,0,0.091522076893154,0.101005160496447,0,0,0.380881334416147,0,0.00661401362936869,0,0,0,0,0.0619169748387912,0,-3.46944695195361e-18,0,0,0,0,0.100857484585253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791490451490578,0,0.01962500583477,0,0,0.0674709168653698,0,0.0209588575391071,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0177435062610306,0,0,-0.0682174292260987,0.0541254268141072,0,0,-0.0739699947629498,0,0,0,0,0,0.157543559979353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153889289126549,-0.0427350236165627,0,0,0.120921681706568,0,0.0359258030987755,-0.0183552130014348,0.114228687540707,0,0,0,0,0
X002304.SZ,0,0.202857854650484,0,0,0,0,0,0,0,0,0,0,0.179641798850965,0,0.0471725463080664,0,0,0.0439887045048441,0,0.0595935935154514,0,0,0,0,0,0.0234592516430214,0,0,0,0,0.0505539562105763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914937762783073,-0.0114184802679015,0,0,0,0,0,0,0
X000725.SZ,0,0,0.132113460937121,0,0,0,0,0,0,0.00826131034288317,0,0,0,0.0686182708942946,0,0,0,0.0790058461767915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035610096335604,0,0.0528054767167882,0.0317725079567251,0,0.310789332447541,0,0,0,0.0439194557649529,0.0490313290978069,-0.0250772048993584,0,0.107372862834675,0,0,0,0,0
X000625.SZ,0,0.294584915767111,0.0870559711396613,0,0.268077139090777,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0679571514573646,0,0,0,0.0541863361761539,0,0,0.0110826746793116,0,0,0,0,0,0,0,0,0.0300066505651752,0.0988631491416121,0,-0.0454860434961742,0,0,0.0563794119928105,0.0226071927871682,0,0,0,0,0,0.0458026110170565,-0.0389538163310068,0,0,0,0,0,0
X000063.SZ,0,0.0314572288122572,0.136897870420212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190466936803159,0,0,0,0,0,0.0395249769806023,0.150223307933607,0,0,0,-0.0026563485096425,0,0,0,0,0,0.00752269580050085,0,0,0.0123203690593857,0,0,0.110975172322021,0,0,0,0,0,-0.0927980152393897,0,0,-0.0194472798856972,0,0,0,0,0,0
X600690.SH,0.0122199781354338,0,0.0124244663007416,0,0.153119519365111,0,0,0,0,0.190835471451836,0,0,0,0.157056282544895,0,0,0,0.139861981328769,0,0,0,-0.0161683231361291,0,0.167532954360865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586683161666181,0.103739546259079,0,0,0.0618533723202591,0,0,0,0.0145972385230076,-0.276406315516622,-0.104115487910691,0,0.00672081753398257,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.0877004140529239,0.0225429212095286,-0.0190444358899367,0,0,0.227288893326244,0,0,0,0,0.0731428883201155,0,0,0,-0.0983855805410701,0,0,0,0,0,0.206465946907879,0,0,0,0,0,-0.0842206146958114,0,0,0,0,0,0.271754964622691,-0.0555984448022865,0,0.0255372552565799,0,0,0,-0.000498477414175372,0,0,0,0,0,0,0,0,-0.0114211209670172,0,0,0,0,0,0
X600741.SH,0,0.518024562549779,0,0,0,0,0.0961525153112557,-0.0502345311602897,0,0,0,0,0,0,0,0,0.0263498009094693,0,0.00569115830706779,0,0,0,0,0,0,-0.0113224558058399,0,0,0,0,0.0593345893534358,0,0,0,0,0,0,-0.0783671292645227,0,0,0,0,0.0234871215058478,0,0,0,0,0.15192174467274,0.069696075732087,0,8.67361737988404e-19,0.00200996779180202,0,0,0,0,0,0
X600031.SH,0,0,0.00328052547153986,0,0,0,0,0,0,0,0.126735238485168,0,0,0,0,0,0,0,0,0,0,-0.0140140346587892,0,0.0273917969692571,0,0.17482965238394,0.460568657188305,0,0,0,0,0,0,0,0,0,-0.053799636214911,0,0,0,0,0,-0.0289885478982699,0,-0.111679566173871,0.325457707956099,0,0,0,0,0,0.0102460112461342,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.407775840624408,0,0.0892647505973131,0,0,0,0,0,0,-0.0108212298354344,0,0,0,0,0,0,0,0.097956449696661,0,0,0,0.0641864076630619,0,0,0,0.0512676161100428,0,0,0,6.93889390390723e-18,0,0,0.0355358029962126,0,0,0,0,0,0,0,0.0141957421103879,0,0,0,0,0,-0.0019694998615413,-0.0131031513901417,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,-0.00394125116079451,0,0,0,0,-0.130503286507904,0,0,0,0,0.201229584254087,-0.108175686496437,0,0,0,0.0704410822388589,0,0.139689480780028,0,0.0628018062280548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201468407167957,0,0.286893465902765,0,0,0.0930186366260685,0,0,0.117586094110255,0,0,0.0362158288409118,0,-0.0273670758189095,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185892573426313,0,0,0.101060606402378,0,0.1830227965596,0,0,0,0,0,0,0,0,0.115507939111426,0,0.191843295841674,0,0,0,0.249389651757425,0,-0.113879919161195,0,0,0,-0.0253114245407618,0,0,0,0.0668201781529953,0,0.242023734373433,0,0.0102785239663459,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0222684528813797,0,0,0,0,0,0,0,0,0,0.00104435830902243,0,0,-0.0802658684855639,0.164553362665844,0,0,0,0.174012624484057,0,0,0,0,0.0227884355024688,0,0,0,0,0,0.0927078600512926,0,0,0,0,0,0.0516645830983828,0,-0.280042035617465,0,0.246839028229886,0,0,0,-0.0219433406757248,0.00312972243611465,0.165156527383732,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.25645758005349,0,0,0.0693446809148827,0,0,0,0,0,0,0,0,0.479543884647571,0,0,0,0,0,0,0,0,0,0.545040155682322,0.00571459854733327,0,0.155759957928495,0,0.439120494414832,0,0,0,0,0,0,-0.0659716342188829,0,0,0,0,0,-0.0386530905069895,0,0,0,0,0,-0.06914913153273,0.0511459350100477,0,0,0,0,0,0
X002236.SZ,0,0,0.0236043773889609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128960304008455,0,0,0,0.202242170643721,0,0.206807883967487,0,0,-0.0767480388635464,0,0,0.0516265601366738,0,0,-2.77555756156289e-17,0.513783329461556,0,0,0,0,0,0,0,-0.672512262744064,0,-0.273552824570279,0,0,0,0,0.0280766598228715,-0.212220846131259,0,-0.041095135085217,0,0,0,0.285355780000182,0,0
X002456.SZ,0,0.074767275011441,0,0,0,0,0,0,0,0,0,0,0,0,0.132681644556033,0,0,0,0.287710165536594,0,0,0,0,0,0,0,0,0,0,0,0,0.0341256455461083,0,0,0,0,0,0,0,0.127587315930621,0,0,3.46944695195361e-18,0,0.0349104846509959,0,0.147602210512335,0.173392377456113,0.0787315816632979,0,0,-0.0198729416122142,0,0,0,0,0,0
X600271.SH,0,0,-0.0333920630188485,0,0,0,-0.014635781775674,0,0,0,0,0,0,0,-0.0473560251725962,0,0,0,0,0,0,0,0,0,0,-0.0159602593504947,0,0,0,0,0,0,0.0749956265284124,0,0,0,0,0.0139579387286925,0,0.0668114133242822,0.123722908313272,0,0,0,-0.00726376853056908,0,0,0,0.0363003510923808,0,0.00409434383112127,0.0451907641473278,0.146915499793133,0,0,0,0,0
