,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X000596.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X000977.SZ,X000100.SZ,X600372.SH,X000661.SZ,X600702.SH,X002241.SZ,X002180.SZ,X600584.SH,X601877.SH,X000157.SZ,X600522.SH,X300142.SZ,X600741.SH,X002074.SZ,X600460.SH,X002463.SZ,X000733.SZ,X300003.SZ,X002007.SZ,X600183.SH,X002294.SZ,X000066.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.240479573820458,0,0,0,0.19335788143299,0,0,0,0,0.0147153824077876,0,0,0,0,0,0.07977163865041,0,0,0.0804832059940382,0,0.00830515651190113,0,0,0,0,0,0,0,0,0,0.090363838562539,-0.0745708567386985,0,0,0,0,0,0,0,0.0961147670119564,0,0,0,0,0,0,0,-0.0306042956240737,0,0,-0.0420662937522374,0.0560497734875187,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0176786670992331,0.438059608167138,0.04996295194179,-6.93889390390723e-18,0,0.00537128089162094,0,0,0,0,0.0353056918964186,0.0761658071190709,0,0,0.0259038365301511,0,0,0,0,0,0.0464840770624248,0,0,0,0,0.0436351949363427,-0.0388286777737125,0,0,0,0,-0.0284912870165091,0,0,0,0,0,0.0519834178936265,0,0,0,0,0,0,0,-0.0586368233993595,-0.00299278729632651,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.212300608538415,0,0,0,0,0.0790107920578536,-0.0274096843230487,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0769847198865732,0,0,0,0,0,0,0.252624753833823,0.0667931428741227,0.0143436436500281,0,0,0.141994647585658,0,0,0,-0.0805166087599865,0,0,0.254326909182679,0,0,0.0506731833224756,0.00856963933404431,0,0.02443616829025,-0.0520766313053231,0,0,0,0,0,0
X000568.SZ,0,0.497089976824297,0.119098619098645,0,0,0,0,0.111697387842095,0,0,0.0941743453333237,0,0,0,0,0,0,0,0,0,0,0,0,-0.00774172595418056,0,0,0.0498942720062879,0.000207122787710264,0,0,0,0,0,0,-0.211988435711105,0,0,0,0,0,0,0,0,-0.0637488595136673,0,0,0.104201229526598,0,0,0.0200162636135849,0,-0.0325444342898702,0,0,0,0,0,0,0
X600276.SH,0,0,1.73472347597681e-18,0.11716549029728,0,0,0,0,0,0,0,0.0231660579168546,0,0,0,0,0,0,0,0,0,0,0.0363762795226562,0,0,0,0,-0.0527493045921529,0,0,0,0.0983085568326851,0,0.0754670020200969,0.154656912978824,0,0,0,0,0,0,0,0,0,0,0.0763476746365117,0,0.00345235131636051,0,0,0,0.00668449047597039,4.33680868994202e-19,0,0,0,0,0,0
X600809.SH,0,0.521815202152744,0,0,0,0,0,0,0,0,-0.061207162202435,0,0,0,0,0,0.0625235136474144,0,0,0,0,0,0.0702386485152081,0,-0.0293753540407642,0,0.00547345093425537,-0.0234286848630346,0,0,0.0480218198941992,0,0,0.129514327602663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137026588595153,0,0,-0.025056477852856,0,0,0,0,0,0,0
X000651.SZ,0,0.0407478343176643,0,0,0,0,0,0,0.110724146926789,5.42101086242752e-20,0,0.0139976744306883,0,0,0,0,0,0,0,0,0.222848991193964,0,0.0225219583375651,0.0183135571578366,0,0,0,0.00632949908411369,0,0,0,0,-0.010982464757847,0,0,0,0,0,0,0,0,0.053101546780406,0,0,-0.0525580145126274,0,0,0,0,0,-0.0250312467914656,0,-0.0443874793684661,0,0,0,0,0,0
X002304.SZ,0,0.289751885963194,0,0.34486222686404,0,0,0,0,0.0383881003408371,0,0,-0.0295804272228523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136122417253193,0.0695995215725884,0,0,0.0293246477968565,0.0106612807701882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574714589238693,0.0357701431735197,0,0,0,0,0,0
X600690.SH,0,0,0,0.0400193960761155,0,0,0.116433600387904,0.297936154136802,0,0,0,0,0.083292023735657,0,0,0,-0.216539310330906,0.147546985024583,0,0,0,0,0,0,0,0,-0.224799940076178,-0.0170581959181464,0,0.0514340792677174,0,0,0,0,0.0538735924316339,0,0,0,0,0,0,0,0,0,0,0,0.209926062178173,0,-0.0733699347482242,0,0,0.023128962324165,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0339499645536658,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0611668896608222,0,0,0.0257863593030941,0.204228665830783,0,0,0,0,0,0,-0.0362944434467112,0,0.0983103661996207,0,0,0,0,0,0.105282119943607,0,0,0.0503637581166376,0.15044814946947,0,0,0,0,0,0,0,0,0,0.0352681079972579,0,0,0,0,0,0
