,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X002475.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X600809.SH,X601877.SH,X002008.SZ,X600487.SH,X002085.SZ,X300136.SZ,X002508.SZ,X600522.SH,X600089.SH,X300003.SZ,X600271.SH,X600177.SH,X000157.SZ,X600118.SH,X600699.SH,X600867.SH,X002294.SZ,X300115.SZ,X000050.SZ,X000559.SZ,X002074.SZ,X000981.SZ,X600372.SH,X600566.SH,X600498.SH,X600884.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0742718465867919,0,0,0,0,0,0.0344576084009018,0,0,0.249021568587418,0,0,0,0,0,0,0,0,0,0,0,0.025612512446571,0,0,0,0,0,0.03993861102794,0,0,0,0,0,0,0,0,0,0.0517413322332533,0,0,0,-0.0054544892148735,0,0,0,0,-0.00961011634962972,0,0,0.00923637844279261,-0.018933332586229,0,0,0,0,0,0
X600104.SH,0,0,0.151179988521407,0,0,0,0,0,0,0,0,0,0.0153330106610008,0,0,0.0483119630662637,0.322304249984741,0,0,-0.0330218663949643,0,0,0,0,0,0,0,0,0.00119405921223856,0,0,0,0,0,0,0,0,0,0,-0.0492877794055033,0.0212804584881685,0,0,0,0,0,0,0,0.012121039540492,0,0,-0.0115661285950774,0.0268880370054263,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0212320800059069,0.000189784168559108,0,0,0.243757999992446,0,0,0,0.0775496905161253,0,0,0,0,0,0,0.097233807511607,0,0,0,0.0726391486227928,5.42101086242752e-20,0.0684695429725762,0,0,0.0955121501195502,0,0,0,0,0,0,0,0,0,0,0.0302072196914808,0,0,0.0368719609592178,0,0.00237877289331396,0,0,0.0262180719393539,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.129366260868019,0,0,0,0,0.246411257759669,0,0,0.078321310697221,0,0,0,0.0116792226883257,-0.0385376237940634,0.0827537099013413,0,0,0,0,0,0,0,0,-0.0152312033753839,0,0.16111093306052,0,0,0,0,0,0,0,0,0,0,0,-0.0107097505183785,0,0,0,0,0,0,-0.00248794151756921,0,0,0.00226565373041894,0.0133831476800497,0,0,0,0,0,0
X000858.SZ,0,0,0,0.111742338991723,0,0,0,0,0,0,0,0.490294124867037,0.0337785958864447,0,0,0,0,0,0,0,0,0,0,0.0939281501157696,0,-0.0273644621162765,0,0,0,0.026927211521533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234201581964844,0,0,-0.00841172084272306,0.00661689053125626,0,0,0,0,0,0
X600276.SH,0,0,0,0.0784241653030375,0,0,0,0,-0.122940354290187,0,0.0540472650868771,0.201999490765842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312755627204853,0,0,0.0214900852436082,0,0,0.054515755706319,0,0,0,0,0,0,0.105434802563918,0,0.0865010860295715,0,0,0,0,0,0.126568529233691,-0.0642150495479867,0,0,1.0842021724855e-19,-0.00110204692009451,0,0,0,0,0,0
X000725.SZ,0,0.0072848810694047,0.076839791307663,0,0,0,0,0,0,0,0,0.034145703943188,0,0,0,0,0.0131475596395568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104919019816226,0.24107588095658,0,0,0,0,0.202992996942394,0.0409428669767832,0.0136222108526428,0,-0.00725186338127074,0.00872977689690023,-0.108360481753212,0,0,0,0,0
X002304.SZ,0,0.122740323105473,0,0,0.208294586221624,0,0,0,0,0,0,0.0770158060711667,0,0,0,-0.0422800807797607,0.096538901379348,0,0.184494086285111,-0.0369815701008621,0,0,-0.01602312303211,0,0,-0.0778752249866328,0,0,-0.0381436793402824,0,0,0,0,0,0,0,0,0,0,0,0.207541815456707,0,0,0,0,0,0,0,-0.0199065191761368,0,0,-0.00805764407932612,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0627800238585765,0,0,0,0,0,0,0.276493820472281,0.082301629326004,0,0.209622250029268,0,0,0,0.194364051787589,0,0,0,0,0.0123458798773689,0,0.0688121945085238,0.0907632586313318,0,0.190898346611406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124977092354906,0,0,0,0,0.0220999761704287,0,0.00473547175298507,0,0,0,0,0,0
X600690.SH,0,0,0,0.183476405159235,0,0,0,0,0,0,0,0.214683186024032,0.0907855329097363,0,0,0,0.157667903687661,0,0,0,0,0,0,0,0,0.0606671402900447,0,0.0610782571172211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499262080464429,0,0,0,0,0.136027332163112,0,0,0,0,0.00499019866428059,0.00671262157464399,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0140217686800858,0,0,0,0,0,0,0.136338460842613,0.0422701098255703,0,0,0.302610582872485,0,0,0,0,0.34538347962718,0,0,0,0,-0.10295726245497,0.0885097999871101,0,0,0,0,-0.240092288092986,0,0,0,0,0,0,0.154680139678508,0,0,0,0,0,0,0,0,-0.14956808716396,0,-0.213523545572033,0.0181205465208924,0.0054329685924415,0,0,0,0,0,0
X000568.SZ,0.154863968401634,0,0,0,0.323320275701079,0,0,0,0,0.204359236446303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909895892408365,0,-0.112161120386344,6.93889390390723e-18,0,0.154198426527571,0,0,0.0706652174873213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432089801791463,0,0,0.0638637574283715,0,0,0.00859355341451137,-0.0272185442673665,-0.0290540536783733,0,0,0,0,0
