,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X002456.SZ,X002008.SZ,X000625.SZ,X300124.SZ,X300003.SZ,X601877.SH,X600487.SH,X600066.SH,X600809.SH,X000100.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X300136.SZ,X600522.SH,X600566.SH,X002508.SZ,X600089.SH,X000981.SZ,X000050.SZ,X000157.SZ,X600177.SH,X002179.SZ,X600498.SH,X600707.SH,X300142.SZ,X000661.SZ,X000596.SZ,X002049.SZ,X600584.SH,X600699.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.414902227241214,0,0.0348124333317502,0.0525426927829075,0,0,0.0256776619212725,0.0562661256548105,0,0,-0.063982131043442,0,0,-0.0569935206673556,0,0,0,0,0.107502975794291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108784421047928,0,0.120508295001616,0,0,0,0,0,0.0147205938042284,-8.67361737988404e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0571847222331122,0.0411635019281815,0,0,0.134805142327941,0.199644546628245,0,0,0,-0.386687927451489,0,0,0,0,0,0,0,0,0,0,-0.0297688674082437,0,0,0,0,0.0828710367632947,0,0,0,0,0,0,0,0,0,0.233950408774992,0,0,0,0.0429507051896242,0,0,0,0.00449238476854111,-0.0113172446178895,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0290038145577303,4.33680868994202e-19,0.172404115148617,0,0.00325607447696198,0,0,0,0,0,0,0.169262260940948,0.0790826362023184,0.0124643839093681,0,0,0,0,0,0,0.314959528125168,0,0,0,0,0,0,0,0.139079288741025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079442972382845,0,0,0,0,-0.0207140241180547,0.0216377832862466,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.313691253517577,0,0,0,0,0.249561735328658,0,0,0,0,0,0,0.0531400098844984,0,0.0211392881916989,0,0.028658069291238,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.120096776878891,0,0,0,0,0,0,0,-0.0154337282884687,0.190936589609774,0,0,-0.0114449362612515,0,-0.0844663839627849,0,0,-5.42101086242752e-20,-0.00300578649905724,0,0,0,0,0,0
X000858.SZ,0.169682299360305,0,0,0.212073146389938,0,0,0,0,0,0,0,0.570846178251902,0,0,0.0365829266768995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462192416440939,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128049481182717,0,0,0,0,0,0,0
X600276.SH,0,0,0.00300660301692721,0.0678728674335213,0.0386418239604813,0,0,0,0,0.058626413971393,0,0,0,0,0.00848425347945277,0,0,0,0,0,0,0.0364693104797681,0,0.282149033856317,0,0.0315722081446419,0,0,0,0.0910960821505119,0,0,0,0,0.137733718200086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107506645974702,0.0904504026696723,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0432964826738714,0,0,0.238304848808267,0,0,0,0,0,0,0,0,0,0,0,0,0.0145977176283473,0,0,0,0.0429453457857956,0,0,0,0.173899461771334,0.143085489544414,6.93889390390723e-18,0,0.00801327601484457,0,0.172866244481143,0,0,0,0,0,0.104804960378402,0,0,0.193710009603627,0,0.0250843066826936,0,0,0.0666887357121808,0,-0.0101654147232593,0,0,0,0,0,0,0
X002304.SZ,0.228106758712896,0,0,0,0,0.125004296162989,0,0,0,0,0,0.0419441320574594,0,0,0,0,0,0.0550972861260606,0,0,-0.0359513342422407,0,-0.0504548982089065,-0.0658336476445843,0,0,-0.0401395147028977,0,0,0,0,0,0,0,0.37880580064661,0,0,0,0,0,-4.33680868994202e-19,0,0.0224144596314541,0,0,0.223966657467223,0.0496899689982228,0,-6.93889390390723e-18,0,0,0,-0.00929344408263938,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0354917857768321,0,0.359131483351505,0,0,0,0,0,0,0,-0.00910733428845556,0,0,-0.110363558456028,0,0,0,-0.0493409027990638,-0.0149349209470128,0.349954060382246,0,-0.250645067044491,0.253961020169004,0,0,0,0.282902066789419,-0.00757865355729571,0,0.272508462499808,0,0,0,0,0,0,0,0.0844317781676342,0,0,0,0.144569551869154,0,0,0,0,0,0.00872934137486948,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.205349414446243,0.269071378365555,0,0,0.0479927187450282,0,0,0,0,0,0,0,0,-0.0161541900610638,0,0,0,0,0,0,0,0,0,-0.099284516240063,0,0,0,0,0,0,0,0.0887040346765187,0,0,0,0,0,0,0,0,0,0,0.0882391541183866,0,0.104803105887524,0,0.0933439796047051,0,-0.00267027563071289,0,0,0,0,0,0,0
