,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X300003.SZ,X600271.SH,X300136.SZ,X600089.SH,X600522.SH,X002294.SZ,X600177.SH,X002008.SZ,X000157.SZ,X600487.SH,X002007.SZ,X600118.SH,X600867.SH,X600566.SH,X600372.SH,X600699.SH,X000981.SZ,X600809.SH,X000559.SZ,X000050.SZ,X002074.SZ,X000066.SZ,X600498.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00290927894585061,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.147981779962086,0,0,0,0,0,0.0999414496589488,0,0,0,-0.0691790543193428,0.0137290071380838,0.0614976871340902,0,-0.118428361702675,0,0.0856393715671639,-0.052587295334648,0,0,0,0,0.128973619534202,0,0,0,0,0,0,0,0.407906910821101,0,0,0,0,0,0,8.67361737988404e-19,-0.00304478027168499,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.375458123759665,0,0,0,0,0,0.132685680504777,0,0.272296235037793,0,0,0,0,0,-0.00945709861075054,0,0,0,0,0,0,0,0,0.0303221265636501,-0.0247397374201196,-0.121969280951812,0,0,0,0,-0.0847033920637444,0,-0.0781649539948853,0,0,0,0,0,0,0,0,0,0,0,-0.0261744732485763,0,0,-0.0839753866232627,0.0201658227893515,0.012429257376993,0,0,0,0,0,0
X002415.SZ,0,0,0,-3.46944695195361e-18,0.24204858673055,0.111983169317811,0.0312060846349835,0,0,0,0,0,0,0.065241861898807,0.38800135046826,0,0,0,0,0,0,0,0,0,0,0.214373053257247,6.93889390390723e-18,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0580062574912633,0,0,-0.158310358767842,0,0,-0.154811922089893,0,0,0,0,0,0,0,0,-0.0564191581818021,0,0,0,0,0
X000651.SZ,0,0.0715162392956311,0,0,0.236197938665368,0.0729448215170382,0,0,0,0,0,0,0.0134386628762962,0,0.092865382289655,0,0,0,0,0,0.0831808081123569,0,0,0,0,0.0449623085332966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371934493118587,-0.0530202671116403,0,0,0,-0.00702840533896908,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.00402479117762994,0,0,0,0,0,0.682092153602419,0.0332900079110359,0,0,0,0,0,0,0.0672578381133134,0,0,0,0,0,0,0.0431363422528699,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151686920774979,0,0.0489854897261348,0,0.0598518351269344,0.00312012721634093,0,0,0,0,0.00850319477218356,0.00357230333545995,0,0,0,0,0,0
X000725.SZ,0.0622454927420453,0,0.108954137238747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324053528516272,0,0,0.61875878425381,0,0.22502299588092,0,0,0,0,0,0.0332251077969966,0,0,0,0,0.112543318805172,0,0,0,0,0.0479418549236641,-0.109027380598244,0,0,0,0,0,0.05575302015886,0,0,0,0,0,0
X600276.SH,0,0.0628286701753658,0.0893376721715972,0,0.0900403850547202,0,0,0,0,0,0,0.0702854883206315,0,0,0,0,0,0,-0.0640109409737724,0,0,0,0,0,0,0,0,-0.0980150583404226,0,0,0,0,0,0,0,0,0,-0.00841669533759631,0,0,0,0,0,0,0,-0.00843409864337027,0,0,0,0,0,-4.33680868994202e-19,0.0376917325444254,0,0,0,0,0,0
X002304.SZ,0.62360381203678,0.219990373604285,0,0,0,0,0.227687201199139,0,0,0.242721921211962,0,0.097715084638321,0,0,0,0,-0.214522977024061,0,0,0,0,0,0,0,0,0,0.264231947102534,0,0,0,0,0,0,0,0,0,-0.560880083732853,0,0,0,0,0,0,0.171334154751901,0,0,0,0,0,0,0,-0.0402192176663754,-0.0221936590734502,0,0,0,-0.140079229382654,0,0
X000063.SZ,0,0,0,0,0.0128820277707819,0,0,0,0,0,0.270296342787347,0,0,0.0451476085386502,0.0246059282963994,0,0,0.12138698693748,0,0.0514967612126788,0,0,0,0.0744578263566948,0.1154971701913,0,0.0683903815898171,-0.0483908301609649,0,0,0,-0.0689242408691091,0,0.0693346907398578,0,0,0,0,-0.0720217172625952,0,0.132868609074568,0,0,0,0,0,-0.0242772833156506,0,0,0,0,-0.0204700089274441,0,0,0,0,0,0,0
X600690.SH,0,0.30699658826549,0,0.0690884878590844,0,0,0,0.017989464880689,0,0,0,0.264861890173689,0,0,0.180634124241472,0,0,0,0,0,0,0,0,0,0,0,-0.0979853802142085,0,0,0,0.00370337173927137,0.0824721139615238,0,0.0071747167509651,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692277414167195,0,0,0,0.022350351524621,-0.00611130641119451,0,0,0,0,0,0
X600703.SH,0.0688066773475963,0,0,0,0,0,0,0.0683132223952257,0.139508444369058,0.0614135958622343,0,0,0,0.0697513051228551,0.0979382747850593,0.10665589113884,0,0.322019378801479,0,0,0,0,0,0,0.138506136896386,0,0,0,0,0,0,0,0,0,0,0.102371842883277,0,0,-0.150853203161941,0,0,0,0,0,0,0,-0.087059054090626,0,0,0,0,0.0217379014449423,0,0,0,0,0,0,0
X600741.SH,0,0.372025663194652,0,0,0,0,0,0.0919733632826717,0.150420160209119,0.106392390289933,0,0,0,0,0.142963759225776,0,0,0,0,0,0,-0.127954683845605,0,0,-0.0957119153336033,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0558785843946592,0,0,0,0,0,0,0.0165001836321861,0,0,0.0170084026463834,0,0,0,-0.124861671976529,0,0,0,0.003937070991669,0,0,0,0,0,0,0
X000625.SZ,0,0.00450884877810007,0,0.0203169602100105,0,0,0,0,0.123253380471209,0.124226238527523,0,0.265223487554537,0,0,-8.67361737988404e-19,0,0,0,0.0871770294963728,-0.22055897333794,0.332556976284861,0,0,0,0,0,0,0,0,0,0,0,0,-0.179506517468086,0,0,0,0,0,0,0.045891640917623,0,0,-0.00355007875025159,0.0915595209989324,0,0.161396266728363,0,0,0,0,-0.00763584125987192,0.0367635058106421,0,0,0,0,0,0
X000568.SZ,0,0,0,0.016057268722853,0.733188415995515,0,0,0,0,-0.0601992386796488,0,0,0,0,-0.0469625991088245,0,0.0773766353572436,0,0,0,0,0,0,0,0,0.0532744144449746,0,0,0.019536212605359,0,0.0159279186556987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443856427150545,0.00383721366741026,0,0,0,0,0,0
X002236.SZ,0,0,0.291855879677882,0,0,0,0,0,0.0114265695458937,0.0699178248794484,-0.146765075893964,0,0,0,0,0,0,0,0,0,0,0,0,-0.290386004725195,0.0208855113776752,0,0,0,-0.0798354315120355,0,0,0,0,0.482815810599092,0,0,0,0,0,0.424242767185129,0,0,0,0.0408785279875019,0,0,0,0.136931496998677,0,0,0,-0.0500987314843012,0.0752312865216475,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.107895547894499,0,0,0.0204305386223604,0.0472550116767512,0,0,0,0,0,0,0,0,0.0338347999427706,-0.201818422664462,0.0248233611299623,-0.000386027458203303,0,0,0,-0.0899131087543591,0,0,0,0,0,0.236790230007554,0,0,0,0,0,0,0.088341384201035,0,0,0,0,0,0,0,0.216742165729309,0.0824831062397512,0.00828650006608111,-0.0822961590960324,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041009472853003,0,0,0.085266244003162,0,0,0,0,0,0,0,0,0,0,0.369153503175843,-0.0161653737584381,-3.46944695195361e-18,0,0,0.300358946327449,0,-0.0400326587403707,0,0,0,0.103188493833019,0.112842797386857,-0.0547557512008546,0,0,0.096253578916104,0,0,0,0,0,0,0.00963254619385053,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124559132767569,0,0,0,0,0,0,0,0,0,0.213399002345836,0,0.0358572406422469,0,0,-0.0442143243648427,-0.0211256402724019,0.469252281023612,0,0.51770468885023,0,0,0,0,0,0,0,0.0870472924485238,0,0,0,0.033050083080184,0,0,0.0422323520125596,0.23350578481704,0,0.0129747945601128,-0.0123114746113474,-0.0502471609065041,0,0,0,0,0
X000338.SZ,0,-0.145896698520312,0,0,0,0.106075953624013,-0.0078809208498298,0,0,0,0,0,0.563857970811285,0,0,0.337093005278712,0,0,0,0,0,0.0829206475885352,0,0,0.00220830114342125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385012036403924,0,0.0236784196535629,0,-0.0801542809376089,0,0,0.0838205573741172,0,0,0,0,-0.0123253786955946,0,-0.216492188242127,0,0,-0.129462343455926,0,0
X002456.SZ,-0.0654302953167986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165478256689585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041990800703067,0,0.453227294465002,0,0.252360750614818,0,0,0,0,-0.201101492626236,0,0,0.0235955184167515,0,0,0,0,0,0.173123772712154,0,0,0.00755719163257155,0,0,0,0,0,0
X600066.SH,0,0,0,0.0327358073848146,0,-0.170517419832993,0,0,0,0,0,0,0,0,0.111405353920558,0,-0.414018895473987,0,0,0,0,0,0,0.110043718162563,-0.0751691300415249,0.069819098725195,0,0,0,-0.0928469860094203,0,0,0,0,0,0,0,0,-0.107983867666205,0,0,0,0.135991065591483,0,0,0,0.178575843005687,0,-0.117927045800647,0,0,0.0138502507318967,0.00778154980753268,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0.317998765264511,0,0,-0.0941038777720488,0,0,0,0,0,0.15858730794478,0,0.468474743384592,-0.222936410866785,0,0,0,0,0,0,0.0492486806213733,0.446436801299782,0,0.0455569632417118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977386297934409,0.0903682111658655,0,0,0.317135742860426,0,0.00662461605896462,-0.0112712994205718,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,-0.0512915717890538,0.0626250318416981,0,0,0,-0.0547351598878497,0,0,0,0,-0.0132891463452569,0,0,0,0,0,0,0,0,0,0.190835262554362,0,0,0,0,0,0,0.00302254907381899,0,0,0,0.0521884789395605,0.0187237692493253,0,0,0,0,0.0179306350823166,0,0,0,0.132100101133713,0,0.021938406172406,-0.0745097039765915,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0593047902219424,0,0,0,0,0.286077719704169,0,0,0,0,0,0,0,0.0788697864584199,0,0,0,0,0,0,0,0,-0.252298694999559,0.0930500213246716,0.117617686218653,0,0.119565401139123,0,0,0,0.149540571310966,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0257080149362817,0,0,0,0,0,0,0
