,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000625.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002241.SZ,X002129.SZ,X600372.SH,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X002463.SZ,X600522.SH,X600183.SH,X002007.SZ,X002028.SZ,X000800.SZ,X002074.SZ,X600460.SH,X601799.SH,X300142.SZ,X002294.SZ,X600418.SH,X002156.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.319221293999647,0,0,0.3187696220256,0.00646622474279309,0,0,0,0,0.0175709413581489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658662978278705,0,0.173610887202022,0,0,0,0,0,0,0.0968373558424241,0,0,0,6.93889390390723e-18,0,0,0.0839803888152513,-0.0762355370205495,0,0,-0.0308418620398097,-8.67361737988404e-19,0,0,0,0,0,0
X000858.SZ,0.13430442116759,0,0,0,0.12995896409948,0.317930106230217,0,0.0429262303736437,0,0,0,0.0287716391224321,-0.100879397289904,0,0,0,0,0,0,0,0.0355609492035429,-0.00608514070972068,0.0819378251200139,0,0,0,0.0807019143095639,0,0,0.0355390559982313,0,0,0,0,0,0,0,0.0255663119721905,0,0,0,0,0,0,0,0.00738002550841564,0,0,0,0,0,-0.00356327662665764,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0910479476869539,0,0,0,0,0,0.0044083643914912,0,0,0,0,0,0,0,0,0,0,0.134869150209406,0.0368762089479976,0,0,0,0.2200895090426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122493162029488,0,0,0.0115070180155167,0,0,0.0341176107569749,0,0.0321855677100155,0,0,-0.00109931239354516,0.0418452133307289,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.161249510579448,0,0,0.00255167077217163,0,0,0,0,0.00733419257903201,0,0,0.123769999868548,0,0,0,0,0,0,0,0,0,0,0.162265481968423,0,0,0.0208410270327007,0,-0.0494535242491838,0,0,0,0,0.0836975117294002,0,0,0,0,0,0,0.134176202682991,3.46944695195361e-18,0.00364069224889291,0.0780946030631343,0,0.0176513153519468,-0.0246870544099083,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.547481451442061,0,0,0,0,0,0,0,0,0,0,0,0.266957819092316,0,0,0,0,0,0,0,0.00526790233263045,0,0,0.0753652086438973,0,0,0,0,0,0,0,0.0859419385013238,-0.0738554205905579,0,0.0184532351616858,0,-0.0680627885703476,0,0,0.0537193524012548,0,0.031422854160347,0,0.0386412362044299,0,0,-0.0283052021390701,0.0263353871700789,0,0,0,0,0,0
X000568.SZ,0,0.522822314566162,0,0,0.44660249975455,0,0,0,0,0.0539475750625,0,0,0,0,0,-0.0634098811754934,0,0,0.0572168270356869,0,0,-0.0387695485263759,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181386299661194,0,0,0,-0.103359403295127,0,0,0,0,0,-0.051092089667151,0.0307439781357259,0,-0.0363816366127496,0,0,0,0.0155640550228594,-0.0134506891473614,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206707159836324,0,0,0,0,0.195025477959047,0,0,0.0678276547792778,0,0,0,0,0,-0.0922842102858468,0,0,0.199635247398726,0.0588187841994114,0,0,0.0010673003177349,0.0530511466605423,0,0,0,0,0.0437741418216765,0,0,0,-0.00598896926970159,0.0229014291820037,-0.0336241399642523,0,0,0,0,0
X600690.SH,0,0.0519152311645933,0,0.0361184789019842,0,0.305162836004397,0,0,0.0604884988501031,0,0,0,0,0,0,0,-0.0100586915955451,0.0203205220251009,0.0331031760425593,0,0,0,0,0,0,0,0,0,0,0.0487334860481034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896401843461,-0.0111205838517721,0.0401021757133475,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0399854242741536,0.512766003128674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131852263332996,0,0,0,0,0,0.12119722293169,0,0,0,0,0.23359981422659,0,0,0,0.035949581539452,0.128972648003236,0,0.0314347302434722,0,0,0,0.0968783586772085,0.0090538263443508,0,-0.00598942190092759,0,0,0,0.0918989270364548,-0.18445139379585,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.278636729511153,0.0931648671525162,0,0,0,0,0,0.298101931895415,0,0,0,0,0,0,0,-0.140800197851027,0,0,0,0,0,0,0,0.13216278535243,-0.0420449431540257,0.134016185431939,0,0,0,0,0,0,0.0903554045141887,0,0,0,-0.0974681803405917,-0.144113129235938,0,0,0.286708900373418,0,-0.0442716832383723,0,0,0,0.0113771327855029,0.00773497380758284,0,0,0,0,0,0
