,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000559.SZ,X600118.SH,X000050.SZ,X002475.SZ,X601877.SH,X000550.SZ,X600066.SH,X002129.SZ,X002294.SZ,X600271.SH,X000568.SZ,X002456.SZ,X002292.SZ,X000869.SZ,X600435.SH,X300003.SZ,X000800.SZ,X300124.SZ,X000400.SZ,X002007.SZ,X600839.SH,X002049.SZ,X002038.SZ,X000623.SZ,X000977.SZ,X600566.SH,X002008.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0723786180632524,0,0,0,0,0,0.00771404974399362,0,0,0,0,0,0,0.416389700736428,0,0,0,0,0.0297085455093937,0,0,0,0,0.0732665068894386,0,0,0,0,0,0.0180931616713329,0,0,0,0,0,0.00550400477336258,0.149569822951373,0,0,0,0,0,0,0,0.0204869526267153,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0.033199940339283,0,0,-2.16840434497101e-19,0.17323871836751,0,0,0.00456544395714597,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0102170225636408,0,0,0,0,0,0,0,0.0459207976260489,0,0,0,0,0,0,0,0,-0.0492553461618922,0,0.0606177940330827,0,0,0,0,0,0,0,-0.0103750131512951,-0.00160247075880656,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077528479426109,0.0581825464519038,0.143135940647521,0,0,-3.46944695195361e-18,-0.00588851160493003,0,0,0.0590141067159664,0,0.141221153210999,0.0680415702441066,0,0,0,0,0,0,-0.0785720960789411,0,0.0455882440954658,0,0.0777061064362369,0,0,0,0,0,0,0,0,0,0.00955667066268852,0,0,0,0,0,0,0
X000651.SZ,0.0740804139154686,0.0952001714932574,0,0,0,0,0,0,0,0,0,0.139465466876453,0,0.110223416521218,0.0622495380939062,0,0,0,0,0,0.0323629777915222,0,-0.0798774361617578,0,-0.00879115263892256,0,0.0721754366919368,0,0,0,0,0,0,-0.0247466409428217,0.127595721361049,0,0,0,0,0,0,0,0,0,0,0,0.172855530124617,0,0,0,0,0.0496089054053497,-0.0704183685811725,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0238256282967437,0,0,0,0,0,0,0,0,0.355405882544673,0,0,0.125486152621894,0,0,0,0,0,0,0.010029933903951,0,0,0,0,0,0,0,0.0701426670701282,0,0,0,0,0,0.10454622672617,0.142407345670443,0,0,0,0.132312475173043,0,0,-0.0159914965446993,0.0349033634450917,0,0,0,0,0,0
X000625.SZ,0.426432200251175,0,0,0,0,0,0,-0.0335333866768852,0,0,0,0,0,0,0,0,0.244789735961079,0,0,0,0,0,0.00623034255878389,0.0257675023272158,0,0,0,0,0.0821422368609856,0,0,0,0,0.0631657759354314,0,0,0,0,0.073020517445679,0,0,0,0,0,0,0,0.0172568728953974,-0.0604247209596182,0.0202220006830184,0,0,-0.00719568221693687,-0.014249645362678,0,0,0,0,0,0
X000858.SZ,0.0039283281860948,0.0511796002851992,0,0,0,0,0,0,0,0,0.0502182559763151,0,0,0,0,0,0,0.200996422763282,0,0,0,0,0,0,-0.0406043815325901,-0.0517092431426598,0,-3.46944695195361e-18,0,0,0,0,0.0223920965343512,0,0,0.234131776676659,0,0.0634853661636638,0,0.101982500135529,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667825055453035,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.401084622168442,0,0,0,0,0,0,0,0,0,0,0.0438710119971936,0,0,0,0,0,0,-0.123604532829329,0,0,0,0,0,0,0,0.018035755815598,0,0,0.0240159009085434,0,0,0.0921331166897515,0,0,0,0,0,0.288497345555368,0,0,-0.0754673435298759,0,0,0,0.00438126219238069,0.0586019136384169,0.246435581968622,0,0,-0.0336546954371118,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0141116696880653,0,0,0,0,0,0.0227245024148956,0,0,0,0.024012974319038,0,0.127280580786163,0,-0.00315400966380248,0,0.0805928602783817,0,0,0,0,0,0,0,0,0,0,0.0397811384163802,0,0,0,0.111825933305886,-0.12215665691417,-0.019847807659349,0,0,-0.0366273668459277,0,0,0,0,0.0164629774297308,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0288699459363457,0.073360405717514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730763933515429,0,0,0,0,0.013421472497203,0,0,0,0,0,0,0,0,0.184459821644889,0,0,0.042249211552331,0.054109072712214,0.0596293156581771,0,0.0343928486817905,0.034960114335157,0,0,0,0,0,0,0,0,0,0.00269501593096285,0,0,0,0,0,0,0
