,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X000568.SZ,X002236.SZ,X600271.SH,X002241.SZ,X000100.SZ,X600031.SH,X600118.SH,X600177.SH,X002292.SZ,X002007.SZ,X000338.SZ,X600372.SH,X002475.SZ,X002456.SZ,X000559.SZ,X600522.SH,X002506.SZ,X002074.SZ,X002180.SZ,X300003.SZ,X000157.SZ,X600867.SH,X002294.SZ,X002426.SZ,X300124.SZ,X600089.SH,X000981.SZ,X002508.SZ,X601877.SH,X002085.SZ,X000869.SZ,X600498.SH,X000050.SZ,X002465.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.383031524520159,0,0.070847279737289,0,0,0,0,0.221658769879265,0,0,0,0,0,0.127661236114234,0,0,0,0,0,0,0,0,0.00149251969493091,0.0179170081727792,0,-0.0404830188826111,0,-0.025492631543165,-0.0227692727431979,0.139012987390565,0,0.0174360200113593,0,0,0,-0.130456134984778,0.25489805787942,0,0,-0.193134773722651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.0961767290629354,0,0.0060634654923472,0,0,0,0,0.227217349859821,0.0893261868387977,0,0.0880184820871077,0,0,0,0,0,0,0,0,0,0,-0.120478546821115,-0.0357559609545746,0.00709196226757286,0,0,0,0.0572748312945884,0,-0.0512175361902457,0,0.00995786260636164,0,0,0,0,0,0,0,0,0,0,0,0,0.136305098470705,0,0,0,0,0,0.00437604116140768,0.0189205724860771,0,0,0,0,0,0
X002415.SZ,0.0594115402458901,0,0,0,0,0,0,0,0.142936758134219,0,0,0,0,0.0577760293706632,0,0,0,0,0,0,0,0,0.144399144200601,0.0873364520505937,0.0687440911246191,0.0637933870320493,0,0,0,0,0.034850187157619,0,0,0,0,0,0,0,0,0,0.0814604321200804,0,0.0580705115566696,0,0.0424058483192438,0,0,0,0,0,0.0271669025280579,0,0,0,0,0,0,0
X000858.SZ,0.16585741241546,0,0,0,0.298772049868158,0,0,0,0.242261240844578,0,0,0,0,0.268322663711668,0,0,0,0,0,0,0,0,0,0,-0.022275670030588,0,0,0,0,0,0,-0.00396032045729488,0,0,0,0,0.0147919425294358,0,0,0,0,0,0.0604471547162018,0.134521948919418,0,0,0,0,0,0,0.000112729734798134,0.0199302245272888,0,0,0,0,0,0
X002304.SZ,0,0,0,0.731520197507944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742217782306064,0,-0.0120121228270643,0,0,0.0147666704062972,0,0.0391436247438385,0,0,0,0,-0.0115492484264047,0,0,0,0,0.030428496781181,0,0,0,0,0,0,0,0,0.00941604588122855,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.03374177066552,0,0,0,0,0.1722303175484,0,0,0,0.0975267809672543,0.0206346778153799,0.048985902493013,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00217241897193766,0,0.0244556418852461,-0.0289667198756516,0,0,0,0,0.0130550361759748,0,0,-0.0268214817822735,0,0,0,0,0,-0.0248426406609142,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0609443263671063,0,0,0.051961608833239,0,0,0,0,0,0.130863269500017,0,0,0,0,0,0.140480593962696,0,-0.00702285669952266,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17128793572736,0,0.0399447198041603,0,0,-0.0247228540600927,0.0292368414507921,0,0,0,0,0,0
X000625.SZ,0.0824295686916662,0.162297600681233,0,0,0,0,0,0,0,0.0635594535280151,0,0,0.0809636795490739,0,0.0502901660123891,0.129075700927446,0,0,0,0,0,0,0,0,0,-0.0204054511429927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245652006993837,0,0,0,0.00557454172619849,-0.145772111400801,0,-0.0112915019347433,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0753313301145026,0,0,0,0,0,0,0.0100581031671752,0,0.0290503517637438,0,0,0,0,0,0,0,0,0,0.136066091211383,0,0,0,0,0,0.133783468067089,0,0,0,0,0,0,0,0,0,0,0,0.0202945458896445,0,0,0.128240243577425,0,0,0,0.0827985484090726,0,0,0,0.0352861517535569,0,0,0,0,0,0
X000063.SZ,0,0,0.0480136782124183,0.0740366115709757,0,0,0,0,0,0,0,0,0,0,0,0,0.0760373921282071,0,0,0,0,0,0,0,0,0,0.0931864125420951,0,0.0241337505535464,0,0,0.0570595823330033,0,0,0,0,-1.73472347597681e-18,0,0,0.0828578397291661,0.0227604503671549,0.0257681928658806,0,0,0.136296089010088,0.0393383729422977,0,0,0,0,0.0015524292350978,0,0,0,0,0,0,0
