,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002007.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600498.SH,X002179.SZ,X002506.SZ,X600177.SH,X600487.SH,X000977.SZ,X000625.SZ,X600776.SH,X600183.SH,X600066.SH,X600522.SH,X002371.SZ,X600867.SH,X000050.SZ,X000066.SZ,X600089.SH,X002129.SZ,X600118.SH,X300146.SZ,X002049.SZ,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0.221154696577402,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0419637928755503,0,0,0.200903902736521,0,0.0181382027221223,0,0,-0.0535088596926787,0,0,0,0,0,0,0,0.0886374558326575,0,0,0,0,0,0,-0.00458560864605027,0,0,0,0,0,0,0,0,-0.0638896174567446,0,0,0,-0.0138308896625713,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.140414767388027,0,0,0,0.296672030105585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103662143128368,0,0,0,0,0,0.096237247567402,0,0,0,0,0,0,0,0,0.167480887762004,0,-0.052215656280297,0,0,0,0,0.0142980719470506,0,0
X000651.SZ,0,0,0,0,0,0,0.0640989815452912,0,0,0.284690663291994,0,0,0,0.228892550809999,0.159811782473984,0,0,0.135984860676312,0,0,0,0,-0.0632362043368409,0,0,0,0,0,0,0,0,0.0515469990390235,0,0,0,0,-0.0376211486533708,0,0,0,0,0,-0.0555055523303289,-0.031445754483882,0,0,0,0,0,0,0,-0.0393018099120346,0,0,0,0,-0.0272861588893156,0,0
X600104.SH,0.0370430507464896,0.0561952449093427,0.139504859559189,0,0,0,0,0,0,0.00519939322762566,0,0.00340857710247246,0,0.0466427335478615,0.0849188692551597,0,0,0,0,0,0,-0.0119431490180889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175966108200673,0,0,0.0394445103254992,0,0,0,0,0.066883242152244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133568999184647,0.0397688271289947,0,0,0.0852583756727011,0,0,-4.33680868994202e-19,0,0,0.248865587465427,0,0,0.22961769276368,0,0,0,0,0,0,0,0,0,0,0.0655962299413789,0,0,-0.0397265822867933,0.0165158474056526,-0.045844551330447,0,0,0,0,0.0159389033257876,0,0,0.039805111347255,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.114856577772041,0,0.0568225808907218,0.139552755427495,0,0,0,0,0,0,0,0,0,-0.0707180390475521,0.0262182105626362,0.504636559337826,0,0,0.0089674953188629,0,0,0,0,0.227603577532926,-0.0748369645712739,0,0.00450729693181553,0,0,0,0,0,0,0,0,0,-0.0150995895455137,0,0,0,0,-0.031530044988225,0,0,0,0,-0.0430930363373176,0,0
X002304.SZ,0,0.221860204207711,0.158502608898519,0,0,0,0,0,0,0.0527346460010704,0,0,0,0.0453882206226882,0,0.199010704698265,0,0,0,0,0,0,0,0,0.132359940360789,0,0,0,0,0,0,0,0,0.0460781909236859,0,0,-0.0621381426547809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214131381255655,-0.0194688160140873,0,0,0,0.0105288810841517,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265542259839097,0,0,0,0,0,0,0,0,0,-0.0255600354661395,0,0,0,0,0,0,0,0.135573732541224,0,0,0,0,0.311309967508503,0.228035211047946,-0.00111383579719869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159311039881474,0,0
X000725.SZ,0,4.33680868994202e-19,0,0,-0.0279104949934459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329113535652824,0.215827372223325,0,0,0,0,0,0,0,0,0,0,0,0.0599429596599902,0.093516810744282,0,0,0,0.03669749316117,0,0,0,0.282595002288897,0,0,0.0715631935738996,0.0273084575493559,0,0.0899072665648324,0,0,0,-0.0153263658089187,0,0,0,0.0138895142947386,0,0
X600031.SH,0,0,0.218697148743939,0.123021476625869,0.199886009213051,0,0,0,0,0,0,0,0.297548981730533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420982513259959,0,0,-0.038830266223289,0,0,0,0,0,0.0116363063731368,0,0,0,0,0,0.11795146925501,0,0,0,0,0,0,0,-0.083539334111804,0,0,0,0,0,0,0
