,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000568.SZ,X002241.SZ,X002475.SZ,X000625.SZ,X600741.SH,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X300136.SZ,X300003.SZ,X601877.SH,X002008.SZ,X600809.SH,X002085.SZ,X600487.SH,X600271.SH,X600089.SH,X002508.SZ,X600177.SH,X600522.SH,X000157.SZ,X300115.SZ,X002294.SZ,X600118.SH,X000050.SZ,X600867.SH,X600699.SH,X000559.SZ,X000981.SZ,X600498.SH,X600372.SH,X600566.SH,X002179.SZ,X002180.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00604044997083738,0,0.195256643605382,0,0,0,0,0,0.0243153479812357,0,0.104818751812739,0,0,0,0,0,0,0,0,0.0423569161493934,0,0,0,0,0,0,0,0,0,0,0.0544223580290377,0,0,0,0,0.022945759451389,0,0,0,0,0,0,0,0,0,0,0.0223265585887921,0,0,0.0139605484477953,-0.0244425434404797,0,0,0,0,0,0
X600104.SH,0,0,0,0.357223115814533,0,0,0,0,0,0,0,0.081740480619147,0,0,0.170424735433093,0,0.232163560147428,0.021031552521743,0.0713390421583208,-0.0853585498836156,0.180815409217692,0,0,0,0,0,-0.0510321154174688,0,0.0701536129247609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151148299155467,0,0,0.168021538561377,0,0.000238837187196392,0,0.0203815176815771,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0151790875239454,0.102771206397047,0,0.216204706946658,0,0,0,0,0.0519157628643471,0,0,0,0,0,0,0,0.110283727030209,0,0,0.0835539816662695,0.0198494128426914,0,0,0,0.0378031110855733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201103797202097,0,0,0,0,0.0276600560339678,0,0,0,0,0,0,0
X000651.SZ,0,0.0561117451554504,0,0,0.195613185859706,0,0,0,0,0.165181369028049,0,0.0803728894800408,0,0,0,0,-8.67361737988404e-19,0.13871502206771,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.102654073500875,0.0304326921540419,0,0,0,0.00587235562215892,0,0,-0.0320035506924275,0,0,0,0,0,0,0,0,-0.0272615981047377,0,0.0415903787619482,-0.0100358819551811,0.0216124362617767,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0457930800517075,0,0,0,0,0,0,0,0.0452306764157081,0.533864416028271,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0585423217818325,0.00426304775132871,0,0,0,0,0,0,0,0,0,0,-0.0178695704337734,0,0,0,0,0,0,0,0,0,0,0,0,0.00289036615107068,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.057603385559051,0,0,6.93889390390723e-18,-0.102472861077954,0,0.104825642987947,0.00686486385597985,0.234481720174905,0,0,0,0,0,0,0,0,-0.106641883423839,0,0,0,0,-0.0118183743221536,0,0,0,0,0,0,-0.0260297917322363,0,0,0,0,0,0,0,0,0,-0.208840628334488,0.170938825940839,0,0,0,0,0,0,0.0173269280977699,-0.0104331570936028,0,0,0,0,0,0
X000725.SZ,0,0,0.109166371647061,0,0,0,0,0,0,0.0616222390944155,0,0.0145533733451283,0,0,2.16840434497101e-19,0,0,0,0.112446053367086,0,0,0,0,0,-0.0103908709575919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290022047802275,0,0.173099717469197,0,0,0.0129938338851611,0,0,0,-0.00207545177340741,-0.00468503472093807,-0.192109542430943,0,0,0,0,0
X002304.SZ,0,0,0,0,0.56134458316437,0,0,0,0,0,0.0417203838830687,0,0.0475538275110917,0,0,0,0.0583861447428062,0.0510275797769641,0.01190367732606,-0.19282355417918,0,0,0,-0.0281041072275241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257238737558885,-0.0554935070233574,0,0,0,-0.0397561632980851,0,0,0.00974561636760533,-0.0611541377155808,0,0,-0.00630148753625271,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.353417852414658,0.141235903945431,0,0.0472428124711106,0,0,0,0,0,0,0,0.0568379250148472,0,0,0,0,0,0.0789174661805481,0.0691601587856794,0.0878269566584592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807280222275174,0,0,0,0,0,-0.0418886412548236,0.0761442498690622,0,0,0,0,0,0
X600690.SH,0,0,0.00644828938971275,0.180380246892209,0,0,0.174764509154407,0,0.0182908818964451,0,0,0.0696666525853847,0.160694710605546,0,0,0,0.282799596095667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192485390846971,0,0,0,0,0.0139477925755064,-0.00857114217489286,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0715561466240634,0.107768808966815,0,0,8.67361737988404e-19,0,0.0831474017034113,0,0,0.277154125257106,0,0,0,0,0.354161213328749,0,0,-0.285793525804898,0,0,0,0.102827688671526,0,0,0,0,0,0,-0.135288355543194,0,0.134870693173505,0,-0.0526165100871484,0,0,0,0,0.0608773022586832,0,0,0,0,0,-0.344303161832263,0.0080473900407475,0,0,0,0,0,0,0
