,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X300003.SZ,X002236.SZ,X000338.SZ,X600031.SH,X601877.SH,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X600271.SH,X002456.SZ,X000625.SZ,X600066.SH,X600487.SH,X002294.SZ,X000596.SZ,X600566.SH,X000100.SZ,X000981.SZ,X300142.SZ,X002241.SZ,X000661.SZ,X300136.SZ,X002508.SZ,X002007.SZ,X002180.SZ,X000050.SZ,X000157.SZ,X002038.SZ,X000869.SZ,X600522.SH,X002179.SZ,X600177.SH,X600498.SH,X002049.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.375961945704684,0.0547827181870652,0.113828114202144,0,0,0,0,0.0687075708510453,0,0.0120911399107445,0,0,0,0,0,0.026586719217075,0,0.0363108502167052,0,0,0,0,0,0,0,0,0,0,0,-0.014488618385162,0,0,0,-0.0176137523968262,0,0,0,0,0,0,0.0076243957411183,0,0,0,0.0177977296108753,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.240751079742861,0,0,0,0,0,0,0,0,0,0,0,0,0.0931160096549176,0,0.0675791431067292,0,0,0,0,0,0.18642009532805,0,0.127141986384422,0,0,0,0,0,0,0,0,0,-0.0386132326901143,0,0,-0.0695126946487062,-0.177674121722927,0,-0.186631049504187,0,-0.0439805709104259,0,0,0,-0.0280323713879467,-0.0530692106524666,0,0,0,0,0,0
X002415.SZ,0.0685779419068726,0,0,0,0,0,0,0,0,0,0,0,0.0240840499213587,0,0,0.203299068175809,0,0,0.0287698389405525,0.024475350034361,0,0,0,0,0,0,0,0.131851269410691,0,0,0.184882564120773,0,0,0.0453448068675856,0.241890029063219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122957334410204,-0.0243564093593888,-0.0989897887603414,0,0,0,0,0
X000858.SZ,0.207752834457302,0,0,0,0.187667455862215,0,0,0,0,0,0.134418974722395,0,0.160335277494422,0,0,0.0840662278106744,0,0,0,0,0.100777672720154,0,0,0,0,0,0,0,-0.0799433856678581,0.0289457862030311,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209677546141934,0,0,0,0,0,0,0,0,0.00489315074768691,-3.46944695195361e-18,0,0,0,0,0,0
X000651.SZ,0,0,0,0.658863569390184,0,0,0,0,0,0.0502685936580773,0,0.0604492277722518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908504873098136,0,0,0,0,0,0,0,0,0,0,0,-0.00958751611023046,-0.0733980925565217,0.363394529576141,0,0,0,0.0599878994833666,-0.1076044770338,0,0,0,0,0,0.0151565154337442,0.069349884798545,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0180448110687848,0,0,0,0.11249176651774,0,0,0,0.278238254759076,0,0,0,0,0,0.0558146675327559,0,0,-0.0792583643344037,0,0,0,0,0.0785235964059825,0,0.169709420822654,0,0,0,0,0.225329121968057,0,0,0,0,0,0,8.67361737988404e-19,0.113415338493887,0,0,0,0,0,0,0,-0.0578999016678977,0.00774592053643766,0,0,0,0,0,0
X002304.SZ,0,0,0.195807636950221,0.109808266980447,0,0,0,0,0,0.0569489049982647,0.00984210512553607,0,0.375163479907689,0,0,0,0,0.140321185237202,0,0,0.0287632441106038,0,0,0,0,0,0,-0.100271944457847,0,0,0,0,0,0,0,0,-0.00770868890312754,0.315487397966325,0,0,0,0,0.0350018747190559,0,0,0,0,0,0,0,0,0.00569574139891143,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0247172360504368,0,0,0,0,0.0693100216770663,0,0,0,0,0,0.0311895778416412,0,0,0,0,0,0,0,0,0,0,0.132366562053254,0.0985959990015153,0,0,0,0,0,0,0.113863242662897,0,0.0644238379867094,0,0,-0.143932784138192,0,0,0,0,0,0,0,0.0566379512172663,0,0,0,-0.00433541581400894,0.0369688658997919,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143359701812778,0,0,0.0910208778985415,0,0.0268714220626021,0,0,0,0,0,0.158190533589979,0.158065975720246,0,0.0301177255589414,0.222217904399441,0,0,0,0,0,0,0,0.0132214884450224,0,0,0.0131994025456448,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.287401416734518,0,0,0.0862977643460551,0,0,0,0,0,0.167733859649838,0,0,0,0,0,0,0,0.0483533496388481,0.0300121511078077,0,0,0,0,0.0577295819945169,0,-0.0644833124190591,0.0621082453673312,0,0,0,0,0,0,0,0,-0.0162448609642806,0.0791519069304693,0,0,0,0,0,-0.0202547849933539,0,0,0,0,0,-0.0203039540952869,-0.0281829232876375,0,0,0,0,0,0
X000568.SZ,0.509699518823261,0,0,0,0.0969781943831107,0.184354366492593,0,0,0,0.0838935101238453,0,0,0,0.0341536154078271,0,0,0,0,0,0.0601389495936436,0,0,0.0437701707103276,0,0,0,0,0,0,0.0692931922750072,-0.100196424655589,0,0,-0.0318464883543382,0,0,0,0,0,0.0441131656314949,0,0,0,0,0,0,0,0,0,0,0,0.00208690674129113,-0.000443172614151837,0,0,0,0,0,0
X600703.SH,0,0.13181519599094,0.248922468094744,0,0,0,-0.0162717393289532,0.0420503160138364,0,0,-0.115067159599084,0,0,0,-0.198222357284359,0,-0.0355434181526165,0,0.000261936486473119,0,0,0,0,0,0.53292088488961,0,0,0,0,0,0,0,-0.468625528193461,-0.0146295084404546,0,0,0,0,0,0,0,0,0,0,0,0.505541582118524,0,0,0,0,0,0.0101045551677785,0,0,0,0,0,0,0
X600741.SH,0,0.447289780931696,0,0.237847172210626,0.0282594100840293,0.0134832333978818,0,0,0,0.0194682586905979,0,0,0,0,0.0419950786447372,0,0,0.0887109291518047,0,0.0717815765964554,0,0,0,-0.0777418458682793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142338267023742,0,0,0,-0.0282070634683511,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.111440704367807,0,0,0,0,0,0,0,-0.0487857758468595,0,0,0,0,0,0,0,0,0.042186746241699,0.525281344768225,0,0,0,-0.029410751013815,0.00369405191961885,0,0,0,0,0.00328756214734503,0,0.202973224604031,0,0.0307016766494635,0,-0.0113279313764584,0,0,-0.0982241697317447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.131008941882967,0.0295146334947607,0,0,0,0,0.0158922345032121,0,0,0,0,0,0,0,0,0,0,0,0.149587784156027,0,0,0,0,0,0.0750000103794068,0,0.0540855373956031,0,0,0,0,0,0,0,0,-0.105403268602089,0,0,0.013441318266946,0,-0.0490869079846384,0,0,0,0,0,0,0.00903345565297425,-0.0287419408241977,0,0,0,0,0,0
