,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600741.SH,X600031.SH,X600703.SH,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X600487.SH,X300124.SZ,X002008.SZ,X002236.SZ,X600809.SH,X000100.SZ,X000661.SZ,X002456.SZ,X000596.SZ,X600867.SH,X002179.SZ,X000625.SZ,X600498.SH,X300142.SZ,X002007.SZ,X600066.SH,X000977.SZ,X000157.SZ,X600566.SH,X300136.SZ,X002294.SZ,X002241.SZ,X600522.SH,X002180.SZ,X600177.SH,X300146.SZ,X600089.SH,X600372.SH,X000869.SZ,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.388832256493331,0.0424583573833501,0,0,0,0,0.00868709814009756,0.0342558363939225,0,0,0,0.0349573989904094,0.0384188944783497,0.0891241511320114,0,0,0,0.056647946973026,0,0,0,0,0.00708377315031573,0,0,0.0232853243818662,0,0,0,0,0,0.033322773444273,0,0,0,0,0,0,0,0,0,0.00253237638852733,0,0,0,0,0,0,0.00129553217011053,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0291298156323241,0,0,0,0,0,0,0.0612191037720646,0.254487365102436,0.18663336258368,0,0,0.217371153224625,0,0,0,0,0,0,0,0,0,0,0,0,0.00259054483445097,0,0,0,-0.0129273357638817,0,0,0,0,0,0,0,0.0424676595345708,0,0,0,0,0,0,0,0,0,0,0,-0.0274086465271411,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.220760517968247,0.0558223714011943,0.0470555437690543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459589569527276,0,0,0,0,0,0,0,0,0,0,-0.0267810735106412,0,0.156944876789569,0,0,0,0,0,0,0.0347871905648812,0,-0.0675991747830766,0,-0.0741684254629918,0,-0.168739564054755,0,0,0.00662838237060213,0.0314489924664404,0,0,0,0,0,0
X000858.SZ,0.27493365000007,0.104275728083732,0,0,0.0103045162815653,0,0.180374928757615,0,0.160500648415819,0,0,0.0384582965640774,0,0,0,0.156460636857201,0,0,0.106753787806544,0,0,0,0,0,0,0,0,0.0821557242615898,0,0,0,0,0.0823956872726369,0,0,0,0,0,0,0,0,0,-0.00415267442918207,0,0,0,0,0,0,0,0,0.0038018378793904,0,0,0,0,0,0,0
X000651.SZ,0.330425335730572,0,0,0,0,0,0,0,0,0,0,0,0.00421763908228488,0,0,0.233440350999371,0,0,0,0,0.0560614993775388,0.216157989274812,0,0,0,-0.00910226531530921,0,0.00131824830432385,0.0398315334392083,0,0,0,0,-0.0371909369714193,0.0532007986285361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000645672818522772,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211523711547957,0,0,0,0,0,0.109582022131403,0,0,0.116599034965438,0,0.182316915507692,0,0,0,-0.0233691109077633,0,0.0735815516955471,0,0,0,0.0329094989144433,0,0.310295311995096,0,0,0,0,0.13785889039135,0,0,0,0,0,0.0869957348352368,0.0194987970845237,0.0251456517577546,0,0,0,0,0,0
X002304.SZ,0,0,0,0.342962305692354,0,0,0,0,0,0.0637241386925831,0,0,-0.0199184404682222,-0.0772070409404265,0,0.580770543779282,0.133032198654071,0,0,0,0,0,0,0.178614308518007,0,0,0,0,0,0.0508303137204861,0,0,0,0,0,0,0,0,0,0,0,0,-0.168063136848291,0,0,0,-0.127021189387304,0,0,0,0,-0.00582773626164672,0.00370886482360923,0,0,0,0,0,0
X000725.SZ,0,0,0.0690704856656724,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0556668542324966,0,0,0.055159218289519,0,0,0,0,0.423846486283786,0.0186238985404047,0,-0.0249894062339711,0,0,0,0.138570076242199,0,0,0,0.094716648220598,0,0,0,0,0,0.164404687071487,0,0,0,0,0.150093656548155,0,0,0,0,0.0135864193163667,0.0383579959717727,0,0,0,0,0,0
X600690.SH,0,0,0,0.197688474833867,0,0,0,0.035892821687605,0,-0.0447142104424363,0.19057962939987,0,0,0,0,0,0,0,0,0,0,0,0.0562274403244813,0,0,0,0.117168546514624,0,0.124771995082344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00288623442727176,0,0.0155139560681761,0.18334409464946,0,0,0,0.0141209568983956,8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0.323621737843441,0,0,0,0,0,0,0,0,0.233261351877089,0,0,0,0.0109090770655781,0,-0.0285093369080824,0,0,0,0,0,0,0.00290098770719367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128605473678431,0,0,0,0.262220644509533,0,0,0,-0.166326426466632,0,0,0,0,0.081792263671128,0.0244405447854459,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0923737722485697,0,0.0240529421253695,0.100699959504938,0,0,0,0,0,0,0,0,0,0,0,0,0.291948758428332,0.373617964228079,-0.102582808288066,0,0,0,0,0,0,0,0.0839382428275605,0,-0.10901614576812,0.151591375363914,0,0,0,-0.111980706602585,0,0,0,0,0.331222201220815,0,0,0.0467824346795937,0.00492607222944024,0.0336900434512604,0,0,0,0,0,0
X000338.SZ,0,0.157362980437721,0,0,0.447034873299355,0,0,0,0,3.46944695195361e-18,-0.0110462154540367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0971139061503622,0,0,0,0,0,0.191238568672852,0,0,0,0,0.0190581184623148,0.0119475560009235,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0102577190304823,0.0841812688346483,0,0,0.0431597832267932,0,0,0.038940316488492,0,0,0,0,0.256775648785479,0,0,0,0,0,0,0,0,0,0,0,0,0.206526558681865,0,0,0,0,0,0,0,0,0,-0.0326311654428455,0,0,0,0,0.013602667152902,0,0.0248923217845889,0.0142690814211778,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0360392675247438,0.0775178240034124,0,-0.00685648165417042,0,0.0697434597182802,0,0,0,0,0.180339589156205,0.154927365320711,0,0.150339229578595,0,0,0,0,0,0,0,0,0,-0.0919998993479582,0,0,0,0,0,0,0,0,0,0,0,0.167636919050524,0,0,0,0,0,-0.22595866129288,0.0459239111233872,0,0,0.00481057666332347,-0.0129679692675039,0,0,0,0,0,0
X600703.SH,0,0,-0.0156420002241419,0,0,0,0,0,0,0.0923290721820305,0,0,0,0,0,0,-0.159533702684612,0,0,0,0,0.0509859845097516,0.268240475093381,0,0,0,0.0728929723288473,0,0,0,0,0.183042384962584,0.125473246620678,0,-0.0879336197851355,0,0,0,0,0,0.121392250585563,0,0,0,0,0,0,0,0,0,-0.0237460364668801,-0.0102743367947537,0,0,-0.132481579630497,0,0,0,0
