,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000338.SZ,X600703.SH,X600089.SH,X002179.SZ,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X000977.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X000066.SZ,X002463.SZ,X002007.SZ,X002294.SZ,X300146.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.193025969592674,0,0,0,0.00157908644459619,0,0,0,0,-0.0648650748440603,0.0189064560704073,0,0,0,0,0.0491542694522728,0.0513537363086897,0,0.0121539963992125,0,0,0,0,0,0,0,-0.00182290567040624,0,0,0.0050842940736383,0,0,0,0,0,0,0,0,0.0337789749940498,0,0,0,0,0,0,0,0,0.0549198263707245,0,0,-0.00411800725033834,-0.0780554921029332,0,0,0,0,0,0
X000858.SZ,0,0,0,0.180807040967974,0,0.0753902641501408,0,0,0,0,0,0,0,0,0,0,0.101989845947013,0,0.0690277523240982,0,0,0.0146452438959826,0,0,0,0.0229839481867052,0,0,0.00596041222707166,0,-0.0112343724786174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541677115435097,0,0,-0.0185010138680141,-0.026902344273326,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0864235289233875,0,0,0,0,-0.0870092908494864,0,0,0,0,0,0.159010848479746,0,-1.73472347597681e-18,0,0,0.0534211232593371,0,0,0,0,0.172809857427933,0,0.0945462655591575,-0.0109685507651252,0,0,0,0,0,0,0.176363418444663,0.0287803415176438,0,0.11238710802146,0,0,0,0.0628851190394764,-0.0721499454068662,0.175553452073586,0,0,0,0,-0.0159349109885922,0,0,0,0,0,0,0
X000568.SZ,0,0.421760345473582,0,0,0,0,0,0.167842979376701,0,0,0,0,0.081453852063423,0,0,0,0,0,0,0,0,0,-0.0143376416640635,0,0,0.0366647425060467,0,0.0789414903590848,0,0,-0.0358838135638777,0,0,0,0,-0.0322738948563758,0,0,0,0.0719566401813906,0,0,0,0,0,0,0,0,0,0,0,-0.0257282334477339,0,0,0,0,0,0,0
X600276.SH,0,0,0.0850868346924814,0,0,0,0.078250837331677,0,0,0,0,0.191197182930515,0,0,0,0,0,0,0,0.0797439769891697,0,0,-0.0548624773920883,0.0307826680499374,0,0.123126711376016,0,0.140548783042855,0,0,0,0,0,0,0,0.0359870281399917,0,0,0,0,0,0,0,0.103535696633896,-0.118694820990762,-0.196270102052855,0,0.222549985423268,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.167570586178638,0,0.0587163134576041,0.0492784160008786,0,0,0,0,0,0,0,0,0,-0.181022649615673,0,0.206203995349675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127300141294428,0,0,0,0,0,0,0,0,0,-0.0779939900311995,0,0,0.336179811468888,-0.0560940668568719,0.0287110270055493,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0853694997842254,0,0,0.158231064268234,0,0.0534294284578112,-0.125962054789384,0,0,0,0,0.306144315034469,-0.539432588677206,0,0.222901648437145,0,0,0,0,0,0,0,0,-0.0819947637940288,0,0,0,0,0,0,0,0,0.059512145244184,0,0,0,0,0,0,0,-0.143471907154316,0,0,0,0,-0.00900470908054266,0,0.0103544546224715,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.105740270758775,0,0.100239426873816,0.0946538630980303,0,0,0.0303694663886801,-0.046619100174949,0,0,0,0,0,0,0,0,0,0,-0.041662001171573,0,0,0,0,0,-0.0579188528273938,0,0,0,0.0358720117743329,0,0,0,0.0199982225092912,0,0,0,0.103624576068343,0,0,0,0,0,0.0117170425371557,0,0,0,0,0.0157187277610812,0,-0.0335936724958276,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215237847564346,0,0.0655706918748616,0,0,0,0,0.126757318269251,0,0.0713107832535246,0.0751443268097152,0,0,0,0,0.0122396895664539,0,0,0,0,0,0,0,0,0,0,0,0,-0.236412924560155,0,0,0.0120588909562814,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0352903572188307,0,0.150800930590698,0,0.13410381262992,0,0,0,-0.0921110968266091,0,0,0.273153835623282,0,-0.58437189280623,0,0,0,0,0,0,0.143055551005811,0,0.0277485681804586,0,-0.200414353107957,0,0,0,0.0362850758054198,0,0,0.0229088948678655,0,0,0,0,0,0.011155457465264,0,0,0,0,0,0,-0.0475008604101541,0,0,0,0,0,0
