,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X601877.SH,X000100.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X300136.SZ,X600089.SH,X300003.SZ,X600271.SH,X002294.SZ,X600522.SH,X600177.SH,X002008.SZ,X000157.SZ,X600487.SH,X002007.SZ,X600118.SH,X600867.SH,X600372.SH,X000981.SZ,X600809.SH,X600699.SH,X600566.SH,X000559.SZ,X002074.SZ,X000050.SZ,X600498.SH,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315238401688546,0,0,0,0.037956562339401,0,0,0.0630349251992238,0,0,0,0,0,0,0,0.214615374864444,0,0,0,0,0,0.48850676316518,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.216300702958478,0,0,0,0,0,0.140532615902647,0,0.339597820038601,0,0.0485154948028172,0,0,0,0,0,0,0,0.0251963327899403,0,0,0,0,-0.191672301339328,0,0,-0.113734483504726,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133033329733234,0.0249126704814889,-0.00146834402483404,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.243785002097114,0.143396364229619,0.0722342940011754,0,0,0,0,0,0,0,0.405743652837304,0,0,0,0,0,0,0,0,0,0,0.226499812597938,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275657158736674,0,0,0,-0.186455243744292,0,-0.0613266920980849,0,-0.0324484317645372,0,0,0,-0.0051600171171014,0,-0.00418748002169645,0,0,0,0,0
X000651.SZ,0,0.0870120167330124,0,0,0.156104880823892,0.0462978691117817,0,0,0,0,0,0,0,0,0.132989853927865,0,0,0,0,0.00867889269131173,0,0,0,0.0196429030146625,0,0.0299897114862354,0,0.0210627309652664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127031185922784,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.00299821809374552,0,0,0,0,0.710407093504032,0,0.0462283445966569,0,0,0,0,0,0,0.0740461099491596,0,0,0,0,0.0200946105673204,0,0,0,0,0,0,0,0,0,0,0,0,-0.00980196345149641,0,0.0301312092622491,0,0,0,0,0.0583455212653186,0,0,0,0.00570253518518654,0.0132665249513411,0,0,0,0,0,0
X000725.SZ,0,0,0.0907584332693855,0,0,0,0,0,0,0,0,0,0.0582120076009519,0,0,0,0,0,0,0,0,0,0,0,0.325171442880565,0,0,0.230303571047069,0,0.680129913593948,0,0,0,0,0,0,0,0,0,0.00218711069494839,0,0,0,0,0,-0.115365137658233,0.123788829480283,0,0,0,0,0.0438968544048707,0,0,0,0,0,0
X600276.SH,0,0,0.136285700506594,0,0.0273734666284373,0,0,0.00139958324731462,0,0,0,0.314244574913914,0,0,0,-0.0936434476025208,0,0,0,0,0,0,0,0,0,0,0,0,0.0495232502389786,-0.0258057420489239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000348137163349903,0,-0.232782065411703,0,0.0171855489144163,0.0180354973766169,0,0,0,0,0,0
X002304.SZ,0.651782232767899,0.259664580859301,0,0,0.19136133015335,0,0,0,0,0.0949643360496936,-0.0151761582737789,0.175109820659408,0,0,0,0,-0.351848804879838,0,0,0,0,0,0,0,0,0,0,0,0.131562734002203,0,0,0,0,0.252963826275477,0,0,-0.864234179994835,0,0,-0.0054965454576177,0,0.106767116847088,0,0,0,0,0.0981889685720164,0,0,0,-0.0359803127163094,0,0,0,0,-0.278958719797946,0,0
X000063.SZ,0,0,2.16840434497101e-19,0,0,0,0,-0.0190033427488004,0,-0.134240946771837,0.217838265158324,0,0,0,0.059670210884416,0,0,0,0,0,0.069513357121882,0,0,0.139761179052663,0,0,0,0,0.0192481180363426,0,0,0,0,0,0,0.0923707800450826,0,0,0,0,0,0,0,0,0,0,0.191271048126319,0,0,0,-0.0175847819121081,-0.00881711851350787,0,0,0,0,0,0
X600690.SH,0,0.312042211464019,0,0.0998017782207521,0,0,0,0.0480206735457177,0,0,0,0.280556577522256,0,0,0.176017809636982,0,0,0,0,0,0,0,0,-0.0694196377805738,0,0,-0.0109596760072879,0,-0.150473097912882,0,0.053407831536775,0.0130058888460918,0.00655507086861218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220180933249443,0,0,0,0,0,0,0
X600703.SH,0.0490069715067668,0,0,0,0,0.0121000122874771,0,0,0.0477374314525837,0,0,0,0,0,0.188797112431754,0.165480836961669,0,0.14127623861522,0,0,0.0905288274744094,0,0,0,0.0186972969254887,-0.0362077596192136,0,0.048070704414755,0,0,0.0422066884479657,0,0,0,0,0.138696654722185,0,0,0,0,0,0,0,0,0,-0.0301916619751002,0,0,0,0,0.029886391341151,0.0208271546626185,0,0,0,0,0,0
X600741.SH,0,0.291907287734537,0,0,0,0,0,0.0844683758636342,0.0803295845127882,0.128237016728333,0,0,0,0,0.231421451384512,0,0,-0.0928959924326401,0,0,0,-0.100141068626126,0,0,-0.0782155818341937,0.0295068487878283,-0.0434559692645236,0,0,0,0,0,0,-0.0393200520764493,0,0,0,0,0,0,0,0.0987386071147648,0,0,-0.0804046328755735,0,0,0,0,0,-2.26202199006108e-06,0,0,0,0,0,0,0
X000568.SZ,0.0684447879534093,0,0,0.109994035807847,0.594678760356952,0,0,0,0,-0.0477886677166833,0,0,0,0,0,0,0.0355473488701577,0,0,0,0,0,0,0,0,0.013867191215189,0.076765809715936,0,0,0,0,0.0837493183170962,0,0,0,0,0,0,0,0,0,0,-0.0519214833801724,0,0,0,0,0,0,0,0.00600350795247763,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0908612091105599,0,0,0,0,0,0.0732322717595481,0,0.231218783275702,0,0,0,0,0,0,0,0.188082669168123,-0.209025708844518,0,0,0,0,0,0,0,0,0,0,0,0,-0.14218650282963,0,0,0,0,0,0,0,-0.0209459117041811,0,0,0,0.196601250515743,-0.0826923769072542,0,0.206297918931922,0,-0.0020725788760894,0.000559087730280293,0,0,0,0,0,0
X002236.SZ,0,0,0.160755169220957,0,0,-0.0483007309986596,0,0,0,0.0273449532889457,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199729643374542,0,0,0,0,0,0,0,0,0,0.647942724127367,0,0,0.426550436814393,0.10681717039374,0,0,0,0.1481939176575,0,0,-0.156328181647288,2.16840434497101e-19,0.0536464771761526,0.0133787962040863,0,0,-0.036743625777378,0.0230961516161323,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0066764606395141,0,0,0,0,0,0,0,0,0,0.0023757868155586,-0.148053342132726,0.00917631240248597,0,0,0,0,0.0901323962721822,0,0,0,0,-0.103885866646318,0.22565685846463,0,0,0,0,0,0,0,0.138390020402284,0.0772227712729207,0,0,0,0,0.146161044234432,0.189433107666341,0.00633665167944733,-0.0658986049009325,0,0,0,0,0,0
X002475.SZ,0,0,0.0511296217418506,0,0,0,0,-0.0201562699512324,0,0,0,0,0,0,0.0390506030816106,0,0,0.0704332447884251,0,-0.0320662277031077,0,0,0,0,0,0,0.123569089718037,0,0,0.0680374159963518,0,0.000652490287721949,0,0.420279902477105,0,0,0,-4.33680868994202e-19,0,0.0158092138701919,0,0,0,0,0.0616858993288093,0,0,0,-0.0182681944480122,0,0,0.0191428593784156,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672867520289602,0,0,0,0.116087430227073,0,0,-0.210281020543413,0.191195632734664,0.0889785831575367,0.455652469414354,-0.058005149862571,0,0.441617696561272,0,0,0,0,0,0,0,0,0.126526823741817,0,0,0,0.00294973955115537,0.0276835138898086,0,0,0.0109218505799425,-0.01602387177513,0,0,0,0,0,0
