,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X000338.SZ,X600118.SH,X002456.SZ,X600177.SH,X002085.SZ,X000157.SZ,X002292.SZ,X600372.SH,X300124.SZ,X002007.SZ,X000559.SZ,X600867.SH,X002426.SZ,X300003.SZ,X000623.SZ,X600089.SH,X002294.SZ,X002180.SZ,X002506.SZ,X600522.SH,X601877.SH,X002074.SZ,X600498.SH,X002508.SZ,X000981.SZ,X000869.SZ,X300136.SZ,X000550.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0818776871335168,0,0,0.358106302315452,0,0,0.0352170866903482,0,0,0,0,0.0753340846077957,0,0.0166318975160906,0,0,0,0,0,0.02248135476397,0,0.0567141052875391,0,0,0,0,0,0,0,0,0,-0.0766590605425694,0,0.0355435686390717,0,0,0,0,0.0126257631471929,0,0,0.0186367812002226,0,0,0,0.049441213695938,0,0,0,0,0.0231510243029338,0,0,0,0,0,0
X600104.SH,0,0,-0.015278739862525,0,0,0,0,0,0,0.130466315029102,0,0,0,0,0,0,0.0472848441070277,0.111412236323816,0,0.0285309998112586,0,0,0.0535452443130717,0,0,0,0,0,0,-0.164100589468716,0,0.0587598733132413,0,0,0,0,0,0,0,0,0,0.128489806562193,0,0,0.14250004881261,0,-0.141611548117844,0,0,0,-0.0219552516179082,-0.0461662510623808,0.0966652009985702,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193153877589597,0,0,0,0,0.0365525486849557,0,0,0,0,0,0,0,0,0,0,-0.00807252305486178,0,0.108756592212179,0,0.24334613011585,0,0,0,0,0,0.18348210112756,0,0,0,0,0,0.0416146939557706,0,0,0,-0.0438652146676658,0.0926046190525126,-0.129817720744827,0,0,0,0,0
X002415.SZ,0.0856223729440867,0,0,0,0,0,0,0,-0.22435337603342,0,0,0,0.110150085346797,0.171011748808015,0,0,0,0,0,0,0,0,0,0,0.0271505392060623,0,0,0,0,0,0,0,0,0,0.0701081550356928,0,-0.0638230754764883,0.0628068266481832,0,0,0,0,0,0.379972391527686,0.26073733662289,0,0,-0.0316010874200647,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.030278324660813,0,0,0.00494999287472989,0,0,0,0.379865042176142,0,0,0,0,0,0,0,0.0272660933903381,0,0,0,0,0.0881150154528881,0,0,0,0,0,0,0.0573921006644527,0,0,0,0,0.155211850335004,0,0,0.0567508080755388,0,0.0324935290379501,0,0,0,0,0,0,0.0614254213904665,0,0,0,0,0,0
X600276.SH,0,0,0.0476766766067102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525594528563598,0,0,0,0,0.0692642197963081,0,-0.0250951575587424,0,0,0,0,0,0,0,0,0,0.0373977592785788,0,0.311778678822508,0.144877142486113,0,0,0.0803104181915685,0,0,0,0.145020638678049,0,0,-0.135434600854838,0,0,0,0.00250423769907745,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.181989610976276,0,0,-0.00926491230239024,0,0,0,0,0,0,0,0.0293220957089814,0,0,0,0,0.0374717161132418,0,0,0,0,0,0,0.182070651881149,0,0,0,0,0,0,0.0993832626284656,0,0,0,0,0.014859801727869,0,0,0,0,0,0.0685524507668381,0.0486579801466074,0,0,0,-0.0578458458826799,0.0166480900854245,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0191526609316801,0,0,0,0,0,0,0,0,0.024123736254924,0.0809223545975527,0,0,0,0,0,0,0,0,0.037304111376852,0,0.0533330267524772,0,0,0,0,0.0329136135303264,0,0.100332035942045,0,0,0.0576921796002807,0,0,0,0,0,0,0,0.105600679334155,-0.0955828972973484,0.0689901405110395,0,0,0.106510073457887,0,0,-0.0545925439557622,0,-0.0265656204417507,0,0,0,0,0
X000625.SZ,0,0,0.0868415061033571,0,0.0336042219975521,0,0,0,0,0,0,0.0695023096605307,-0.0384027455647234,0,0,0.0557069574743463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957469224390309,0,0,0,0,0.101861910174532,0,-0.173435742737888,0,0,0,0.0307531281805966,0.0766719073861876,0.0142615914507898,0,0.0736315205793148,0,0,0,0,0,0.039338650568438,0,0.0694629333710919,0,0,0,0,0
X000063.SZ,0,0,0.00108189745081908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471783958572437,0.0806362697975914,0,0.127554933505578,0,0,0,0,0,0,0,-0.0244378044098217,0,3.46944695195361e-18,0.137890553770193,0,0,0.269365486485935,0,0,0,0.0726857707654135,0,0,0,0,0.141799719476197,-0.0258115181674177,0,-0.0714129394642137,0.0205226969748871,0,0,-0.0676553360740428,-0.0362642217351307,0,0,0,0,0,0
