,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600741.SH,X002506.SZ,X600066.SH,X600031.SH,X600118.SH,X002236.SZ,X002049.SZ,X002475.SZ,X600372.SH,X000559.SZ,X000157.SZ,X002465.SZ,X300124.SZ,X000568.SZ,X000338.SZ,X600089.SH,X002294.SZ,X600867.SH,X601877.SH,X002007.SZ,X600177.SH,X300003.SZ,X002074.SZ,X002456.SZ,X002180.SZ,X002085.SZ,X600498.SH,X000050.SZ,X600582.SH,X002008.SZ,X002426.SZ,X300146.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.162311114532828,0,0,0,0,-0.0110014512441589,0,-1.73472347597681e-18,-0.0151834377969031,0.482938858464308,0.0292386951666987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426505729640213,0.0386149796208035,-0.073091168421612,0,0,0,0,-0.040227874680263,0.0202712789683608,0,0,0,0,0,0,0,0,0.0251467449443302,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.213869599053723,0,0,0,0,0,0,0,0,0.0402148895660094,0.0709341346114284,0,0.02858246141683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13168201942925,0,0.0405635044068963,0,0,0.0285515964681445,0,0,0,0,0,0,0,0,0,0,0,-0.0169251966854706,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.00381074812573865,0,0.216193162861551,0.191473132691902,0,0,0.166446815980108,-0.0291607122345889,-0.0461923309807436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463689944172225,0,0.0177291094242202,0.330202248551321,0,0,0,0,0.00701559777913403,0,0,0,0,0,0,0,0,0,0.0253286391537456,0.114470896584141,0,0,0,0,0
X002415.SZ,0,0.142453126711682,0,0,0,0,0,0,0,0,0,0,0.35163029698514,0,0,0.158339336356459,0,0,0,0,0,0,0,0,0,0,0,0.0267918265729815,0,0,0,0,0.00963166519192063,0,0,0,0,0,0.122302695567045,6.93889390390723e-18,0,0,0,0,0,0,0.071462921054184,0,0,0,0,0,-0.0802355530383458,0,0,0,0
X000725.SZ,0,0,0,0.149065225728645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159188082528879,0,0,0,0,0,0,0.0153774526596129,0,0,0.047650019858107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156815941421514,0.244908164678199,0,0,-0.0133106325423221,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0557615302114908,0,0.00169126875143452,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0480357345696239,0,0,0,0.0445990639946299,0.0464630190259389,0,0.00637097249879419,0.00867665857038803,0,0.0473891884672193,0,0,0,0.0688401592939043,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0103634966852582,0,0,0,0.0505521906902784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391823942353918,0.0367863145088865,0,0.163439975737238,0,0,0,0.0547144119091503,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0411993838278292,0,0,0,0,0,0
X000858.SZ,0,0,0.0892929261645306,0,0,0,0,0,0.113129214727537,0,0,3.46944695195361e-18,0,0,0.0671814554808575,0,0.0332924414360237,0,0,0,0,0,0,0,0,0,0,0,0.244237474725162,0,0,0,0,0.0372779541933252,0,0,0,0,0,0,0.0288561230853079,0.143373737081085,0,0,0.00758113125968355,0,0,0,0,0,-0.008797939878096,0,0,0,0,0,0
X000625.SZ,0,0,0.141811913840301,0,0,0,0,0,0,0.0117294365029354,0,0,0.2044664704071,0.0258051009922037,0,0,0.109410202574423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161864147744298,0,0,0,0,0,0,0,0,0,0.174095453414611,0,0,0,0,0,-0.0108197657764703,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117931162763093,0.0444337459398694,0,0,0,0,0,0,0,0,0,0.235276322729456,0,0,0,0,0,0,0,0,0.020692127661699,0,0.130885656993095,0,0.0830876801733602,0,0.0782124762931707,0,0,0.117097220382102,0.0522515104007819,0,0,0,0,0,0,0,0,0,0,0,0,0
