,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X000661.SZ,X003816.SZ,X000625.SZ,X300124.SZ,X000338.SZ,X002241.SZ,X300014.SZ,X600703.SH,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X600584.SH,X601877.SH,X000157.SZ,X002129.SZ,X300142.SZ,X002179.SZ,X600183.SH,X002236.SZ,X002049.SZ,X002414.SZ,X000800.SZ,X601799.SH,X300003.SZ,X300136.SZ,X002185.SZ,X000066.SZ,X002008.SZ,X002456.SZ,X000977.SZ,X600118.SH,X300146.SZ,X600066.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.218971254728206,0,-0.149073076860622,0,0.107242838337273,0,0,0,0,0.30432223281383,0,0,0,0,0,0.00779457687514217,0,0,0,0,0,0,0,0.0304078602784178,0,0,0,0,0,-0.119026629539722,0.104915369867676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200899282641413,0,0,0,0,0.0147065023305946,0,0
X000858.SZ,0,0,0,0,0,0,0.0315373309897846,0,0.0911168670803922,0,0.395989777074933,0,0,0.0319414066994222,0,0,0,0,0,0,0,-0.048328288339423,0,0.0970784269537462,0.0650289345520309,0,0,0,0,0,0,-0.0368179211178007,0,0.0132169442309392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232016091931174,-0.0031922549488407,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0265657905402256,0,0,0,0,0.138896786760161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103029781724362,0,-0.125807576771707,0.0591967708171537,0,0.0407677358578314,0,0,0,0.0622716718372914,0,0,0,0,0,0,0,0,-0.0868587618910488,0,0,-0.0169349003575573,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0243862916500869,0,0,0,0,0.102466851204815,0,0.0807140840600748,0,0,0,0,0,0,0,0,0,0,0,0,0.0539348514243869,0,0,0,0,0,0,0,0,0.295984249471925,0,0,0,0.0484902804692483,0,0.00930571367233222,0,0,0,0,0,0,0,0.0426241736803859,0,0,0,0,0,0,0,-0.00130519499686113,0,0
X000651.SZ,0,0,0,0,0,0,0.0741179683543517,0,0,0,0,0,0.251596702598136,0,-0.0515619144069203,0,-1.0842021724855e-19,0,0,0,0.0383503753028108,0,-0.0635240828255854,0,0,0,0,0,-0.044992406544327,0,0,0.0645781036326386,0.170706913228627,0,0.0367722011442453,0,0,0,0,0.0216898437223199,-0.0651857347922491,0.00323257114579304,0,0,0,0,0,0,0,0,0,0,-0.0258031305740659,0,0,0,-0.00834456020848099,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0192067325780593,0,0,0,0,0,0.121289754199942,0,0,-0.0306302153918066,0,0,0.471207597507048,0.0105954532105922,0,0,0,0,0,0,0,0.035691067960937,0,0,0,0,0,0,0,0,0,0.104609531438502,0,0.018418980492121,0,0,0.102847997987771,0.0689415761308316,0,0,0,0,0,0,0.0261644779870109,0,0,0,0,0.00346902553151357,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0313553218365418,0,-0.0326623090815804,0,0,0,0,0,0.168437714852103,0,0.220133473921562,0,0,0,-0.0206242939570297,0.0782485059622781,0,0.221628591282123,0.0985798808335374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0349226622723902,0,0,0,-0.0374566366820035,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.306972468632709,0,0.344781452722579,-0.132565754926319,0,0,-0.0602939501248959,0,-0.101320808125381,0,0,0.201384061672742,0.00973917934349306,0,0.0103860097630596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471638750973455,0,0.052754261007518,0,0,0,0,0,0,0.221976164089132,0,0,0,0,0.0703739022993249,0,0,0,0.0213374050889627,0,0
X002304.SZ,0,0.0654768085246231,0,0,0,0,0,0.215202398754702,0,0,0.0378205474954864,0,0,0.00646213888844889,0,0,-0.112243850527705,0,0,0,0.267960096257378,0,0.099600308935765,0,0,0,0,0,0,0,0,0,0.0510062051851794,0,0,0,0.0640160533443972,0,0.0435555352769598,0,0,0,0,0,0,0,0,0,0,0,0,0.00238063287444336,0,0,0,0,-0.0358577583199374,0,0
X600031.SH,0,0,0,0,0,0,0.180081042289737,0,0,0,0.205286597023201,0,0,0,0.263346409422526,0,0,0,0.17209290855823,0,0.0346897597687353,0,0,0.0316484286346056,0,0,0.0133246871465661,0,0,0.0561692727460088,0,0.0556222344317234,0,0,0,0,0,0,0.0882358645902827,-0.222038762271798,0,0,0,0,0,0,0,0,0,0,0,0.0659358238461486,-0.0128267580423768,0,0,0,0.0366555950864574,0,0
