,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X000100.SZ,X300124.SZ,X000625.SZ,X002236.SZ,X300003.SZ,X600809.SH,X002008.SZ,X600487.SH,X000596.SZ,X600498.SH,X000661.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X600089.SH,X600177.SH,X600066.SH,X002456.SZ,X300146.SZ,X002180.SZ,X002506.SZ,X600867.SH,X600522.SH,X600372.SH,X002129.SZ,X002508.SZ,X300136.SZ,X000977.SZ,X002241.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.148942746342308,0,0.0107804956980087,0,0,0,0,0,0,0,0.289508198915148,0,0,-0.00677170359509262,0,-0.0297533308577981,0,0,0.0590705958455136,0.0853103039466984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554332659458868,0,0,0.0220046947038761,0,0,0.0268264432302806,0,0,0,0,0,0,-0.0406295486643597,0.0557987336600319,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.111766306398689,0,0,0,0,0,0,0,0,0.0100179537544171,0,0,0,0,0.0684208502478353,0,0.103164169668948,0,0,0,0,0.0127482743660954,0.0766204243423342,0,0,0.0711148124427193,0.191520638055027,0,0,0,-0.0882276634002676,0,0,0,0.0426969924902862,0,0,0,0,0,0.0218221385381871,0,0,0,0.0135321252109234,-0.0678140663566483,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.166878912335694,0,0,-0.0802267087026052,0,0,0,0,0,0.0936914747275775,0,0,0,0,0,0.691895504443703,0,0,0,0,0,0,0.112153609880834,-0.173813959832562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182806737023985,0,-0.0189370437349307,-0.00845389335371559,0,0,0,0,0,0,0
X000651.SZ,0,0.0958140002450493,0,0,0,0,0,0.0963905898016364,0,0,0,0,0,0,0,0,0,0,0.0689644128370568,0,0,0.0924486043463417,-0.0134584200984136,0,0,0.00896256984728461,0,0,0,0,0,0.0168906440818741,0,0,0,0,0,0,0,0,0,0,0,0,0.0322535209926583,0,0,0,0,0,0,-0.00389197708461827,0,0,0,0,0,0,0
X000858.SZ,0.158756593306741,0,0.0118962443737297,0,0,0.00854290685518437,0.0928296582403519,0.0543292484573312,0,0,0,0,0.0895208705460187,0,0.29406058969516,0,0,0,0,0,0,0,0,0.0351693213702012,0.0107651131117978,0,0,0,0,0,0,0,0,0,0,0,0,0.00591699226059609,0.00758027277173492,0,0,0,0,0,0,0,0.028499474576554,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.404449987031547,0,0,0,0,0,0,0,0,0,0,0,-0.0997290286089498,0,0,0,0,0.104943266548115,-0.224223175020089,-0.264453420430524,0,0,0.341766890550855,0,0.08825789135508,0,0,6.93889390390723e-18,0,0,0,0,0,0.0781794522530364,0,0,0,0,0.0372499879685727,0,0,0,0.23420913542565,0,-0.159996180700887,0.214204951109569,0,0,0,0,0,0,0.0971406382157092,0,0,0,-0.002839939375876,0,0
X002304.SZ,0.034491990281749,0,0,0,0.486471790354488,0,0,0,0,0,0,0,0,0,0.0484937328797254,0,0,0,0,0,0,0,0.185737358964067,0.0254602422679224,0,0,0.0835739307204428,0,0,0,0,0,0,0,0,0,0,-0.011848556657306,0.0197430992561535,0,0,0,0,0,-0.145760071971875,0,0,0,0,0,0,-0.0106210164244055,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011389147645442,0,0.080800350056042,0,0,0.062914525579156,0,0,0,0.20847479558033,0,0.0389958066401376,0,0,0,0,0,0,0,0,0,0,0,0,0.299534306757006,0,0,0,0,0,0.0106874076925414,-0.0323874314899845,0,0,0,0.015294637860665,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0884947802042485,0,0,0,0,0.00848073616539306,0.00468381253965076,0,0,0.165876002301077,0,0,0.115891069236935,0,0,0,0,0,0,0,0,0,0,0,0.0712488488983367,0,0,0,0.0142684909664496,0,0,0,0,0,0.0142715753738168,0,0,0.0437484133002368,0,0,0,0,0,0.0269824333863085,0,0,0,0.00620502985246269,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722491844660425,0.00876113744021125,0,0,0,0,0,0,0,0.305050700082816,0,0.274587973478697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050568121635938,0,0,0.014874877496275,-1.73472347597681e-18,0,0,0,0,0.0115591972307087,-0.022369331080465,0,0,0,0.121439576181628,0,0
