,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600690.SH,X002304.SZ,X600104.SH,X600809.SH,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X300124.SZ,X300014.SZ,X600703.SH,X000100.SZ,X000157.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X600741.SH,X002129.SZ,X601877.SH,X002007.SZ,X002236.SZ,X002179.SZ,X300142.SZ,X002049.SZ,X600584.SH,X600183.SH,X002414.SZ,X000800.SZ,X300003.SZ,X000977.SZ,X601799.SH,X000066.SZ,X002008.SZ,X002074.SZ,X300146.SZ,X600089.SH,X000799.SZ,X000050.SZ,X600177.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.143405354940167,0.0353466203800368,0,0,0,0,0.208566037036636,0,0.060703895414641,0,0,0,0,0,0,0,0,0,0,0,0.0392953602248738,0,0,0,-0.0974001189216085,0,-0.0262870400542248,0,0,0.0524383850544751,0,0,0,0,0,0,0,0.023261007788331,0,0.0525903795964587,0,0,0,0,0,0,0,0,0,0,-0.00591776243422346,-0.0238581413733096,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.380700996566055,0,0.0778474243985933,0,0.146496391113965,0,0,0,0,0,0,0,0,0,0,0,0.022644564723943,0.0335852032628363,0,0,0,0,0,0,0,0,0,0,0,0.0110497317978269,0,0,0,0,0,0,0,0,0,0.0939549877625104,0,0,0,0,0,-0.0228193510512616,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.07394588085588,0.0302496058736757,0,0,0,0,0,0,0,0,0.0224538898411201,0,0,0,0,0,0,0,0,0,0,0.196247001309961,0.564395728677953,0.0754298551968578,0,0,0,0,0,0,0,-0.127862232246064,0,0,0,0,0.0307627354933464,0,-8.67361737988404e-19,0,-0.0728871869409818,0,0,-0.000645285004875777,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.00423394382354014,0,0,0,0,0,-0.0140684821801982,0,0,0,0,0.0542679732314279,0,0.0443792474190597,0,-0.0591380957273303,0,0,0.0633791753851204,0,0,0.249290059519987,0,0,0,0,0,0,0,0,0.153912135775592,0,0,0,-0.142030919625445,0,-0.0309906292810051,0,0,0,0,0,0.00985623218768347,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.150856115755643,0.0332459884088422,0,0.0709297356055015,0,0,0,0,0,0,-0.0433721150199481,0.0721885064042804,0,0.17392299075758,-0.0923149956317372,0,0,0,0,0.122370719007656,0.0494326760889222,0,0,0,0,0,0,0,0.0156688013634775,0,0,0,-0.150387393029987,0,0,0,0,-0.0441521518215055,0,0,0,0,0,0.0118068503671672,0,0,0,0,0,0,0
X600031.SH,0,0,0.0622732905463285,0,0,0,0,0,0.0582871249079814,0,0,0.220084126459594,0,0,0,0,0,0,0,0.195153691025203,0,0.09189811203962,0,0,0.0509488678934273,0,0,0,0,0,0,0,0,0.101492365348975,0,0,0,0,0,0,0,0,0,0,0,-0.0305214732552822,0,0,0,0,0,-0.0151969252871771,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0446619887434036,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.120424917021517,0.380338200019558,0,0,0,0,0,0,0.119250456060411,0,-0.000886441475866999,0,0,0,0.0729294405434735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126763295956528,0,0,0,-0.117900488067836,0,0
X000568.SZ,0.0812372937405357,0.581662185769116,0.0360745573288099,0,0,0.00125381049674762,0,0,0,0.027419774225953,0,0.021217534011281,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525234414612657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482772452187213,0,-0.0569567163064319,0,0,-0.0185817257152289,0,0.292133765473756,0,0,0,0,0,-0.0309946109888648,0,0,0,0.0328316893525316,0,0
X600690.SH,0,0,0.144389591311034,0,0,0,0,0.111909161248132,0,0,0,0.341142677614043,0,0.0819770517767939,0,0,0,0,0,0,0,0,0,0.0136770340958381,0,0,0.130409939886328,-0.0100122318056545,0,0,0,0.024359885881304,-0.0407916131968283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509838767762446,0,0,0,0,0,0.0109057774257569,0,0,0,0,0,0
X002304.SZ,0,0.116752077229543,0,0,0,0,0,0.0765759976414706,0,0,0,0.0786825882316784,0,0,-0.117800393618882,0,0,0,0,0.0223837337542826,0,-0.0110943135062537,0,0,0,0,0,0,0,0,0.063217690389868,0,0.00806402535146983,0,0,0,0,-0.0274196926825677,0,0,0.134472649796679,0,0,0.071480388933537,0,0,0.130454287439342,0,0,0,0,-0.0440577003619615,0,0,0,0,0,0,0
