,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X000568.SZ,X600690.SH,X002475.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X003816.SZ,X600703.SH,X002129.SZ,X000625.SZ,X002049.SZ,X000596.SZ,X300142.SZ,X601877.SH,X000661.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000799.SZ,X600460.SH,X000157.SZ,X600741.SH,X002236.SZ,X002074.SZ,X600884.SH,X600702.SH,X600779.SH,X002414.SZ,X600584.SH,X601799.SH,X000800.SZ,X002007.SZ,X600183.SH,X002176.SZ,X300003.SZ,X000733.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.312406116253084,0,-1.73472347597681e-18,0.0535717721594288,0,0,0.0177353255248839,0,0,0,0,0,0,0,0.0945421587854016,0,0.0197192549649537,0,0,0,0,0,0,0,0,0.0192066874570877,0.0713925568679443,0,0,0,0,-0.0418142011427378,0,0,0,0,0,0.07533902084125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.00613460739228992,0,0.146474995593148,0,0.346449727274551,0,0,0,0,0.0660615458968317,0,0,0.0230182846417947,0,0,0,0,0,0,0.0143517366462845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320952529546584,0,0,0,0.192906277643944,-0.0984151231642502,0,0,0,0,0,0,0,0,0,0,-0.00539689270431262,0,0,0,0,0.0514020888272983,0,0
X002415.SZ,0,0.0823743205464356,0,0,0,0,0,0,0,0,0,0.0507235948306214,0,0,0.0639695573064431,0,0,0,0,0,0.218673190011051,-8.67361737988404e-19,0,0,0.00989391542953209,0,0,0.0495305103479774,0,0,0,0,0,0,0,0.0779021408305428,0,0.0610501446856077,0,0,0.0385336469354487,0,0.165679005545909,0,0.0380270141054084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122762711700623,0,0,0.0922952389715933,0,0,0,0,0,-0.108065203460596,0,0,0,0,0,0,0,-0.0241209595791766,0.468104483862273,-0.0896127116558533,0,0,0,0,0,0.313225108322951,0,0,-0.0321007189560187,0,0,0,0,0.0775652998144355,0,0.00848811820458985,0,0,-0.00992806308637158,0.00122975473822163,0,0,0,0,0,0
X600276.SH,0,0.332333886231917,0,0,0,0,0,0.0173394105860159,0,0,0,0,0,0.0041704554084795,0.0160708550444553,0.0964980094740018,0,0,0,0,0,0,0,-0.207261312508356,0,0,0,0.181672108350635,0,0,0,0.214321363165922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492859530113891,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.159036683808723,0,0,0.22487275545724,0,0,0,0,0.0664804016011483,0,0,0,0,0,0.049334310950647,0,0,0,0,0,-0.0795297848525243,0,0.0338330045706363,0.172276921729083,0.0434198288864924,0,0,-0.0339200828862268,0,0,0,0.00828535593067319,0,0,0,0,0.140166174296773,0,0,0,0,0.0976313502756523,0,0,0,0,0,0,-0.0453870530499277,0,0,0,0,0,0,0
X000568.SZ,0,0.550912305024824,0,0.0507041961905683,0,0.0296478283614602,0,0,0,0,0,0,0,-0.030269285990928,0,0.0464553819942886,0,0,0,0,0,0,0,0,0.0255641519952861,0,-0.0540361493091107,0,0,0,0,0.0726799561198274,0,0,0,0,0,-0.0114651415807332,0,0.0600663202836879,0,0,0,0,0,0,0,0,0,0,0,0.00242563517437862,0,0,0,0,0,0,0
X600690.SH,0.00996888918015318,0.1152660067253,0.0576395627645368,0,-3.46944695195361e-18,0,0.00505180909781234,0,0,0,0,0,0,0,0.067784587426372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162299737338727,0,0,0,0,0.0352250254492016,0.101561440343505,0,0,0,0,0,0,-0.0629067216450889,0,0,0,0,-0.0246317138767463,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0354222004028761,0,0,0,0,0,0,0,0,0,0,0.213507124583821,0,0,0,0,0.233748441725811,0,0,0,0.0404171600847871,0.0808931641152032,0,0,-0.258209147481715,0,0,0,-0.142129234701374,0,0.0564293228335998,0.0415343970842321,0,0,0,0,-0.0131083027230002,0,0,0.00306245945923091,0.0392172703115322,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0291816009654902,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110968684725726,0,0,0.0834885043790299,0.0309722145746207,-0.00664907833782723,0,0.0857863785745056,0,0.0508024260852712,0,0.0743715865842535,0.101803915021887,0,0,0.0141988768989247,0,0,0,0,0,-0.0046690080245621,0,0,0,0,-0.115399620919539,0,0,0,-0.0278427209533627,0,0,0,0,0,0
X000651.SZ,0,0.246778371125638,0,0,0,0,0,0.0463125952478883,0,0,0,0.0280049789295838,0,0,0,0,0,0,0,0,0,0,0,0.017028831536742,-0.142530798857141,0,0.019035632068047,0,0,0,-0.0334002066532422,0,0,0,0.0517835957648285,0,0,0,0,0,0,0,0,0,0.119971922060616,0,0,0,0,0,0,0,0.0186662557888679,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.144558426296348,0,0,0,0,0,0,0.11575677608192,0,0,0,0,0,0,0,0,0,0,-0.0344504656317778,0,0,0,0,0,0,0.294525092245043,0,0,0.0561078755113862,0.0153848154265572,0,0,0,0,0,0,0,0,0.0290283606123532,0,0,0,0,0.00672369066352435,0,0,0,0,0.160320847754515,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305772130119968,0,0,-0.00361946169233892,0.0136270879654766,0,0,0,0,0,0.337571986412455,0,0,0,0,0,0.0682462813305892,0,0,0,-0.00501551544673155,0,0,0,0,0.121070467541086,0,0,0.0134071388244261,0,0.0393335246114225,0,0.106126546276375,0.012287432185944,-0.0249374600607769,0,0,0,-0.0105977269253583,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208591681816777,0,-0.0739268460623443,0,0,0,0,0,0,0.328384925543067,0,0,-0.0852603601586963,0,0,0,-0.0539969410276982,0,0.37009854809035,-0.0573242763250174,0,0,0,0.294215645079608,0,0.00558231332004923,0,0,-0.179594131354244,0,0,0,-0.00383991162354595,0,-0.420197055870633,0,0,0.0549516519575389,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0638106466989293,0,0,0,0,0,0,0,0,0,0,0.115198871926714,0,0,0.203813448084038,0.327678655440423,0,0,0,0,0.17965027759602,0,0,0,0,0,0,0,0,0.26693641766143,0.110396352348404,0,0,0,0,0,0,0,0,0.0553695345292951,0,0.0812048592559907,0,0,0.0110469589787277,0,0,0,0,0,0,0
X300124.SZ,0.384950588055356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107888120320609,0,0.170718017211634,0,-0.12808841831727,0,0,0.282816576890618,0,0.192841447236389,0,0,0.0262205035449423,0,0,0,0,0,0,0,0,0,0,-0.327123283970491,0,0,0,0,0,0,0,0,0.180694262563172,0,0,0,0,-0.0727902193346894,-3.46944695195361e-18,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.131251300560175,0,-0.0286995290334177,0,0.0597943168036361,0,0,0,0,0,0,-0.0644180791654806,0,0.0240776019787758,0.15306161950227,0.151915526022031,0,0,0,0.00688815668075671,0,0,0,0,0,0.0470353843574226,0,0.0711343573741818,0,0,0,0,0,0,0,0,0,0,0,0,0.00625139658358327,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.23501477718979,0,0,0,0,0,0,0,0,0,0.103022704882156,0,0,0,0,0,0,0,0,0,0.13150152809236,0,0.172585898660569,0,0,0,0,0,0,0,0.287575333724143,0,0,-0.0780520667130159,-0.0519714326848935,0.209309142090619,-0.407447153392039,0,0,0,0,0,0,0,0,0,0,0,-0.00972133669288264,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.270116975336202,0,0,0.400180240061417,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174235636997992,0,-0.121564544178423,0,0.0678035117343168,-0.143839775551238,0,0,0,0,0.0424883952612484,0,0,0,0,-0.138140591653228,0,0,0,0,0,0,0,0,-0.118088455851026,0,0.31983707442434,0,0,0,0,0,0,0,-0.42253730610536,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553256122317719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146836163050065,0.00749655044639007,0.034114530720829,0,0,0,0,0,0,0,0.0121500342299135,0,0,0,0,0,0,0,0,0.0255731125959586,0,0,0,-0.128802039028905,0,0
X600703.SH,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0773414829463291,0.0653302318589462,0.0195272550211891,0,0,0,0,0,0.297192842122878,0,0,0,0,0.0605527800265422,0.0668124504740546,0,0,0,0,0.158990695400361,-0.0165241023302769,0,0,0.0346460138700856,0.0205992665805341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409388192796353,0,0,0,0,0,0,0
X002129.SZ,0,0,0.0310787961982125,0,0,0,0,0,0,0,0,0,0,0.0940904771632034,0.31779218422459,0,0,0,0,0,0.0803398038168141,0,0,0,0,0,0.123540621440574,0,0,0,0.0702728972398425,0,0,0,0,0,0.220747991425132,0.00709741693139786,-0.0445250896475687,0,0,0,0,0,0,-0.0598664054278475,0,0,0,0,0,0.0306455779846855,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.193403070823938,0,0,0,0,0,0,0,0,0,0.0605278569943492,0.113283591774774,0,0,0.0637208827659781,0,0,-0.0890680791289209,-0.00424818842926258,0,0,0,0.0881095769383017,0,0,0,0.269510695789321,0,0,0,0,0,0.178111417901263,0,0,0,0,0,-0.0329597214318477,0,0,0,0,0,0
X002049.SZ,0,0,-0.0388148319374141,-0.285385618823212,0,0,0,0,0,0,0,0,0,0.338337665372585,0,0.135378558649621,0,-0.0740974061382697,0,0,0,0,0.101249937749379,0,0,0.114087897768054,0,-0.0561188567679265,0,0,0.0492994940351096,0,0,0,0,0,0,0,0,0.136809588491409,0,0,0,-0.26685987852352,0,0,-0.0926582149975137,0,0.218077262524005,0,0,-0.0335411817689045,0.0760347224810785,0,0,0,0,0,0
X000596.SZ,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0303677772474655,0,0,-0.0116553742407227,0,0,0,-0.0634665004062056,0,0,0,0,0,0,0.0880314401972364,0,0,0,0.146461321518808,-0.0133571593475169,0,0,0,0,0.0801310935285279,0.0949959878499103,0.0279133394279089,0,0,0,0,0.0973563590555025,0,0,0,0,0,0,-0.0501695227557,0,0,0,0,0,0,0
X300142.SZ,0,0,0.0123705462495983,0,0,0.275883975603513,0,0,0,0,0,0,0,0.0746439512549316,0,0.559699927583532,0,0,0,0,0,0,0,0,0,0,-0.143501742892538,0,0,0,-0.168442401857486,0,0.470780164783421,0,0,0,0,0,0,-0.163510337385904,0.137215300403415,-0.143361573622892,0,0,0,0,-0.0595082612185893,0,0,0,0,0.0183874725521073,-0.0215866536772366,0,0,0,0.10186502693054,0,0
X601877.SH,0,0,0,0,0,0,0,0,-0.169435847844451,0,0,0,0,0,0,0,0,0,0,0,0,0.35231747054519,0,0,0,0,0,0,0,0,0,0,0,0,0.125073601796442,0,0.147994597650885,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.171366402652877,0,0.160827650479679,0,0,-0.0346839898594712,0.0626839280886775,0,0,0,0,0,0
X000661.SZ,0,0.299044384094643,0,0,0,0,0.165313387402665,0.212847492671156,0,0,0,0,0,0,0.196394349698748,0.153752260352044,-0.0449341784021142,0,0,0,0,4.33680868994202e-19,0,-0.142373581931117,0.04943370628478,0,-0.0238872866073407,0,0,0,0,0,0,0,0,0.31262765706293,-0.167035245455211,0,0,0,0,0,0,0,0,0,-0.180644133441746,0,0,0.0764356480012565,0,0.171533311529609,-0.179907472173442,0,0,0,0,0,0
