,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000100.SZ,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600271.SH,X600703.SH,X600089.SH,X600066.SH,X600118.SH,X601877.SH,X600177.SH,X002236.SZ,X000550.SZ,X000581.SZ,X002129.SZ,X000568.SZ,X600582.SH,X000559.SZ,X300124.SZ,X000623.SZ,X002475.SZ,X000050.SZ,X600060.SH,X000800.SZ,X300146.SZ,X300003.SZ,X600839.SH,X002294.SZ,X002456.SZ,X000977.SZ,X002292.SZ,X000869.SZ,X000400.SZ,X002465.SZ,X600166.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.12245491116147,0,0,0,0.0611086972618458,0,0,0,0,0.0893630726866049,0,3.46944695195361e-18,0,0,0.425930879187776,0,0,0,0.0963993685595299,0,0,0,0,0,0.129122897543915,0,-0.0351422451695115,0,0,-0.095346152789336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.176738811008539,0,0,0.0761000361069854,0,0,0,0,0,0,0,-0.0243351877673424,0,0,0,0,0.0520371193999656,0.0955560925977808,-0.00447326042604898,0,0,0,0.0902389563457424,0,0.0292749234319941,0,0.085169750896679,-0.0530666395796405,0,0,-0.0234495015276889,0,0,0,0,0,0,0,0.0612250716287717,0,0,0,0,0,0,-0.0472606436111976,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.229179795840149,0,0,0.229679480242454,0,0,0,6.93889390390723e-18,0,0,0.0708581672653476,0,0,0,0.0434357784810538,0.0423567874056122,0.105089106796478,0.0878520544105545,0,0,0,0.107178580981349,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042616847458804,0.0714478836613456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.077280385804925,0.107532514021658,0,0,0,0,0,0,0,0,0,0.00604924991942871,0,0,0,0,0,0,0.0968545900537823,0,0,0,0,0,0,0.0154023522416148,0.247432112851494,0.0307247518189095,0,0,0,0,0.136972181350277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677892293182467,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0913039815830744,0,0,0,0,0,0.0875254922259228,0,0,0,0,0.0164350839909998,0,0,0,0.102444611682623,0,0,0,-0.17753075575527,0.18483365635395,0.246887946200932,0,0,0,0,0,0.146262754002792,0.0486674897699645,0,0,0,0.169854084911571,0,0,0,0,0,0,0,0,0.100025837784857,0,0,0,0,0,-0.00774539512733833,0,0,0,0,0,0
X000625.SZ,0.0707149089252711,0,0.0404402334072061,0.0953233298404185,0,0,0,0.28851067291128,0,0,0.0760083554432322,0,0,0,0,0,0.100163562415215,0,0,-0.0856955004171465,0,0,0,0,0,0,0.255348819758375,0,0,0,-0.0176115351254426,0,0,0,0,0.0629556431034159,0,0,0,0,0,0.118576557171226,0,0,0,0,0,0,0,0,0,0,0,0,0.127110828854781,0,0,0,0
X000858.SZ,0.0124882982514322,0,0,0,0,0,0,0.114327358785242,0,0.18278713275804,0.0815859475928035,0.0353800888372991,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0969807551054846,0,0,0,0,0.117755085777612,0,0,0,0.0202899748443746,0,0,0,0.0597601251830194,0,0,0.122625142369486,0,0,-0.0344061303820551,0,0.0628722261124065,0,0,0,0,0,0,0.00412305323593893,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.112666401489437,0,0.111936146645149,0,0,0.105313799469747,0,0,0,0,0,0,0,-0.0690710178800651,0,0.0525452196582542,0,0,0,0.000660692844534714,0.3012818137583,0,0,0,0,0,-0.0301031643186298,0,0,0,0,0,0,0,0,0,-0.309088936127582,0,0,0.189319430945187,0,0,0,0,0,0.0701867206042822,-0.0504180492509944,0,0,0,0,0,0
X000063.SZ,0,0,0.12158068129864,0,0,0,0,0.0800038927286357,0,0.214954637167373,0,0.0338996562622431,0,0.143234650817966,0,0,0,0,0,0.110436107988835,0,0,0,0,0.0540675663120219,0.0546703026217268,0,0,0,0,0,0.0229836346663715,0,0,0,0,0,0,0,0,0,0,0,-0.000706466913610633,0,0,0,0.0473275039785064,0.0287437630662534,0,0,0.0240445418459065,0,0,0,0,0,0,0
X600031.SH,0.103341185597962,0,0,0,0,0,0.0118087843144578,0,-1.73472347597681e-18,0,0,0,0,0,0,0.765106772946366,0,0,0,0,0,0,0,-0.0390283158240367,0.0624879213154313,0,-0.0451383476965509,0,0,0,0,0,0,0.0779762683075787,0,0.00241640582013814,-0.0232395049797369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.138136518815518,0,0.203776486646971,0,0,0.0429372453306033,0,0,0,0,0,0.0202819703667018,0,0,0,0,0.0622661495578756,0,0,0,0,0,0,0,0.120299711143358,0,0.0888562991760472,0.0664272425161282,0,0,0,0.104991001929044,4.33680868994202e-19,0,0,0,0.127930418813516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302978376748979,-0.0270881057725283,0,0,0,0,0,0
X000100.SZ,0,0.0685276422199802,0.106973319449856,0,0,0,0,0,0,0.0765877029764147,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0304618364025828,0,0,0,0,0,0.0507837292805811,0,0.0974864480523815,0.0497732145894313,0,0,0,0,0,0.0546894369218609,0,0,0.298869867998347,0,0,0,0.112494654198183,0,0.0372296944670735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0428941845957204,0,0,0.00268049733992696,0,0,0,0.0728972244880745,0,0,0,0,0,0,0,0.0861600181995847,0,0.178703423971259,0.0355490292465058,-0.101305917178541,0,0.0472763709194596,0,0,0,0,0,0,0,0,0,0,-0.0448089027995284,0,0,0,0,0,0,0,0,0.00726582795697641,-0.0349469754712414,0,0,0,0,0,0,0,0,0,0,0,0
