,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X002129.SZ,X300124.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X600031.SH,X002049.SZ,X000596.SZ,X000063.SZ,X600703.SH,X002241.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X601877.SH,X002180.SZ,X000733.SZ,X002074.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X000157.SZ,X600702.SH,X002414.SZ,X600487.SH,X600584.SH,X000799.SZ,X002236.SZ,X601799.SH,X600563.SH,X600418.SH,X002176.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.259662708779608,0,0,0,0,0,0,0,0,0,0,0,0,-0.00353879197723619,0,0,0,0,0,0.0235404110994831,0,-0.0660635448554692,0,0.0174364318960942,0,0.0644219966075122,0,0,-0.027247982921499,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0221219081705346,0,0,0,-0.031932453496347,0,-0.0345109976768976,0,0.0600800966031972,0.0138217409513733,0,0,0,0,0,0
X000858.SZ,0,0,0.0272837318113336,0,0,0,0.00300128307719225,0.0517714822637889,0,0,0,0,0,0,0,0,0,0,0,0.036959634172066,0.0267718003358619,0,0.0461885593240109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785214559082126,0,0,0.346434753745591,-0.0878924949752183,0,0,0,0,-0.0055949133022648,0,0,0.0240609011140248,0,-0.045168715885722,0.0359178627004932,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187456467242704,0,0,0,0,0,0,0,0,0,0,-0.0475071130623671,0,0,0,0,0,0,0,0.0904266495894514,0,0.0338341478387249,0,0,0,-0.0955421389042153,0,-0.0856405830139598,3.46944695195361e-18,0,0.318092654620577,0,0,0,0,0,0,0,0
X000568.SZ,0,0.155070334343425,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475416938467423,0,0.0133088367260533,0,0.013372410791212,0,-0.0341325820838923,0,0.0258879647649215,0,0.0041127673354189,0,0,0,0,0,0,0,0,0,0,0.418736223360546,0,0,0,0,0,0,-0.0827048139958098,0,0,0,0,-0.0282789003881169,0.0011066123289665,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.122849270783534,0,0,-0.0613236746985018,0,0,0,0,0,0,0,0,0,0,0.12250029230933,0,0,0,0,0,0,0.0675096042164838,0.0183359263705103,-0.0330758256160879,0,0,0,0,0,0,0,0,0,0,0.0756002960997151,0,0.608470262104594,-0.00713328975395318,-0.0583437879712998,0,0,0,0,0,0.0348436840015824,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273847984805167,0,0.105545256261332,0,0,0,-0.056357958179359,0,0,0.250949677183621,0,0,-0.129965737436029,-0.0642322278963627,0,0,0,0,-0.0250447360824499,-0.020054975618241,0,0,0.159917970415908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128383579589068,0.0336545873907292,0,0,0,0,0,0
X600690.SH,0,0,0.0992834030276153,0,0,0,0,0,0,0,0,-0.0297477873657346,0,0.0330972575994534,0,0,0,0,0,-0.0842399483317188,0,0,0,0,0,0,0.227400246597913,0,0,0,-0.18319397127647,0,0,0.0135402577097147,0,0,0,0,0,0.110759774711715,0,-0.0303657689114577,0,0,0,0,0,-0.0367499590669291,0,0.271931326967404,0,0,-0.00866356707158771,0,0,0,0.0232328138678941,0,0
X002304.SZ,0,0.218328052376512,0,0,0,0.0205574584024972,0,0,0,0,0,0,0,0,0.0657104369204733,0,0.0164979856672501,0,0,0,0,0,0,0,0,0,0,-0.0228209622763367,0,0,0,0.141539699618477,0,0.0267256894115348,0,0,0,0,0,0.168834550911446,-0.0954904969746025,-0.0223089541023656,0,0,0,0,0,0.019428331342272,0.0111810561109133,0,0,0,0.0365477381746423,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.11614173001113,0,0,0,0,0,0.0899986897922022,0,-0.180180828374045,0,0,0,0,0,0,0,0.20604750099338,0,0,0,0,0.0444711709156893,0.0817886248606533,0,0,0,0,0,0,0.116540712213906,0,0,0,0,0,0,0,0,0,0,0,-0.176003331117581,-0.0961561257618014,0.0844336921739564,0,0,-0.0714565491671311,0,0,0,0.16112597955566,0,0
X000651.SZ,0,0,0,0,0,0.0444820028105339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055917348747466,0,0.0480940190029152,0,1.73472347597681e-18,0.0845351327774538,0.166603283593237,0,0,0,0,0.0510617827506466,0,0,-0.0955065850048389,0,0,0,0,0,0,0,0,0,-0.0714127708440786,0.114670582317175,0.0825405262031622,0,0,-0.0464279794122081,0,0,0,0,0,0
