,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X300003.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X601877.SH,X300014.SZ,X300124.SZ,X600183.SH,X000157.SZ,X300142.SZ,X000625.SZ,X002007.SZ,X000066.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X002371.SZ,X002008.SZ,X600271.SH,X000977.SZ,X002463.SZ,X002180.SZ,X600584.SH,X600177.SH,X000050.SZ,X600066.SH,X600498.SH,X002508.SZ,X600487.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.085089843006065,0.0338532920636782,0,0,0,0,0.147879747214877,0,0.539844998632278,0,0,0,0,0.0738198052601972,0,0.0207766431044522,0.11024481917206,0,0,0,-0.100267694500706,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558651573809154,0,-0.0292874891046208,0,0.0759348004552289,0,-0.0377334848435407,0,0,0,0,0,0,-0.0368379826348258,-0.0192080707804781,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0709239008268819,0,0,0,0,0,0,0.447832450034588,0,0.000129227166158164,0.0107352260661106,0,0,0.030233047786818,0.00628631359642819,0.0500304514869047,0,0.0338107546870604,0,0,0,0.0258096049969207,0,0,0,0,0,0.00433794163618713,0,0,0.00765416296316337,0,0,0.0384553903738075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.160728875184975,0,0.215401844544345,0,0,0.222132358679583,0,0,0,-0.0866066504761384,0,0,0,0.088768278259565,0.0027856444292091,0.0480941735405446,0,0,0,0,-0.145478486402558,0,0,0,0,0.0036495328070605,0,0,0,0,0,0,0,0,0.026096089682952,0,0,0,0,0,0,0,0.263821890043779,0,0.0129355929092786,0.00813470439412303,0,0,0,-0.0255798469566298,0,0
X600276.SH,0,0,0,0,0,0,0.000478812675143224,0,0,0,0,0,0,0,0,0.356559891363177,0,0,0,0,0,0.124443749495537,-0.00275803007948103,0,0,-0.030828209175336,0,0,0,0,0.10180888359855,0,0.0521692266219365,0,0,0,0,0.0780343920041725,0,-0.0617192771783989,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516960132604221,0,0,0,0.0126079305214632,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0981200288598962,0,0,0,0,0.137492300502621,0,0,0.0293317742117535,0,0,0,0,0,0,0,0.578597686891992,0,0,0.00907663069537287,0,0,0.0569956269586864,0,0,0,-0.0724399636164408,0,0,0,0.0566142696485833,0,0.0613401270437165,0,0,0,0,0,0,0,-0.03052926404429,-0.0407417286665886,0,0,0.075811332256675,-0.0676340364538359,0,0,0,-0.0787667476686029,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113687565027895,0.020295001202299,0,-0.0299795913862607,0,0,0,-0.0232225837102601,0,0,0,0,0,0,0.0216669086655907,0,-0.0429262367651769,0,0,0,-0.0517301632892991,0,0,0,0.0408699350569361,0,0,0,0,0,0,0,0,0.0826746556400455,0,0.0147106947374854,0,0,0,0,-0.0119334915216847,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0228466206489718,0,0,0,0,0,0,0,0,-0.0455561299754827,0,0,0.283405550494895,0,0,0,0,0,0.0210963684709233,0,0.0315329813409133,0,0,0,0,0.22839703879034,0,0,0,-0.138989902681054,0.320511308581033,0,-0.0845025306908127,0.0179471531576422,0,0,0,0,0,0,0,0,0,0,-0.0368733289213381,0,0,0,0,0.0278814911073454,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.148117441603916,0,0,0,0.0683036636971523,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0322229351528529,0,0,0,0,-0.0463714229159601,0,0,0,0.0591568967743782,0,-0.102729185404468,0,0,0,0,0,0,0,0.169321833319469,0,0,0,0.121398305432196,0,0,0.121969214962163,0,0,0,0,-0.096778031719886,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570068713546928,0,0.0192470130973685,0,0,0,0,0,0.208885771560302,0,0,0.0431750256692676,0,0,0,0,0,0,0.0296048449467282,0,0,0,0,0,0,0.00915400951213966,0.0307806638804977,0.01949062157368,0.108207350034542,0,0.00425317117381039,0,0,0,0,0.0453164171230513,0,0.011551100128439,0.0077609490141082,0,0,0,0.0226226823837306,0,0
X002304.SZ,0,0.056874603049777,0.0392115702272144,0,0,0,0,0,0,0,0,0,0,0,-0.0194978893096891,1.73472347597681e-18,0.00859621274784661,0,0,-0.0726740328684868,0,0.230574098483902,0,0,0,-0.00963785120547609,0,0.0380560550748788,0,0,0,0.0270608395453936,0,0,0,0,0,0.0730678666905106,0,0.0693330676223905,0.0468716803863466,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.00419146777902544,0.0382511178297711,0,0,0,0,0,0
