,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X002129.SZ,X000596.SZ,X000625.SZ,X002049.SZ,X601877.SH,X000661.SZ,X300142.SZ,X002179.SZ,X000100.SZ,X600089.SH,X000799.SZ,X600460.SH,X600741.SH,X000157.SZ,X002236.SZ,X600702.SH,X600779.SH,X002074.SZ,X600584.SH,X600884.SH,X002414.SZ,X601799.SH,X002007.SZ,X000733.SZ,X000800.SZ,X600183.SH,X300003.SZ,X300146.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.488274822780149,0,0.0346868734190833,0,0,0,0,0,0,0,0,0,0,0.00203222424279415,0,0.029176259849201,0.060762757061235,0,0,0,0,0,0,0,0,0.000383067694298651,0,0,0,0,0,0,0,0,0,0.0215057924305807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000927767207587713,0,0,0,0,0.0634462603049272,0,0
X000858.SZ,0,0,0,0,0.0463221018637156,0.302433347181585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457105895237184,0,0,0,0,0.0553083977301073,0,0,0,0,0.0497610946775575,0.232813349915457,0,0,0,-0.0143186622064909,0,0,0,0,0,0,0,0,0,-0.0369584583018435,0,0,0,0,0,0,0
X002415.SZ,0,0.0676052105627584,0,0,0,0,0,0,0.174698678100869,0,0,0,0,0,0.0395784804094653,0,0,0,0,0,0.103817536835417,0,0.0286154959861409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549562374367484,0,0,0.11096161757522,0,0.133931065921689,0.0418329404115186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00540563136638116,0,0.162810998694634,0,0,0,0,0,0,0,0,0,0,0.0525217848405417,0,0.0128072166864617,0,0,0,0,-0.0692402086504219,0,0,0,0,0,0.531455400376877,0,0,0,0,0.130075210554851,0.0323340664749867,0,0,0,0,0,0,0.0527352842538021,0,0,0,0,0,0,0.000854591709527802,0,0,0,0,0,0,0
X600276.SH,0,0.152093033003125,0,0,0,0,0,0,0,0,0,0.00388324809828926,0,0.0290176221478472,0.0798917287582213,0,0.0911673272656399,0,0,0,0,0,0,0,-0.270142977612254,0.210348493690171,0.254012112182035,0,0,0,0,0.132558350634123,0,0,0,-0.0363735995911262,0,0,0,0,0,0,0,0,0,-0.0480887197892184,0,0.1115155756364,0,-0.0668458675190322,0,0,0,0,0,0,0.0576113848758571,0,0
X000568.SZ,0,0.628853804323285,0,0.0347401314606693,0,0,0,0.00175489973736021,0,0,0,0,0,-0.0383570940534317,0,0,0.0160827349217791,0,0,0,0,0,0.0930513428088753,0,0,-0.0551431257384359,0,0,0,0,0,0.055465850432874,0,0,0,0,0,0.0414419567295078,-0.00878406242997582,0,-0.0472351721402579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0.118738379632542,0.0158762832751123,0,0,0,0,0,0,0,0,0,0.0992662775384426,0,0,0,0,0,0.205532344286952,0.0226775204249001,0,0,0,0.108194389200116,-0.0811488391330377,-0.0784409126234906,0,0,0,-0.248173696726792,0,0,0,0,0,0,0,0,0,0.0704333421619337,0,0,0,0,0,0,0,0,0,0,0.00436196398536685,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.11222500350295,0,0,0,0,0,0,0,0,0,0,0,-0.128665758966149,0,0,0,0,0,0,0.196940443357958,0,-0.122733856387732,0,0,0,0,0,0,0.122867688862826,-0.0315697144435648,0.00119124052407217,0.023747343548692,0,0,0.0463066517063512,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113299390796228,0,0,0,0,-0.00205974142054698,0,0
X600690.SH,0,0,0.0780706366654441,0.0679183696885814,0.0030453557255459,0,0,0,0,0,0,0.0761886124162237,0,0,0.0790969326785309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381586232886161,0,-0.0840929398827852,0,0,0,0,0.109845754348486,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0631590442423771,-0.0129994045274782,0,0,0,0,0,0,0
X000651.SZ,0,0.168732000431927,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0822954314936947,0,0,0,0.141335539018626,0,0,0,0,-0.0547660175239671,0,-0.0968243513236195,-0.0378261289403155,0,0.00779393551837286,0.0585530435518364,0,0,0,0,0,0,0,0,0,0.00722486888387257,0.00274039049845884,0,0,0,0,0,0.106412749413884,0,0,0,0,0.0357424328312391,0,0,0,0.0388790756788974,0,0,0,0,0,0
