,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X000100.SZ,X600118.SH,X600271.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X000800.SZ,X600582.SH,X002475.SZ,X000623.SZ,X600177.SH,X000568.SZ,X300124.SZ,X600839.SH,X000050.SZ,X002294.SZ,X002129.SZ,X000559.SZ,X000400.SZ,X000869.SZ,X002456.SZ,X000977.SZ,X002292.SZ,X002465.SZ,X600312.SH,X002007.SZ,X600435.SH,X300003.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.134905914592165,0,0,0,0.109378286487767,0,0,0,0,0,0.595697401648218,0,0,0,0.0547888884142517,0,0,-1.0842021724855e-19,0.116746897996691,0,0,0,0,0,0,0,0,0,0,0.0327166406016664,0,0,-0.0717320921621555,0,0,0,0,0,0,0,0.130287653101294,0,0,-0.0533958779302076,0,0,0,0.00862837950569445,-0.19757798496299,0,0,0,0,0
X600519.SH,0,0,0,0.106793624482849,0,0,0,0.192969456622104,0,0.000340604534476669,0,0.301810214858962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272818908445724,0,0,0,0,0,0,0.153169985774234,0,0,0,0,0,0,0,0.19711935350536,0,0,0,0,-0.079139039086115,0,-0.0722288519941745,0,0,0,0.040239633606564,0.00886700672151395,0,0,0,0,0,0
X000651.SZ,6.7762635780344e-21,0,0,0.215110720285827,0,0.0577115646110067,0,0,0,0,0,0.0418466002061124,0,0,0,0,0,0,0,0,0.0124571487680964,0,0.0471933275885219,0,0,0,0,0.104615666107961,0,0,0,6.93889390390723e-18,0,0.00815966603607524,0.0189074770785359,0,0,0.0354811353674475,0,0,0,0,0,0,0.0206886182194389,0,0.183420440144354,0,0,0,0,-0.0491890201379469,-0.0314855596339218,0,0,0,0,0,0
X000725.SZ,0,0.161517815787416,0.115726528643944,0,0,0.0257101233013151,0,0,0,0,0,0,0,0.079870379092639,0.234526952724357,0,0,0,0.0131051587278874,0,0.08186891117972,0.0517305944859192,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0525643092069497,0.123221257885261,0.0582616337528732,0,0,0,0,0,0,0,0,0,0,0,0.139299148919423,0,0,0,0,0,0,0,0.0141439664514645,-8.67361737988404e-19,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.206332597429929,0,0.087900503066905,0,0,0,0.12468085454818,0,0,0,0,0,0,0,0,0,0,0,0.0283741492745343,0,0.32641400693914,0,0,0,0,0,0,0,0,0.0354110809026076,0.0213311208786383,0,0,0,0.0532929539532853,0,0,0,0,0,0,0,0,0,0,0,0,-0.00167020650556146,0,0,0,0,0,0
X000625.SZ,0.297327919864824,0,0,0,0,0,0,0.123234743556915,0.251376645538121,0,0,0,0,0,0,0.153134062610698,0,-0.0251527405482074,0,0,0,0,0,0,0,0,0,0,0,0,0.0737073133478705,0,0,0,0.0178104676974975,0,0,0,-0.00945283372905993,0,0,0,0,0,0,0,0.116615623708189,0,0,0,0,0,0.000376856109991911,-0.0363882541750936,0.181693267664945,0,0,0,0
X000858.SZ,0.0329305846967111,0.0762627726920901,0,0,0,0,0,0.0394941067210301,0.117509168420237,0,0,0,0.226230223848591,0,0.00230255121665943,0.0201921646981186,0,0,0,0,0.138765516499216,0,0,0.00561227255410133,0,0,0.00295214346497159,0,0,0,0,0.00643433094762553,0.0351522900869238,0,0,0,0,0,0,0,0.113648793819736,0,0,0,0,0,0,0,0,0,0,-0.00594234303767676,-0.011336987867019,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.283660432757592,0,0,0,0.133136273463059,0,0,0,0,0,0,0,0.0499548606721939,0.156733509962377,0,0,0,0,0,0,0.120606947612677,0,0,0,-0.0124932151373115,0,0,0,0,0,0,0,0,0,0.106501340265922,0,0,0,0,0,0,-0.0398463064363011,0,0,0,0,-0.0109486167700118,0,0,0,0,0,0
X000063.SZ,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0833062730484385,0,0,0.109438836568161,0,0.0763712291899922,0,0,0.111770426786915,0,0,0,0,0,0,0,0,0,0.0257913245360263,0,0,0,0.256612534158901,0,0.0527562102598288,0,0,0,0,0,0,0,0,0,0,0.0436751329733877,0,0,0,0,0,0,-0.0300442990673769,-0.0183671630764513,0,0,0,0,0,0
X600031.SH,0.002625741930123,0,0,0,0,0,0,0.0688703026746959,0,0,0,0,0,0,0.885495354339518,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453572355632383,0,0,8.67361737988404e-19,0.0912630124970076,0,0,0,-0.00148936447088291,0,-0.0166846401733403,0,0.0871037097819418,0,0,0,0,0,0,0,0,0,0,0,-0.0111557771868908,-0.00187959920332984,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0645820518675654,0,0,0.0986510580535494,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0660465620434138,0,0,0.132124293221361,0,0,0.0827562952892038,0,0,0,0,0,0,0,-5.71150444241323e-05,0,0,0,0,0,0,0,0.0672595652351571,0,0,0.0189795933863801,0,0,0,0,0,0,0,0,0,-0.00709174681690445,0.0164336599355231,0,0,0,0,0,0
X600690.SH,0,0,0.17145305505005,0,0,0,0.304222191174044,0,0,0,0,0,0.0301575192660676,0,0,0.156361944113191,0,0,0,0,0,0,0,0.0915721221145353,0,0,0,0,0,0,0,0.186405201459234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007644449102242,0,0,0,0,0,0
X000338.SZ,0,0,0.0251051102678157,0,0,0,0,0,-3.46944695195361e-18,0,0,0.282603873179409,0,0,0.581781140865352,0,0,0,0,0,0,0,0,0,0,0,0,0.0194571594243091,0.0572811724633869,0,0,0,0,0,0.0347521920780973,0,0,0,0,0,0,0.0755945124618985,0,0,0.0508408785439911,-0.208197208888092,0,0,0,0,0,-0.0522334449578407,0.00287448407239506,0,0,0,0,0,0
X600372.SH,0,0,0.0326470512714833,0.180633239686169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256885180034111,0.00509721507430167,0,0,0,0,0,0,0,0.0315795140407366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497921532335712,0,0,0,-0.0352705124474018,-0.00208997275307786,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,-0.0895002701635269,0,0,0,0.437414821832697,0,0,0.231560900537324,0,0,0,0,0,0,0,0,0,0,-0.0465516805777378,0,0,0,0,0.128695559103471,0,0.0298975921828232,0.0662386636258607,0,0,0.0428656743217436,0,0,0,0.0696703041940444,0,0,0.0644782453604857,0,0,0,0,0,0,0,0,0,-0.0632591805479919,-0.0153372511065032,0.0725124125953642,-0.0124416968946155,0,0,0,0
X600741.SH,0.182224759607553,0,0.138561289728892,0,0,0,0,0,0.0533182078544322,0,0,0,0,0,0.0827725435770886,0,0,0,0.215029921174829,0,0.00930975957495997,-0.0245152583187049,-0.0454859385489377,0.0769120540529445,0,0,0,0,0,0,0.0929465035355557,0,0,0,0,0,0,0,0,0,0,0,0.0371656358289898,0,0,0,0,0,0,0,0,0,-0.00115781067821303,0,0,0,0,0,0
X002241.SZ,0,-0.0549086707257588,0.0625686863182564,0,0,0,0,0,0,0.00419299319842734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646619358379544,0,0,-0.0465898346307194,4.33680868994202e-19,0,0,0,0.0751290109208071,0,0,0,0,-0.00291622728683235,0,0,0.0797084525706569,0,0.26844337289574,0.150018018307846,0,0,0,0,0,0,-0.0201970504897449,-0.0044694438714228,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0331335220300458,0.119647634488228,0,0,0,0,0,0,0,0,0,0,0.255397384956348,0,0,0.0355475436423761,0,0,0,0,0,0,0.153921445468142,0,0,0,0,0.104597215184953,0,0,0,0,0,0,0,0,0,0,0,0,-0.00766232742253061,-0.00120341739847104,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.0866880264876139,0,0,0,0,0,0.120419765105757,0,0.0613852268356777,0.142165441597375,0,0,0,0,0,0,0,0,0,0,0.0590278662380353,0,0,0,0,0,0,0.0132480842331436,0,0,0,0,0,0.288591582234946,0,0,0,0.0439960218545503,0,0.100618484882209,0.0130066315347394,0,0,0,0,-0.0116969703521279,-0.00509534865091868,0,0,0,0,0,0
X600066.SH,0.339078579877357,0,0.0377843988417318,0,0,0,0,0,0,0.0651173425817542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114069492577062,0,0,0,0.0812469508401885,0,0,0,0,0.0123557549348833,0,-0.00255342546040657,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0153979161203083,0,0,0,0,0,0
X000100.SZ,0.083218230177885,0,0,0,0,0,0,0,0,0.0860978711566325,0,0.068788403082323,0.13741823907192,0,0,0.101959027724754,0,0.0421938492325892,0,0,0,0,0.00376688804376734,0.0460297489010329,0,0,0,0.013427899676403,0,0,0.105302424679046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835799700151306,0,0,0,0.00524261827054387,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,-0.105111769360374,0,0,0,0,0.303114717246126,0.53358899401361,0.267070086546878,0,0,0,0.217259603704467,0,0,0,0,0,0,0.172265549514415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139360674757631,0,0,0,0.163990194945737,0,0,0,0.0349171504002376,0,0.074366984428557,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10035475619384,0,0,0,0,0,0,0,0,0,0.0881815571053984,0,0,0,0.0742949251144056,0.216186517869048,0,0.0740402800776116,0,0,0.153312793192447,0,0,0,0,0,0,0,0,0,0,0.0742153735634376,0,0,0.106602660142354,0.0809942809261542,0,0,-0.062939310847882,-0.0236803878483784,0,0,0,0,0,0
X000550.SZ,0.239305235514557,0,0,0,0,0.160888884669361,0,0,0,0,0,0.10250387081214,0,0,0,0,0,0.180012778519732,0,0,0,0,0,0,0.026253012024361,0,0.0383816335751495,0,0.201385784846904,0,-0.0468417725120398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135253113099807,0.0107224645606794,0,0,0,0,0,0
X601877.SH,0.0390038256583643,0.175007892573241,0,0,0,0,0,0,0,0,0,0.115941313622884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167956116043728,0.0900640177508979,0,0,0,0.0645628223487381,0.0238801962640769,0,0,0,0,0,0,0,0.075818177841561,0,0,0,0,0,0,0,0,0,-0.0579499609246437,-0.028812997494141,0.209464844707304,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0581670213648453,0,0,0,0,0,0,0,0,0,0,0,0.171727288162024,0,0,0,0,0,0.181944998054778,0,0,0,0.207032797647039,0,0,0.192832915684632,0,0,0,0.154026076518593,0,0.0621013184142382,0,0,0,0,0,0.127756764398483,0,0,0,0,0.0229158255149018,0,0.0518108953662464,0,0,-0.0152191961377143,-0.00050505248653283,0,0,0,0,0,0
X000581.SZ,0,0,0,0,0.17669991725379,0,0,0.0674300066002569,0.14468595992603,-1.73472347597681e-18,0,0,0.222181242170415,0,0,0,0,0,0.0388125926352529,0,0,0,0.112335363495349,0,0,0,0,0,0,0,-0.00686749693075063,0,0,0,-0.0421556795198389,0,0,0,0.0170086583170427,0,0,0,0,0,0.0890602093030228,0,0,0,0,0,0,-0.0589476223708284,-0.0137752250735531,0,0,0,0,0,0
X000800.SZ,0.00474314987549686,0,0,0,0,0,0,0,0.0847219182577884,0,0,0,0,0,0,0,0,0,0,0.122215149930436,0,0,0.165633524224466,0.151912662219548,0,0,0,0,0,0,0.0757660074632256,0.0721694792256447,0,-0.0149705804949302,0,0,0,0,0.13539244501614,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.126962160029599,0,0,0.0209629444723762,0,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540548906143753,0.341811855075611,0,0.0321571584489233,0,0,0,0,0,0.0144038160643719,0.0519357859547132,0.277494190246528,0,0,0,0,0,0.0596725520613412,0,0,0,0,0,0.076015288612037,0.134180603344687,0,0,0,0,0,0.0296963848172442,-0.00710110898045881,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0235152829237118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543358758715038,0,0,0.00662784559931845,0,0,0.0506665772524567,0,0,0,0,0.183307829354915,0.0984747164222992,0.0018751791550661,0,0,0.00954846183525787,0,0,0,0,0,0,0,0.0197671172032907,0,0,0,0,0,0,0,0,0,0,0,0
X000623.SZ,0.0604482436794823,0,0,0.0213927957543716,0,0.247053007683579,0,0,0,0,0,0,0,0,0,0,0,-0.0533546775725703,0,0,0,-0.172956436402444,0,0,0,0,-0.0365911629404177,0,0.0580959943490671,0,0,0.496367197413079,0,0,0,0,0,0,0,0,0,0,0,0,0.157081688472541,0,0,0,0,0,0,-0.0332753719358309,-0.0160985718229514,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.242561707239342,0,0,0,0.0314526332161655,0.031983831668915,0.103254422947738,0.0138423401237046,0,0,0,0,0,0.127442599215854,0.0162965307858783,0,0,0,0,0,0,0,0.395153732444885,0,0,0,-0.0793026718204314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655714266788946,-0.0237904714947216,0,0,0,0,0,0
X000568.SZ,0,0,0,0.132960237622175,0,-0.0542490666839095,0.260068893494294,0,0,0,0,0,0,0,0.0910136380060602,0,0,-0.460102842049032,0,0,0,0.0726255892078601,0,0,0,0,0,0,0.0233755920475571,0,0,0.0524405418466564,0,0,0,0,0,0,0,0,0.394313854276245,0.160881664844568,0,0,0,0,0,0.068186768633278,0,0,0,0,-0.00778921203287245,0,0,0,0,0,0
X300124.SZ,0,0,0.0352563937917594,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0429938417183584,0.0995901410720877,0,0,0,0,0.0515181305003731,0,0,0.304543133022649,0,0,0,0,0,0,0,0,0.00157076902077706,0,0,0,0,0,0,0.171792767032729,0,0,0,0,0.119300184383208,0,0,0,0,-0.00688577502255398,-0.0166121877382596,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0.0252625946318581,0.072120605574301,0,0,0,0,0,0,0,0.0119625251027215,0,0,0,0,0,0,0,0,0,0.0617687535695764,0,0,0,0,0,0,0,0,0,0,0,0,0.349177382890559,0,0,0.192536264071086,0,0,0.245971855685959,-1.73472347597681e-18,0.0992118966278421,0,0,0,-0.00179049637350064,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,-0.0411962270070061,-0.0809826155281942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341405279225239,0,0,0,0,0,0,0,0,0,0,-0.165534930805301,0.0502439560043024,0,0,0.191588903690774,0.268854955360002,0,0,0.122259498741559,0,0,0,0,0.324874344148968,0.0130173616174539,0,0,0,0.178656552865442,0.0577432312025175,0.0544839326603097,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0.0209753926031686,0,0,0,0,0,0.16629148278532,0,0,0,0,0,0,0,0.0129130093980911,1.73472347597681e-18,0,0,0,0,0,0,0.205131111004215,0,0,0,0.15297488641215,0.0521839365723795,0,0,0,0,0,0,0,0.0307719266093425,0,0,0,0,0.0240328824443409,0,0,0,0,0.00355816349233271,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,-0.157408383699545,0,0,0,0,0,0,0,0,0,0,0,0.0793018124147671,0,0,0.0257940504003588,0,0,0,0,0.186829081625293,0.00193882274193546,0,0,0,0,0.17947373605025,0,0,0,0,0,0.0139481799986312,0,0.148306562695351,0,0,0.0465395081601022,0,0,0,0,-0.0716956865805046,-0.0201713539985217,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.123433375788411,0,0.145462742988061,0,0,0,0,0,0,0.0281810215509606,0,0,0,0.256298375688373,0,0,0,0.160424348104022,0.0329974884889926,0,0,0,0,0.206061635917941,0,0,0,0,0,0,0,0,0.0984421260145507,0,0,0,0,0,0,0.0968170529427202,0.0252456949698828,0.107432099370017,0,0,0,0,0
X000400.SZ,0,0,0,0,0.0882366931838875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133248241495483,0.0845424123626004,0,0,0,0,0,0.0162061467144707,0,0,0.124028893152633,0,0,0.110590025311337,0,0.157682980519787,-0.0201073211994109,0,0,0,0.0464812194749575,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422579063793104,-0.0202792664636867,0,0,0,0,0,0
X000869.SZ,0,0,0,0,0,0,0.453925518803474,0.0453691786707554,0,6.93889390390723e-18,0,0,0,0,0,-0.402151927570426,0,0,0,0.200548344233002,0,0,0,0,0.0818052475176675,0,0,0,0,0,0,0,0,0,0.132267459797314,0,0,0,0,-0.0154821115800916,0,0,0,0.134455326325441,0,-0.0108772983576073,0.26076968296435,0.060613885798328,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0367450049499384,0,0,-0.00174736922185768,0,0,0,0,0,0,0,0,0,0.322399148847595,0,0,0,0,0,0,0.13783408877714,0.235637890718923,0.0313029917492072,0.0790428599185238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034389932532752,0.0930174288434476,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,-0.0484992840099523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485724295579801,0,0,0,0,0,0,0,0.173782875730584,0,0,0,0,0,0,0.238456275845834,0,-0.212563728496029,0,0,-1.73472347597681e-18,0,0,-0.000498569151757451,0.0381915845764406,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0.0560548723182531,0,0,0,0,0,0,0,0,0.174200042328472,0,0,0,0,0,0,0,0,0.136401472164865,-0.0419886212471851,0,0,0.263590706109285,0,0,0.00901368386048324,0,0,0,0.232094000657519,0.140901896978584,0,0,0,-0.169564819261723,0,0,0,0.0882276128054681,0,0,0,0,0.0995583041943965,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0772435315162172,0,0,0,0,0,0,0,0,0.0749222153442643,0.071549102119758,0,0,0,0,0.0846468696617738,0,0,0.0217918984489863,0,0,0,0,0.088748684096013,0,0,0,0,0,0,0,0,0,0,0,0.487612274285646,0.181299397769099,0,0,0,-0.00251619959295637,0,0,0,0,0,0
X600312.SH,0.0921872809221723,-0.10955240813404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493980712155523,0,0,0.121065260855842,0,0,0,0,0,0,0,0,0,0,0,0,0.0374454633694691,-2.16840434497101e-19,0,0,0,0.112929885541005,0,0.112515885294536,0,0,0.0412507474668827,0,0,0,0,0,0,-0.0190153579952412,0,-0.0769866954645724,0,0,0,0,0
