,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X000596.SZ,X600703.SH,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X000100.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000157.SZ,X601877.SH,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X600183.SH,X000800.SZ,X002179.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X000547.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.154371644275061,0,0.0683004838195703,0,0,0,0,0,0.143286207501746,0.197391680616339,0,0,0,0,0,0,0,0,0.0599386770896284,0,0.0196293604525852,0,0,0,0,0,0.0124700861974232,0,0,0,0,0.0657290342673247,0,3.46944695195361e-18,0.0083704332675193,0,0,0,0,0,0,0.0416279682243513,0,0,0,0,0,0,0,0,0,0.00381949599720225,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0834149812356827,0.190883920019726,0,0.458784032350311,0,0,0,0,0,0.0853500492798899,0,0,-0.00978487918829876,0,0,0,0,0,0,0,0.00998582911357497,0,0,0,0,0,0,0,0,0,0,0.0120173804893511,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0558078319056493,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.163119784964332,0,0,0,0.0496292451521452,0.316702412503761,0.0932186591483607,0,0,0,0,0,0,-0.0152458302978055,0,0.00313827610032533,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112487194778019,-0.0595026481407143,0,0,0.0293755780344796,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,-0.0116000018529099,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0307662949261901,0,0,0,0,0.308555285289978,0,0,0,0,0,0,0,0,0.0223761207286676,0.0398122715569082,0,0.0525560195697076,0.0110015707925833,0,0,0,0,0.120313249140033,0,0,0,0,0,0,0,0.0408859458982537,0,0,0.06982046892596,0.046772383388304,0.0648506995980918,0.0209429639795919,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.141621992790905,0,0,0,0,0,0,0.0469607346190446,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011844424489851,0,0,0.0588871786266116,0,0,0,0,0.181751117054399,0,0,0,0,0,0.0215906238309399,0.0831780873541968,0,0,0,0,0,-0.044219290659072,0,0,0,0,0,0,-0.0182239061835168,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0463620873820867,0,0,0,0,0,0,0,0,0,0.0491303009093228,0,0,0,0,0,0,0,0,0,0,0,0,0.11984246547638,0,0,0.077450266419598,0,-8.67361737988404e-19,0,0,0,0,0,0.0146382412049796,0,0.0219042746876633,0,0,8.67361737988404e-19,0.0981140456340161,0.0138748965922585,0,0,0,0,0,-0.0627874862491573,-0.0216277276908507,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.16564110027464,0,0,0,0,0,0,0,0,0,0.0092181808905622,0,0.0431388694703487,0,0,0,-0.00949670634105465,0,0,0,0,0,0,0,0,0,0,0,0,0.138668389534075,0.107137806256242,0,0,0.129409342394307,0,0,0,0,0,0,0,0,0,0,0,0.0129441955152145,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229921455431324,0.0328086319541762,0,0,0.0318627324244256,0,0,0.0796377015715709,0,0,0,0,0,0.375338984962358,0,0,0,0,0,0,0,0,0.0117484489594271,0,0,0,0,0,0,0,-0.0481751587354712,0,0,0,-0.0169802818151595,0.0217759805718337,0,0,0,0,0,0
X002304.SZ,0,0.322972743154499,0,0,0,0,0,0,0,0.27343601676811,0.0045854961039317,0,0,0,0,0,0,0,0.0675756676163085,0,0,-0.0198663578707151,0,0,0,0,-0.00877530974508648,0,0.187789501670523,0,0,0,0.0461227755676608,0,0,0,0,0,0,0,0,0,0,-0.0201414318948823,0,0,0,0,0,4.33680868994202e-19,0,0,0.0015446203466984,0,0,0,0,0,0
X000568.SZ,0,0.144234642714297,0,0,0,0,0,0,0.47830942708159,0,0,0,0,-0.166031337018865,0,0,0.171742823820335,0,0.207573218924067,0,0,0.0311295625617696,0,0,0,0,0,0,0,-0.0592801501367762,0,0,-0.0531975660825031,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0539290111500197,0,0,0,0,0,0,0,0,0,0,0.00148172428023461,0,0,0,0,0,0
X600809.SH,0.412411198603134,0.169298029156774,0.140499160510385,0,0,0,0,0,0,0.188835226763176,0,0,0,0,0,0,0,-0.0585918425048476,0,0,0,0.0948638580698212,0,0.0501217027755329,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471445997903559,0,0,0,0,0,0.00760404924190817,0,0,0,0,0,0,0,0,0,0.000759002383340564,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199718507685154,0.0338736527480254,0,0,0,0.418743283110781,0,0.175232646919282,-0.0376612921080226,0.102787840335298,0,0,0,0,-0.0039477189877655,0.00536922562109272,0,0,0,0,0,-0.085500918841979,0,0.00775305832569655,0,0.236780327682775,0,0,0.142273686294731,0,0,0.0202703309890933,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.389333617672236,0,0,0,0,0,0,-1.73472347597681e-18,0.0247880104990812,0,0.086539843792551,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885081499136747,0,0,-0.057415546224099,0,0,0,-0.00452784500255296,0,0,0.0962578627212057,0,0,0.0044322386573147,0.0949869824885798,0,0.0443450285085152,0.025242120912241,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0.0523985957981232,0,0,0,0,0.138662305057569,0,-0.208775803874695,0,0,0,0.370962981994931,-0.474580530939159,0,0,-0.57597636890765,0.56485678293223,0.141478951740838,0,0.209137132162559,0,0,0,0,0,0,0.11015707227732,0,0,0,0.123905179682004,0,0,0,0,0,0,0,0,0,0,0,0,0.108579433517327,0,-3.69989982598896e-05,0,0,0,0,0,0
X600690.SH,0,0,0,0.0982116644203192,0,0,0,0,0,0,0,0,0,0,0,0,0.0801380210830332,0,0.215822063449867,0,0,0.0381961704843151,0,0,0,0,0,0,0.0473053146804999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.112456332882736,0,0,0,0,0.0120671615016876,0,0,0,0.00975754912041492,0,0,0,0,0,0,0.0184797033464859,0.0161757914885521,0,0,0,0,-4.33680868994202e-19,0,0,0.0614628833653447,-0.0110777298440043,0,0.0134967974456966,0,0,0.0856179955442177,0,0,0.0394715739975839,0,0,0,0,0.0010799111726201,-0.00315182528784656,0,0,0,0,0,0
X002241.SZ,0,0,0,0.20968460378469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17521304015672,0,0.256009628749465,0.0701642296743121,0,0,0,0,0.00198500431225631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.00706513361648153,0.025635465607712,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.445510634927299,-0.0245258357329549,0,0,0,0,0,0,0,0.0550682949673997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19888964015617,0,0,0,0.211915925623133,0,0,0,0,0,-0.012353573080656,0,0,0,0.104324017747188,0,0.101398798376828,0,0.082483902932991,0,0,0,0,0,0,0
X000596.SZ,0,0.545126489260509,0,0,0,0,0,0,0,0.274649231773494,0,-0.0542926448051666,0,0,0,0,0,0,0,0,0.270598899327938,0,0,0,0,0,-0.0337686696265935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361348016566746,0,0,0,0,-0.069914428023983,0,0,0,0.0153234091596279,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.211333316540282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139248635591954,0,0.0414640970747678,0,0,0.283276577225353,0,0,0,0,0.212621955420409,0.00572640612362073,0,0.222659201443369,0,0.063709684635097,0,0,0,0,0,0,-0.141896749587067,0,0,0,0,0,0,0,0,0.0174037584754515,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140816668148123,0,0,0.143234171548129,0.0486000062901108,0,0,0.0576722559252279,0,0,0,0,0,0.0715343321558076,0,0,0,0,0,0,0,0,0,0,0.125103087872169,0,0,0,0.110327540746815,0.053508849410662,0,0,0,0,0,0.0676295549944104,0,0,-0.0168411929994245,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0.25366199899905,-8.67361737988404e-19,0,0,0,0,0,-0.0607310659635718,0,0,0,0.344499639393743,0,0,0.306180394085389,0,0,0,0,0,0,0,0.0451700178125504,0,0.427122033357494,0,0,0,0.00563420667862061,0,0.19224453284458,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0683584279393112,-0.0333003791783041,0,0,0,0,0,0
X300014.SZ,0,0,0,0.100289897897288,0,0,0,0.153675236203158,0.101313946715839,0,0.0913128825239189,0,0,0,0.0314268553402036,0,0.0494897857448326,0,0,-0.0220562530242059,0,0,0,0.0131388111771245,0,0.0335653843937622,0,0,0.355974912195037,0,0,0.0193418110488365,0,0,0,0,0,0,0.0496330070946184,0,0,0,0,0,0,0,0,0,0.0188363155656394,0,0,-0.092658286404086,0.056754577330559,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,-0.180050584134329,0,0,0,0.145981206115374,0,0,0,0,0,0,0,0.679815479311495,0.318711044074701,0,0,0,-0.0457454461904216,0,0,0,0,0,0,0,0.269954711353851,0,0,0,0,-0.0988192009910474,0,0,0.256424109988349,-0.093180120741073,0,0,0,0,0.0930903872850082,0,0,-0.0708776987279582,-0.0718816409766789,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0184345738140794,0,-5.42101086242752e-20,0,0.053682868455841,0,0,0,0,0,0,0,0.0571260792108585,0,0,-0.0393119437008755,0,0,0,0,0.0403036839635258,0.00345866308170897,0.0641213359517829,0,0.0960604217248012,0.0229495259914932,0,0,0,0,0,0,0,0.0819024652904491,0,0,0,0,0,0,0,0.0969665512736703,0,0,0.0351141554502673,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0.000544788788865225,0,0,0,0,0,0,0,0,0,0,0,0,0.0028291705666502,0,0,0,0,0,0.0799467462400294,0.125322859187802,0,0,0,0.147981953517083,0,0,0,0,0,0,0.421601726246202,0,0,0,0,0,0,0,0.17985156926176,0,0,0,0,0,0.146184577819006,0,0,-0.0102319625188957,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.108565285330579,0,0,0,0,0,0,0,0.244747024119842,0,0,0,0,0,0,0.0717658600508581,0.0637468328628756,0,0,0,0,0,-1.73472347597681e-18,0,0.0648250527140222,0,0,0,0.109463475038492,0,0,0,0,0.0392562408569587,0.0969321539717763,0,0,0,0,0,0,0,0,0.12061676427416,0.203231199783077,0,0,0,0,-0.0129440551656552,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,-0.0304361556369207,-0.0698690619750672,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.12440246666444,0,0,0,0,0,-0.00505348966224665,0,0,0,0,0.286560036773861,0.143665140468187,0.261737814019674,0,0,0.0961586108211066,0,0,0.154125271543269,0,-0.0207242811114845,0,0,-0.112976557022337,0.231271335181153,0,0,-0.20460590912236,0,0,0,0,0,0,0
