,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X600183.SH,X300124.SZ,X300014.SZ,X000625.SZ,X002371.SZ,X000157.SZ,X002007.SZ,X002008.SZ,X000066.SZ,X300142.SZ,X300136.SZ,X600271.SH,X002456.SZ,X002179.SZ,X002463.SZ,X000977.SZ,X002180.SZ,X002129.SZ,X600177.SH,X600584.SH,X000050.SZ,X600487.SH,X002508.SZ,X600066.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.305201125293708,0,0,0,0,0.0718273888862314,0,0,0,0,0,0.0483338820771383,0.0313105314567979,0,0,0,0.0335840845350698,-0.00909542025047311,0.196347381046419,0,0,0,0.0660515069927452,0,0,0,0,-0.00802918982939112,0,0,0,0,0,0.111717517353976,0,0,0,0,-0.0544500188768534,-0.00682663442307531,0,0,0,0,-0.109230938491352,0.0583246373804869,0,0,0,0,-0.0390877586569363,-0.023565739517153,0,0,0,0,0,0
X000858.SZ,0.0328855022462263,0,0,0,0,0,0,0,0,0,0,0,0.527250366569383,0.0413913731000296,0,0,0,0.0183702352435235,0,0.017719712542666,0.0505366391335284,0,0,0,0,0,0,0.00589559907069185,0,0.0421972611381659,0,0,0,0.0315272003609671,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00937689067149988,0,0,0,0,-0.00390701914011379,0,0
X000651.SZ,0,0,0,0,0,0.181999069167424,0,0,0,0,0,0,0,0.287093689769861,0,0,0,0,-0.0155731807874264,0,0,0.0664741512100099,0,0,0,-0.117544018456734,0,0,0,0,0,0,0,0,0,0.0486619552908558,0,0,0,-0.0943005508306499,0,0.142032539384083,0.0451394468874284,0,0,0,0,0,0,0,0,-0.00715199688203105,0.0171007173831902,0,0,0,-0.03104252811959,0,0
X600276.SH,0.204851669308133,0,0.0200163913598086,0,0,0,0,0,0,0,0,0.0171236350755464,0,0.0818024823117856,0,0.232528034412051,0,0.042824372472034,-0.0226592994303871,0.0689430709723173,0,0,0,0,0,0,0,0,0.137909826860149,0,0,0.14602416299848,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.103618049112837,0,0,0,0,0,0,0,0,0,0,0.0158154547878103,-0.00564571939929601,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0811219062974728,-0.136429548549563,0,0,0,0,0,0,0.0144780461986053,0,0,0,0,-0.0515872315569825,0.0201228467382874,0,0.18519989883437,0,0,0,0,0.0394183313760025,0.00376178231810915,0,0,0,0.0823476086943568,0,0.00689911072878894,0.278811710792707,0,0,0,0,0.0964837230485588,0,0,0,-0.145179091076492,0,8.67361737988404e-19,-0.0306480291104351,0,0,0,0.0423699329276944,1.0842021724855e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284236843434465,0,0,0,0,0,0,0,0.0521431150414826,0,0.0260789467148737,-0.0537029920196267,0,0.230607729523991,0,-0.0319911648142304,0,0,0,0,0,0.0280532603544296,0,0,0.0280897559600691,0,0,-0.0377460546786827,0,0.128718981047098,0,0,0,0.0106307088950769,-0.0068488524502194,0,0,0,-0.0085592389026308,0,0
X002475.SZ,0,0,-0.0983331702438395,0,0,0,0,0,-0.106344430868803,0,0,0,0,0,0.0605107422309218,0,0,0,-0.113642378864961,0,0.407747313462374,0,0,0.0240902759863757,0,0,0,0.0172983600309214,0,0,0,0,0.157372392765542,0.190322207390675,0,0,0,0,0,0.113962600500934,-0.0871108135200444,0,0,0,0,0,0,0,0,0,0,-0.000923461617834087,0.0343273038380934,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0561714411142159,0,0,0.154967586536158,0,-0.0133394770062014,0,0,0,0,-0.0214214806268718,0,0,0,0,0,0,-0.0868596266333973,-0.0553278496110038,-0.0527007958344673,0,-0.00978205189761745,0,0,0,0.141769307035242,0.298159776233742,0.068769765021931,0,0.101533493825126,0,0,0,0,0,0.00461783186090523,0,0,0,0,0,0.00996373389002375,0,0,0,0,-0.0314399529635208,0,0
X002304.SZ,0,0,0.0186540685698421,0,0,0,0,0.0842222657461506,0,0,0,0,0,0,0,0,0,0,0.0130052509044953,0.0869261137666909,-0.0159116224845338,0,0,0,0,0.0400035908304615,0,-0.00284731273133838,0,0,0,0.218452076658933,0,0.00661252089594871,-0.0648186020732791,0,0,0,0,0.0139017467858047,0,0,0,0,0,0,0,0,0,0,0,-0.0333525936533405,0.0207721083021875,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00649689559667059,0,0,0,0,0,0,0,0,0,0,0.219809871464631,0,0,0,0,0,0.04883364866527,0,0,0,0,0,0.0295950298312944,0,0,0,0.0468624051655162,0,0.0760589913179248,0.0336997105448616,0.0377706783948656,1.73472347597681e-18,0,0.099256201602394,0.0212143662715906,0,0,0,0,0,0,-0.0173739629404317,0,0,0,0,0,0
