,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X300014.SZ,X000651.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X002371.SZ,X000338.SZ,X600703.SH,X000063.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X300142.SZ,X600741.SH,X002074.SZ,X000100.SZ,X600089.SH,X600460.SH,X600702.SH,X002236.SZ,X000799.SZ,X002180.SZ,X000733.SZ,X000157.SZ,X601799.SH,X600779.SH,X600522.SH,X002414.SZ,X002008.SZ,X600884.SH,X600584.SH,X600183.SH,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.579459579244981,0,0,0.00494692214622332,0,-0.0679469215109402,0,0,0,0,0,0,-0.0349139042863346,0,0,0,0,0,0,0,0.0976290118295314,0,0,0,0,0,0,0,0,0,0,0.025080980839946,0,0,0,0,0,0,0,0,0,-0.014472103319905,0,0,0,0,0,0,0,0,0,-0.00257812821946245,0,0,0,0,0,0
X000858.SZ,0.263728346595981,0,0,0.228826920800176,0,0,0,0,0.271531654194145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718037981102846,0,0.300575005256658,0,0,0,0,0,0,0,0,0.0338734006609904,0,0,0,-0.031343444689001,0,0,0,-0.0763192622337751,0,0,0,0,0,0,0,0,-0.00372999747085961,0.00861565750917489,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.187854793870546,0,0.0317264639161663,0.312945056281837,0,0,0,0,0,0,0,0,0.0736157778125812,0,0,0,0,0,0,0,-0.0580457387340743,0,0,0,0,0,0,-0.0614513788258137,0,-0.140562857585587,0,0,0,0.0885006451932285,0,0,0,-0.039175887466058,0.0338821782167672,0,0,0,0,0,0,0,0,0.0215948875891328,0,0,0,0,0,0
X600809.SH,0,0.167722494612766,0,0,0,0,0,0,0,0,-0.204922710160743,0,0,0,0,-0.162416125269226,0,-0.148917469787783,0,0,0,0,0.0553170226300903,0,0,0,-0.28546177013739,0,0,0,0,0,0,0.280519054212685,0.074504545855319,0,0.504636086506314,0,0,0,0.0406249337479613,0.0253406625259827,0,0,0,0.00632229094818659,0,0,0,0,0,0.0104685938468026,0,0,0,0,0,0,0
X000568.SZ,0.0845994761791676,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54600073324438,0,0,0,0.0373430510687126,-2.16840434497101e-19,0,-0.0243720237925167,0,-0.0745322083233278,0,0,0,0,0,0.00202793913400771,0,0,0,0,0.0428329715822087,-0.0608227739293332,-0.219789009284942,0,0,0,0,0,0,0,0.0300831438377157,0,0,0,0,0,0,0
X002475.SZ,0.0189258381239401,0.0641227673995505,0.0583226383732444,0,0,0,0.170168646735748,0,0,0,0,0,0,0,0.183773514354065,0,0,0,0,0.161942807602595,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0405840309045585,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0470708165655546,0,0,0.0119692661454657,0,0,0,0,0,0,0
X600276.SH,0,0,0.123526645142654,0,0,0,0,0,0,0,-0.0227378500064599,0,0,0,0,0,-0.0353589827926854,-0.0128000348723157,0,0,0,0,0,0,0,0.0287295541375082,-0.161466258689919,0.0536196748028248,0,0,0,0.187280583574418,0,0,0,0,0,0,0,0,0,0,0.0183713092455529,0,-0.104619780484604,-0.127580769843121,0,0,0.337888409547295,0,0,-0.00365413377036399,0.00299529346472473,0,0,0,0,0,0
X600690.SH,0,0,0.0583193782240564,0,0,0,0.00814637776642512,0,0.103099139188378,0,0,0.184934582725463,0,0,0,0,0,0,0,0,0,0.0731364019393874,-0.0176302340704714,0,0,0,0,0,0,0,0,0.185293787300395,-8.67361737988404e-19,0,0,0,0,0,0,0.356929751491964,0,0.0206742705369844,-0.00705847031059187,0,0,-0.0790116423971123,0,0,0,0,0,0.00364404178387931,0,0,0,0,0,0,0
X002304.SZ,0,0.537875192983095,0.0612155439751819,0,0,0,0,0,0,0,-0.0541276440222775,0,-0.171793748064095,0,0,0,0,0,0,0,-0.0049804307995494,0,0,0.0154832504137696,0.0512442646182392,0,0,0.0374871379704888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126742535886743,-0.0900067446329303,0,0,0,0,0,0,0,0,0.00551255651186957,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0369712291978676,0,0,0,0,0,0,0,0.218547858123237,0,0,0.0879484442141791,-0.0398966357641276,0,0,0,0,0,-0.0324009580448722,0,0,0,0,0,-0.00851077137713199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501243666324139,0,0,0,-0.20926767975102,0,0
